Samples	ID83A	ID83B	ID83C	ID83D
V1	3.08E+00	2.26E+00	2.12E+00	1.70E+00
V2	5.86E-01	9.75E-01	2.14E+00	1.92E+00
V3	2.79E+00	1.85E+00	2.86E+00	0.00E+00
V4	5.54E-01	1.28E+00	1.46E+00	0.00E+00
V5	3.00E+00	4.30E+00	2.65E+00	2.42E+00
V6	1.03E+01	7.18E+00	3.87E+00	6.95E+00
V7	2.37E+00	2.27E+00	0.00E+00	2.00E-01
V8	4.22E+00	2.03E+00	9.32E-01	3.61E+00
V9	2.73E+00	2.95E+00	2.67E+00	3.05E+00
V10	3.81E+00	4.22E+00	2.58E+00	8.92E-01
V11	3.88E+00	3.21E+00	0.00E+00	1.60E+00
V12	1.38E+00	1.13E+00	1.70E+00	0.00E+00
V13	2.79E+00	3.17E+00	3.12E+00	4.99E-01
V14	1.19E+00	1.22E+00	1.27E+00	1.66E+00
V15	7.37E+00	4.97E+00	0.00E+00	6.13E+00
V16	3.72E+00	2.84E+00	0.00E+00	3.53E+00
V17	2.65E+01	2.29E+01	3.85E+00	1.74E+01
V18	2.99E+01	2.17E+01	1.25E+01	2.08E+01
V19	1.21E+01	8.90E+00	3.77E+00	9.18E+00
V20	2.67E+00	4.82E-01	2.06E+00	7.75E-01
V21	2.53E+00	4.20E+00	0.00E+00	4.08E+00
V22	1.91E+00	1.00E+00	1.71E+00	1.78E+00
V23	2.26E+00	2.35E+00	0.00E+00	2.77E-01
V24	3.05E+00	3.29E+00	7.92E-01	0.00E+00
V25	2.34E+01	2.01E+01	3.10E+00	1.62E+01
V26	1.29E+00	8.06E-01	2.10E+00	1.03E+00
V27	7.41E+00	2.02E+00	6.14E+00	2.41E+00
V28	1.86E+00	2.45E+00	1.55E+00	5.00E-01
V29	1.45E+00	1.38E+00	1.56E+00	6.70E-01
V30	2.00E-01	2.52E+00	3.09E+00	2.30E+00
V31	2.55E+00	5.72E+00	4.76E-01	4.73E+00
V32	4.01E+00	3.02E+00	2.09E+00	2.15E+00
V33	2.26E+00	8.67E-01	1.69E+00	2.25E+00
V34	3.75E+00	2.04E+00	1.13E+00	2.57E+00
V35	1.23E+01	1.26E+01	1.33E+00	9.27E+00
V36	2.94E+00	5.86E-01	6.74E-01	2.77E+00
V37	6.17E+00	3.83E+00	2.91E+00	6.93E+00
V38	2.12E+00	8.16E-01	1.21E+00	7.33E-01
V39	3.04E+00	0.00E+00	3.45E+00	2.60E+00
V40	1.85E+00	1.90E+00	0.00E+00	1.40E+00
V41	2.97E+00	3.14E+00	1.15E+00	0.00E+00
V42	1.35E+00	2.42E+00	2.17E+00	6.99E-01
V43	1.42E+00	1.25E+00	0.00E+00	1.29E+00
V44	1.20E+01	9.81E+00	3.73E+00	6.58E+00
V45	1.78E+00	1.80E+00	4.22E-01	6.67E-01
V46	1.28E+00	1.37E+00	3.00E-01	6.15E-01
V47	1.84E+00	4.99E-01	1.92E+00	0.00E+00
V48	2.93E+00	2.47E+00	3.41E+00	3.30E+00
V49	2.63E+00	2.57E+00	1.12E+00	2.50E+00
V50	2.32E+00	3.01E+00	2.79E+00	3.30E+00
V51	5.11E+00	3.66E+00	5.19E+00	2.21E-01
V52	1.25E+00	0.00E+00	1.46E+00	8.23E-01
V53	5.68E+00	5.71E+00	0.00E+00	0.00E+00
V54	1.49E+01	1.51E+01	6.63E-01	1.24E+01
V55	7.05E+00	1.08E+00	6.26E+00	1.70E+00
V56	4.49E+00	0.00E+00	9.09E-01	5.17E+00
V57	1.20E+00	1.36E+00	0.00E+00	4.94E-01
V58	6.63E-01	8.00E-01	1.32E+00	2.09E+00
V59	5.67E-01	8.14E-01	9.24E-01	1.19E+00
V60	5.33E-01	2.91E-01	1.36E+00	7.52E-01
V61	0.00E+00	4.00E-01	1.64E+00	1.60E+00
V62	2.50E+00	0.00E+00	1.21E+00	2.60E+00
V63	2.49E+00	1.69E+00	2.36E+00	1.93E+00
V64	1.51E+00	1.02E+00	1.64E+00	8.44E-01
V65	2.60E+00	2.77E-01	2.44E+00	7.90E-01
V66	9.24E+00	8.67E+00	1.51E+00	5.97E+00
V67	2.01E+00	6.50E-01	1.82E+00	1.45E+00
V68	2.94E+00	1.03E+00	0.00E+00	2.89E+00
V69	2.05E+00	2.71E+00	2.32E+00	8.43E-01
V70	2.01E+00	3.10E+00	2.13E+00	2.65E+00
V71	1.78E+00	2.38E+00	1.37E+00	2.87E+00
V72	4.01E-01	0.00E+00	1.24E+00	1.09E+00
V73	1.37E+00	5.39E-01	3.35E-01	1.01E+00
V74	2.96E+00	0.00E+00	1.60E+00	2.48E+00
V75	4.33E+00	2.72E+00	3.21E+00	3.94E+00
V76	1.55E+00	1.17E+00	0.00E+00	1.00E+00
V77	2.24E+00	1.03E+00	1.95E+00	0.00E+00
V78	2.15E+00	1.62E+00	2.16E+00	1.67E+00
V79	4.51E+00	5.16E+00	1.12E+00	5.62E-01
V80	3.53E+00	2.06E+00	1.86E+00	1.37E+00
V81	1.85E+00	7.06E-01	1.02E+00	1.21E+00
