MutationType	ID83A	ID83B
1:Del:C:0	1.63E-02	1.48E-02
1:Del:C:1	4.62E-03	4.28E-03
1:Del:C:2	1.30E-04	9.75E-05
1:Del:C:3	6.19E-04	5.18E-04
1:Del:C:4	8.15E-04	6.69E-04
1:Del:C:5	3.54E-04	2.32E-04
1:Del:T:0	4.95E-03	4.88E-03
1:Del:T:1	1.82E-03	1.60E-03
1:Del:T:2	3.87E-03	3.65E-03
1:Del:T:3	5.22E-03	4.75E-03
1:Del:T:4	5.02E-03	4.61E-03
1:Del:T:5	1.76E-02	2.47E-03
1:Ins:C:0	6.95E-05	1.22E-04
1:Ins:C:1	1.09E-04	1.02E-04
1:Ins:C:2	5.68E-05	5.28E-05
1:Ins:C:3	3.79E-05	5.58E-05
1:Ins:C:4	1.44E-04	1.38E-04
1:Ins:C:5	1.48E-02	2.44E-02
1:Ins:T:0	7.11E-04	6.24E-04
1:Ins:T:1	7.78E-04	6.59E-04
1:Ins:T:2	1.25E-04	1.14E-04
1:Ins:T:3	1.33E-04	1.51E-04
1:Ins:T:4	4.55E-04	6.85E-04
1:Ins:T:5	2.47E-02	3.16E-02
2:Del:R:0	7.19E-04	6.15E-04
2:Del:R:1	2.45E-04	2.96E-04
2:Del:R:2	1.78E-04	1.39E-04
2:Del:R:3	4.07E-05	4.09E-05
2:Del:R:4	4.45E-05	3.99E-05
2:Del:R:5	4.12E-05	2.94E-08
3:Del:R:0	1.23E-04	2.23E-04
3:Del:R:1	2.69E-04	3.14E-04
3:Del:R:2	1.46E-04	7.41E-05
3:Del:R:3	1.51E-04	1.52E-04
3:Del:R:4	1.30E-08	1.27E-08
3:Del:R:5	1.30E-08	1.27E-08
4:Del:R:0	9.42E-05	9.48E-05
4:Del:R:1	1.52E-04	1.27E-04
4:Del:R:2	8.00E-05	4.79E-05
4:Del:R:3	7.77E-06	2.50E-05
4:Del:R:4	1.30E-08	1.27E-08
4:Del:R:5	1.81E-05	5.42E-08
5:Del:R:0	2.45E-03	2.86E-03
5:Del:R:1	2.04E-04	2.31E-05
5:Del:R:2	2.28E-03	3.41E-03
5:Del:R:3	1.67E-05	5.37E-08
5:Del:R:4	1.69E-05	1.57E-05
5:Del:R:5	2.93E-05	4.44E-08
2:Ins:R:0	8.16E-05	8.05E-05
2:Ins:R:1	1.33E-04	1.42E-04
2:Ins:R:2	9.83E-05	9.96E-05
2:Ins:R:3	5.09E-05	7.14E-05
2:Ins:R:4	1.65E-04	2.14E-04
2:Ins:R:5	6.78E-04	8.42E-04
3:Ins:R:0	4.54E-05	7.00E-05
3:Ins:R:1	1.78E-03	1.78E-03
3:Ins:R:2	8.79E-05	1.14E-04
3:Ins:R:3	1.59E-05	5.16E-08
3:Ins:R:4	8.49E-06	1.84E-05
3:Ins:R:5	9.49E-05	7.77E-05
4:Ins:R:0	6.53E-05	4.88E-05
4:Ins:R:1	1.22E-04	1.46E-04
4:Ins:R:2	2.07E-05	1.39E-05
4:Ins:R:3	1.20E-05	1.11E-05
4:Ins:R:4	8.56E-05	1.46E-04
4:Ins:R:5	9.76E-05	2.95E-08
5:Ins:R:0	9.19E-05	1.63E-04
5:Ins:R:1	2.43E-04	2.58E-04
5:Ins:R:2	3.33E-05	8.98E-06
5:Ins:R:3	3.12E-05	2.99E-05
5:Ins:R:4	9.25E-06	4.52E-05
5:Ins:R:5	2.01E-05	3.23E-05
2:Del:M:1	3.02E-02	3.14E-02
3:Del:M:1	2.71E-04	2.47E-04
3:Del:M:2	1.64E-04	1.55E-04
4:Del:M:1	1.65E-04	8.06E-05
4:Del:M:2	3.01E-04	3.03E-04
4:Del:M:3	1.67E-04	1.05E-04
5:Del:M:1	3.48E-03	3.96E-03
5:Del:M:2	1.39E-03	1.55E-03
5:Del:M:3	6.47E-04	6.65E-04
5:Del:M:4	1.83E-04	2.25E-04
5:Del:M:5	2.74E-04	2.36E-04
