NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.903	26.858	17.374	17.382	0.155	0.978	20000.0
2	62.286	24.638	15.662	15.291	0.147	0.984	40000.0
3	67.573	26.76	16.969	16.968	0.156	0.98	40000.0
4	64.667	25.771	16.235	16.326	0.152	0.98	20000.0
5	62.505	24.853	15.332	15.644	0.146	0.982	30000.0
6	68.136	26.774	17.228	16.804	0.153	0.981	50000.0
7	61.111	24.367	14.81	14.885	0.151	0.985	20000.0
8	66.402	26.381	16.45	16.424	0.153	0.982	90000.0
9	63.295	24.894	15.055	15.001	0.155	0.985	50000.0
10	61.616	24.354	14.896	14.995	0.148	0.985	20000.0
