MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	8.85E-05	2.01E-04	1.72E-03	8.53E-04	1.45E-04	4.10E-03
1:Del:C:1	5.92E-05	3.12E-04	1.07E-03	7.31E-04	9.34E-05	3.14E-03
1:Del:C:2	5.06E-05	2.59E-04	6.70E-04	2.90E-04	1.47E-04	2.15E-03
1:Del:C:3	7.42E-05	1.46E-04	3.83E-04	1.80E-04	1.73E-09	1.49E-03
1:Del:C:4	1.52E-04	1.92E-04	3.13E-04	1.75E-04	2.40E-09	1.50E-03
1:Del:C:5	3.24E-04	2.17E-04	4.35E-04	1.62E-04	9.13E-05	2.29E-03
1:Del:T:0	1.13E-04	2.65E-04	1.27E-03	7.99E-04	1.07E-04	3.09E-03
1:Del:T:1	8.02E-05	3.61E-04	7.11E-04	4.84E-04	1.03E-04	1.15E-03
1:Del:T:2	9.98E-05	2.41E-04	1.14E-03	4.40E-04	8.31E-05	3.14E-03
1:Del:T:3	2.94E-04	5.77E-04	9.68E-04	5.70E-04	7.74E-05	2.93E-03
1:Del:T:4	4.11E-04	6.55E-04	9.08E-04	5.64E-04	2.01E-04	3.08E-03
1:Del:T:5	4.24E-03	4.65E-03	5.59E-03	2.72E-03	3.90E-04	3.64E-03
1:Ins:C:0	1.81E-03	1.40E-46	1.22E-03	6.72E-04	2.10E-03	3.87E-03
1:Ins:C:1	2.67E-04	1.60E-04	0.00E+00	2.55E-04	9.80E-04	5.73E-04
1:Ins:C:2	1.03E-04	1.69E-04	3.72E-05	8.03E-05	6.68E-04	6.32E-04
1:Ins:C:3	5.02E-05	1.02E-04	5.10E-05	1.34E-05	2.62E-04	2.32E-04
1:Ins:C:4	2.73E-05	4.73E-05	0.00E+00	3.11E-05	2.86E-04	2.08E-04
1:Ins:C:5	4.55E-05	7.65E-05	6.79E-05	0.00E+00	7.52E-05	2.82E-04
1:Ins:T:0	1.76E-03	3.86E-03	4.34E-03	2.34E-03	1.71E-03	1.57E-02
1:Ins:T:1	7.00E-04	1.48E-03	2.42E-03	1.16E-03	1.40E-03	1.18E-02
1:Ins:T:2	2.71E-04	6.81E-04	9.52E-04	1.99E-05	6.34E-04	4.03E-03
1:Ins:T:3	1.72E-04	5.29E-04	8.21E-04	2.84E-04	5.18E-04	2.62E-03
1:Ins:T:4	1.55E-04	2.98E-04	4.54E-04	2.48E-04	4.92E-04	3.91E-04
1:Ins:T:5	1.24E-04	5.13E-04	5.87E-04	3.18E-04	2.32E-04	2.09E-03
