Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	280	84	1	28	52	142	19	0	0	0	22	14	36	3	11	34	11	5	0	0
V2	0	276	7	4	0	0	11	0	0	3	2	0	0	0	0	0	0	3	19	8
V3	75	7	136	91	0	0	0	0	0	0	0	0	0	52	19	4	6	6	0	0
V4	3	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
V5	190	28	21	23	6	36	72	70	0	8	0	4	2	10	6	1	0	12	0	7
V6	20	0	129	14	16	0	9	20	6	0	12	11	7	0	3	0	0	7	10	0
V7	149	30	56	7	25	0	0	0	0	26	0	0	10	8	3	17	7	0	6	0
V8	27	96	22	37	39	0	0	0	0	38	4	0	62	21	27	51	3	0	7	1
V9	5	3	3	15	43	6	2	0	0	22	6	3	0	0	15	15	2	0	0	0
V10	34	5	56	30	119	4	0	2	0	34	12	0	31	0	37	7	0	0	12	0
V11	22	199	120	162	74	86	47	71	19	0	36	8	2	9	15	0	0	7	0	1
V12	2	0	0	1	5	0	0	0	0	8	5	0	16	0	5	0	0	0	0	0
V13	8	17	0	0	17	0	46	25	74	0	0	9	6	0	0	0	0	0	9	0
V14	115	20	21	6	18	0	47	68	2	6	1	40	7	0	0	0	0	0	0	0
V15	121	24	1	29	25	0	0	0	0	17	17	0	17	11	19	16	12	0	0	0
V16	41	9	10	0	48	280	27	0	8	46	28	22	0	1	0	19	0	11	0	0
V17	40	5	0	0	13	17	15	1	15	0	0	2	20	1	5	0	0	2	0	0
V18	4	0	164	0	43	0	0	0	0	29	29	0	7	0	0	23	0	0	11	0
V19	15	1	14	12	0	11	0	12	8	0	1	5	0	13	10	1	0	4	0	1
V20	5	5	146	0	0	4	171	0	141	0	0	75	11	4	0	5	0	0	0	0
V21	30	16	14	6	25	33	0	6	12	11	4	0	19	1	0	3	0	1	0	0
V22	29	41	5	0	0	67	10	56	36	8	14	23	0	0	0	5	0	0	0	0
V23	5	0	60	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	2	4
V24	151	3	120	0	68	0	0	0	0	12	17	0	14	1	0	11	19	0	0	0
V25	15	1	106	4	0	0	3	0	0	0	9	1	11	5	4	10	1	0	0	0
V26	257	24	0	0	2	0	1	0	0	0	0	0	0	0	0	6	0	16	0	0
V27	1	5	8	7	45	0	36	35	0	70	72	5	8	0	2	11	0	0	0	0
V28	49	31	53	33	4	1	3	0	0	0	16	3	3	32	16	0	0	15	7	0
V29	2	0	0	18	0	0	1	0	2	4	7	2	5	2	6	7	0	0	0	0
V30	157	76	52	46	0	0	14	50	0	0	0	50	0	12	20	3	46	18	2	0
V31	0	15	3	3	17	40	69	68	20	20	8	4	34	0	0	13	0	0	0	0
V32	32	37	16	22	6	3	14	0	54	7	9	3	14	27	7	0	11	0	0	1
V33	0	4	1	8	76	31	100	70	5	77	6	54	24	3	2	46	0	8	0	0
V34	29	4	0	38	9	0	56	38	45	26	0	31	0	6	1	0	18	3	16	0
V35	22	24	8	23	120	0	0	0	0	43	52	2	0	47	8	74	0	16	0	0
V36	30	1	14	32	0	0	14	18	0	0	0	0	0	11	17	2	0	25	0	0
V37	1	2	0	1	0	0	0	0	0	3	0	0	1	1	2	0	0	2	3	7
V38	0	41	1	21	15	17	0	27	0	2	1	1	5	14	13	0	0	10	0	0
V39	31	32	0	1	17	0	0	0	0	15	0	3	18	2	1	4	0	0	0	0
V40	2	57	12	8	6	11	0	0	17	0	0	0	2	9	21	2	0	0	0	9
V41	4	25	0	26	6	12	0	6	0	2	0	6	0	8	16	10	0	0	0	20
V42	36	34	15	27	45	71	6	35	27	15	0	36	0	14	5	3	0	5	0	0
V43	2	14	1	0	2	5	15	4	12	3	1	1	0	2	1	0	0	0	0	0
V44	22	143	0	3	93	0	0	0	0	16	22	0	39	3	3	32	7	0	0	3
V45	2	36	0	40	3	10	6	0	4	1	0	0	0	20	24	0	0	0	0	0
V46	0	27	44	6	0	0	0	0	0	0	0	2	0	5	3	2	0	0	0	0
V47	0	2	1	34	64	0	0	1	0	8	41	0	11	1	8	43	0	0	0	0
V48	8	8	70	79	0	97	82	226	159	0	32	0	0	51	10	0	0	0	0	0
V49	57	154	4	0	13	0	0	0	0	0	20	0	7	0	0	4	0	0	0	0
V50	0	31	76	82	12	0	27	12	6	3	12	0	0	11	72	0	0	0	0	0
V51	0	10	9	122	3	29	39	0	14	0	1	30	5	52	8	0	0	0	0	0
