Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	28	1	21	4	0	0	3	0	4	0	1	3	3	0	16	0	0	8	4
V2	0	1	9	2	4	35	24	1	0	0	0	0	6	21	0	0	0	10	0
V3	30	167	7	3	28	4	0	0	12	47	0	27	23	0	0	0	0	0	0
V4	11	5	3	26	0	0	1	0	15	0	1	0	0	0	0	0	0	0	0
V5	0	0	20	4	41	16	7	77	0	18	0	34	35	1	0	0	0	0	0
V6	0	25	0	0	33	0	0	57	14	28	21	0	0	0	0	0	6	0	0
V7	1	1	0	26	6	20	21	5	9	0	12	2	0	4	12	6	0	14	0
V8	21	0	40	16	64	11	24	21	0	88	21	0	15	26	10	3	0	13	0
V9	0	29	21	16	16	48	10	18	0	0	1	0	0	23	0	2	0	2	4
V10	14	28	14	26	1	3	0	7	4	0	0	0	0	0	5	0	0	0	0
V11	1	6	2	15	2	4	5	0	0	22	28	0	20	0	0	0	0	0	0
V12	15	5	98	10	0	13	2	0	0	0	0	0	0	4	10	0	0	17	0
V13	0	31	1	70	22	2	17	0	36	25	14	0	5	9	0	0	0	4	0
V14	38	14	8	40	0	0	1	3	11	0	1	0	0	2	0	0	2	0	0
V15	35	18	0	5	14	4	5	16	0	3	0	0	2	11	0	1	0	0	0
V16	0	35	1	14	7	3	6	0	14	0	0	0	5	2	0	0	0	2	0
V17	168	42	28	3	24	0	0	12	11	19	29	5	12	0	40	6	0	0	0
V18	5	0	8	1	0	8	18	0	0	0	0	0	4	11	0	0	0	0	0
V19	180	12	22	2	0	7	0	1	0	0	12	0	9	7	59	16	0	1	0
V20	1	24	3	26	9	16	0	0	13	0	30	0	0	0	11	8	6	0	0
V21	17	135	84	50	2	0	0	0	47	0	1	26	3	1	4	2	10	0	0
V22	187	44	0	189	43	27	9	17	52	8	0	0	43	0	13	4	0	0	0
V23	4	165	4	1	17	0	2	2	0	0	9	5	17	1	1	6	18	0	0
