Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	5	19	107	30	55	89	0	0	41	0	3	0	0	0	0	0
V2	1	9	83	0	0	62	42	0	7	13	13	0	19	0	6	0	0
V3	24	18	47	104	65	0	6	0	11	1	0	14	9	2	0	0	0
V4	32	0	73	3	10	100	74	31	5	0	1	4	0	0	8	45	0
V5	57	9	45	4	0	0	0	13	2	21	36	0	0	0	0	3	5
V6	6	70	182	0	6	29	2	97	2	6	5	6	11	0	27	0	6
V7	3	167	452	35	89	6	0	185	18	25	0	39	1	2	0	28	19
V8	49	27	30	0	0	81	22	0	4	0	6	4	4	6	13	27	0
V9	0	42	0	0	0	52	77	22	0	33	49	0	1	0	0	0	10
V10	196	17	16	12	39	0	22	0	4	0	29	0	0	0	0	0	0
V11	10	11	43	70	27	0	20	71	0	2	8	0	0	0	0	0	0
V12	18	6	0	192	86	0	0	0	9	11	0	3	0	0	0	19	0
V13	140	27	4	2	17	14	37	0	1	23	0	6	17	0	0	0	0
V14	126	57	45	0	13	0	13	0	1	3	12	12	1	1	0	0	3
V15	31	19	13	48	19	33	0	0	31	10	3	6	5	5	41	8	9
V16	7	32	0	50	21	133	0	7	0	48	26	17	0	0	23	0	0
V17	45	34	3	0	0	0	5	0	23	0	20	0	2	0	0	0	2
V18	8	45	0	17	9	0	26	7	0	2	4	33	0	0	0	0	0
V19	4	8	129	10	2	27	0	0	8	37	1	13	0	4	0	8	5
V20	5	31	9	23	23	41	23	0	33	27	0	8	7	19	0	7	0
V21	12	6	125	15	8	79	120	7	22	0	1	6	16	15	0	0	0
V22	57	61	87	34	11	15	23	20	4	0	30	4	0	0	0	0	0
V23	4	226	10	21	0	0	0	0	15	13	0	0	11	24	0	1	7
V24	42	16	0	23	22	12	0	11	0	0	0	8	1	4	0	0	2
V25	117	107	77	12	37	0	0	59	12	0	50	12	1	0	0	0	0
V26	257	13	17	8	17	0	0	0	10	0	20	0	4	0	0	0	0
V27	155	7	48	20	25	0	0	0	18	0	41	8	0	0	0	0	0
V28	201	38	20	13	12	0	2	0	32	30	137	4	8	6	15	0	0
