Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	68	0	14	59	8	45	16	3	32	2	0	53	0	9	0	0	4	0	10	1
V2	48	1	40	18	103	25	3	1	0	13	42	0	14	37	17	12	7	0	0	5
V3	71	75	66	17	4	22	7	38	7	0	0	89	0	2	2	0	37	0	28	6
V4	16	8	45	22	3	22	18	0	3	4	17	31	1	7	13	24	5	0	0	0
V5	50	102	7	6	3	1	0	7	0	9	8	0	5	8	0	19	0	3	0	0
V6	41	0	93	21	1	6	0	5	0	9	0	0	1	2	4	0	4	1	4	4
V7	23	6	30	0	12	2	0	45	72	6	9	0	0	1	0	0	8	0	0	0
V8	63	0	15	23	1	41	3	12	10	7	3	0	0	2	7	3	6	0	0	0
V9	198	40	4	61	10	24	8	1	0	6	0	0	10	2	0	0	0	4	0	0
V10	51	26	68	95	8	20	2	10	16	15	0	8	0	0	0	23	8	10	0	0
V11	1	36	0	26	0	16	0	0	0	0	0	0	4	0	0	26	0	0	0	0
V12	38	39	2	15	7	7	0	2	6	9	0	50	0	7	4	17	4	1	2	0
V13	0	41	30	2	0	0	0	0	5	1	4	0	6	2	6	0	0	14	0	4
V14	23	9	105	10	6	5	13	11	3	0	5	1	8	2	0	0	0	2	0	0
V15	65	20	0	21	22	17	22	4	0	8	38	0	11	16	22	17	0	0	9	0
V16	16	12	0	25	18	20	37	18	4	2	0	35	10	5	28	0	0	0	0	0
V17	17	20	27	3	2	11	0	4	16	0	0	0	4	2	3	0	14	8	0	0
V18	173	77	21	3	11	0	30	13	13	38	21	0	10	8	11	0	15	0	0	0
V19	114	13	2	2	3	0	6	44	25	17	0	0	0	9	0	0	0	1	0	3
V20	6	3	34	89	0	66	0	2	0	11	0	0	0	0	0	0	1	6	0	0
V21	244	12	19	29	6	29	21	0	0	34	3	0	4	3	5	0	0	4	0	0
V22	69	148	46	40	34	44	46	16	0	13	6	136	33	2	0	32	0	41	0	22
V23	18	45	39	36	1	22	4	2	1	0	0	0	24	5	0	80	10	0	0	9
V24	176	7	0	25	39	25	3	5	12	24	21	0	25	12	11	25	2	0	0	0
V25	6	0	26	45	1	33	8	29	14	0	0	0	0	6	0	60	92	0	0	5
V26	7	57	2	28	0	20	0	5	6	9	0	0	1	2	6	0	0	3	5	4
V27	8	0	0	90	6	53	5	1	12	6	4	0	0	3	0	37	7	0	0	0
V28	198	1	127	0	0	0	4	3	22	13	0	0	0	1	1	0	12	2	1	0
V29	14	16	114	11	14	26	48	8	24	0	38	0	30	14	84	27	12	5	0	1
V30	46	0	5	29	20	36	4	64	39	2	0	45	0	15	21	11	4	0	0	6
V31	2	50	7	10	1	14	0	0	0	0	0	0	0	2	4	0	0	0	1	4
V32	3	41	29	31	0	16	1	0	6	0	2	0	3	1	2	0	0	8	5	0
V33	73	55	0	10	5	7	0	11	8	17	0	0	9	0	16	6	0	4	11	3
V34	11	35	42	0	0	2	15	2	5	0	8	0	0	2	15	0	0	4	0	0
V35	45	24	0	43	2	46	0	22	7	0	7	0	0	4	0	0	0	0	0	0
V36	71	8	44	2	10	0	9	0	0	10	35	0	19	6	0	0	0	0	0	4
V37	159	510	2	1	0	0	8	13	17	22	0	0	38	8	0	0	17	17	22	4
V38	126	15	1	0	9	0	6	6	3	13	7	0	0	7	0	0	0	0	0	2
V39	15	1	6	8	7	13	56	1	0	6	17	10	13	9	4	0	2	0	7	12
V40	8	5	20	151	13	44	18	5	3	0	0	16	5	2	0	0	0	0	0	0
V41	50	0	151	5	91	2	61	3	0	11	86	20	2	20	3	0	0	10	0	0
V42	0	15	147	5	0	13	1	3	1	0	3	0	5	5	0	10	0	0	0	23
V43	60	19	29	3	45	6	28	15	0	11	3	26	10	66	0	42	13	0	0	0
V44	120	25	0	0	7	0	0	27	19	28	2	0	0	3	0	0	0	1	1	0
V45	0	20	200	42	1	19	0	0	0	0	0	0	6	2	7	16	0	5	0	5
V46	10	208	37	15	2	36	0	7	11	0	0	3	22	5	4	23	0	5	2	1
V47	23	104	69	20	10	4	12	17	46	4	29	0	24	6	4	1	0	0	0	23
V48	2	36	106	9	47	10	20	0	3	9	23	6	23	9	0	0	0	0	0	0
V49	19	158	42	12	6	3	5	21	3	2	7	12	17	9	0	28	0	0	0	4
V50	15	12	17	7	0	0	1	5	3	4	5	0	0	2	1	0	2	3	0	0
V51	166	283	7	4	0	0	27	32	35	41	0	101	82	0	5	0	12	13	29	37
V52	175	0	139	4	12	0	12	10	34	21	14	1	11	6	0	1	0	20	0	0
V53	257	7	1	44	0	12	15	51	8	24	3	0	6	0	0	0	0	1	0	0
V54	146	1	29	1	35	0	16	37	14	26	5	0	12	21	0	0	18	0	2	0
V55	98	5	43	3	14	0	22	10	0	8	0	0	5	6	20	0	0	0	0	0
V56	3	60	5	10	0	13	0	3	3	2	10	0	7	0	3	0	2	5	0	0
V57	155	187	120	2	16	0	10	17	16	43	0	5	0	3	6	0	7	19	3	0
V58	291	0	69	1	0	0	17	38	6	7	5	0	0	5	0	0	4	7	5	2
V59	10	7	84	28	44	17	4	7	0	0	9	15	0	20	7	0	1	6	15	7
V60	40	52	106	0	0	0	0	0	6	6	9	0	0	0	0	0	0	10	0	12
V61	251	86	9	11	93	3	154	8	6	19	81	0	13	11	0	0	9	0	0	0
V62	2	0	50	2	0	0	16	4	0	0	10	0	1	6	0	0	7	5	0	0
V63	10	41	15	53	21	35	10	84	31	4	3	0	4	18	13	0	17	0	9	0
V64	5	0	3	10	0	7	1	19	25	0	1	0	0	0	0	1	3	0	11	0
V65	21	25	69	2	12	6	16	8	15	4	0	0	3	10	3	4	3	0	29	0
V66	71	0	0	17	3	7	15	9	82	14	8	93	0	14	0	0	29	0	0	10
V67	10	35	107	2	20	8	27	17	2	4	24	0	0	18	51	0	10	14	0	1
V68	0	3	3	50	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
V69	6	8	14	3	0	3	0	9	3	0	0	0	0	5	0	0	0	0	0	0
V70	446	42	45	24	0	50	1	0	0	41	0	0	3	0	0	0	1	2	0	2
V71	53	45	0	37	2	14	14	11	0	15	0	0	1	4	0	6	1	2	0	6
V72	15	261	144	0	1	0	0	0	0	0	2	0	15	2	18	0	0	11	0	0
V73	30	93	1	22	70	48	0	0	0	0	57	0	9	32	34	0	0	0	0	5
V74	4	6	72	20	0	27	0	1	0	2	0	0	1	0	0	0	0	6	0	0
V75	26	0	96	0	51	0	82	2	9	11	40	0	21	22	37	0	3	5	0	4
V76	106	9	31	16	87	10	5	4	7	6	9	0	14	3	0	0	0	1	0	1
V77	18	37	1	19	24	8	1	14	0	6	5	0	13	2	3	0	0	4	0	3
V78	63	51	16	23	2	6	0	2	1	6	0	0	0	0	3	13	0	2	0	1
V79	58	58	20	26	0	29	35	18	26	8	1	44	7	10	17	0	0	0	9	0
V80	82	23	117	0	8	0	15	0	0	4	0	0	3	0	14	0	0	25	0	14
V81	35	0	22	11	112	8	48	37	18	8	16	0	6	7	39	0	12	0	25	14
V82	110	63	2	5	23	4	1	18	12	20	18	0	7	3	0	0	34	0	4	4
V83	25	0	3	5	0	2	0	5	12	2	0	0	0	5	0	0	1	0	0	2
V84	19	181	0	0	43	1	13	29	15	2	25	17	3	13	7	0	15	11	0	0
V85	311	34	46	22	38	6	22	4	12	22	12	0	17	13	0	0	20	0	6	10
V86	77	2	35	17	22	11	49	5	1	20	0	0	20	34	0	0	3	0	1	1
V87	184	68	62	7	50	0	10	3	8	4	32	0	8	8	8	0	6	11	4	0
V88	72	0	0	8	8	9	13	0	0	2	0	0	2	5	4	0	0	0	0	0
V89	26	83	17	0	5	4	0	0	0	8	1	0	11	11	0	3	0	5	18	0
V90	183	1	18	28	0	2	0	0	0	15	0	0	3	0	0	0	0	0	0	0
V91	13	100	114	4	9	0	16	21	16	2	0	26	1	9	0	10	0	10	0	0
V92	149	14	6	0	15	0	11	96	38	19	8	0	4	8	3	0	26	0	12	8
V93	18	23	56	1	32	12	3	0	0	2	5	0	3	2	31	8	0	0	0	0
V94	18	17	1	0	5	0	2	1	3	0	8	0	1	2	11	0	0	1	0	8
V95	3	140	0	0	24	0	56	3	0	0	20	0	9	21	40	0	0	3	0	1
V96	2	2	106	27	38	21	0	2	20	2	27	0	21	7	13	0	0	0	19	4
V97	18	13	1	2	10	1	6	7	16	8	0	0	0	5	0	0	6	2	0	5
V98	169	38	49	0	3	0	0	0	9	19	0	12	11	5	5	0	0	10	28	0
V99	28	4	24	22	36	15	8	0	0	6	13	0	5	0	0	0	2	0	0	0
V100	310	2	0	15	11	5	6	23	3	67	0	28	0	7	1	0	27	0	0	0
