MutationType	ID83A	ID83B	ID83C
1:Del:C:0	8.56E-03	1.80E-02	3.13E-03
1:Del:C:1	2.35E-03	5.07E-03	1.24E-03
1:Del:C:2	2.15E-04	3.25E-04	1.28E-04
1:Del:C:3	3.82E-04	8.40E-04	3.15E-04
1:Del:C:4	1.09E-04	4.07E-04	3.26E-04
1:Del:C:5	5.30E-04	2.73E-04	4.48E-04
1:Del:T:0	3.04E-03	6.52E-03	9.69E-04
1:Del:T:1	1.24E-03	2.79E-03	6.71E-04
1:Del:T:2	2.21E-03	4.36E-03	1.03E-03
1:Del:T:3	2.64E-03	5.45E-03	1.07E-03
1:Del:T:4	2.34E-03	2.88E-03	7.34E-03
1:Del:T:5	4.28E-02	2.86E-02	4.85E-03
1:Ins:C:0	9.57E-05	1.30E-04	4.92E-09
1:Ins:C:1	7.20E-05	1.38E-04	7.96E-05
1:Ins:C:2	4.16E-05	9.17E-05	4.32E-05
1:Ins:C:3	6.57E-05	3.47E-05	8.72E-05
1:Ins:C:4	2.16E-04	1.37E-04	3.56E-04
1:Ins:C:5	1.19E-03	2.92E-04	2.30E-03
1:Ins:T:0	3.91E-04	6.00E-04	4.06E-04
1:Ins:T:1	3.33E-04	6.90E-04	1.22E-04
1:Ins:T:2	1.14E-04	2.37E-04	1.23E-04
1:Ins:T:3	1.89E-04	1.85E-04	2.62E-04
1:Ins:T:4	1.36E-03	3.45E-03	4.08E-03
1:Ins:T:5	4.49E-02	3.05E-07	8.86E-02
2:Del:R:0	5.80E-04	1.16E-03	3.01E-04
2:Del:R:1	4.61E-04	8.93E-04	3.89E-04
2:Del:R:2	1.73E-04	1.53E-04	1.92E-04
2:Del:R:3	6.90E-05	6.55E-05	1.92E-04
2:Del:R:4	7.88E-05	1.43E-04	3.71E-05
2:Del:R:5	8.55E-06	1.73E-04	1.56E-05
3:Del:R:0	3.02E-04	8.40E-04	1.19E-04
3:Del:R:1	1.98E-04	3.18E-04	4.19E-04
3:Del:R:2	9.33E-05	2.22E-04	1.41E-04
3:Del:R:3	5.08E-05	7.93E-05	9.98E-05
3:Del:R:4	1.20E-08	6.46E-09	8.74E-09
3:Del:R:5	1.20E-08	6.46E-09	8.74E-09
4:Del:R:0	2.56E-04	5.24E-04	2.38E-04
4:Del:R:1	2.14E-04	3.73E-04	1.64E-04
4:Del:R:2	6.63E-05	1.19E-04	7.30E-05
4:Del:R:3	1.20E-08	6.46E-09	8.74E-09
4:Del:R:4	1.04E-05	3.67E-05	5.45E-05
4:Del:R:5	1.03E-03	8.24E-04	1.78E-04
5:Del:R:0	6.46E-03	1.24E-02	1.45E-04
5:Del:R:1	1.22E-04	1.35E-04	2.16E-05
5:Del:R:2	3.74E-03	9.07E-03	1.32E-02
5:Del:R:3	3.18E-05	3.58E-05	3.16E-05
5:Del:R:4	1.20E-08	6.46E-09	8.74E-09
5:Del:R:5	5.57E-04	3.20E-04	1.79E-04
2:Ins:R:0	2.16E-04	2.19E-04	9.48E-05
2:Ins:R:1	9.15E-05	1.81E-04	6.22E-08
2:Ins:R:2	9.49E-05	4.81E-05	6.54E-08
2:Ins:R:3	1.46E-02	3.17E-02	4.82E-02
2:Ins:R:4	1.29E-04	2.47E-04	3.02E-04
2:Ins:R:5	7.36E-04	2.62E-04	1.54E-03
3:Ins:R:0	5.94E-05	9.87E-05	2.54E-05
3:Ins:R:1	8.37E-05	1.56E-04	1.67E-04
3:Ins:R:2	2.44E-08	6.02E-05	3.71E-08
3:Ins:R:3	1.20E-08	6.46E-09	8.74E-09
3:Ins:R:4	2.73E-05	5.35E-05	5.82E-05
3:Ins:R:5	1.34E-04	1.40E-04	2.43E-04
4:Ins:R:0	4.26E-05	2.22E-05	7.85E-05
4:Ins:R:1	1.08E-02	6.58E-03	2.60E-03
4:Ins:R:2	1.20E-08	6.46E-09	8.74E-09
4:Ins:R:3	1.20E-08	6.46E-09	8.74E-09
4:Ins:R:4	6.79E-05	4.25E-05	7.23E-05
4:Ins:R:5	1.61E-04	8.48E-05	7.85E-05
5:Ins:R:0	2.28E-04	3.39E-04	7.22E-04
5:Ins:R:1	3.07E-04	6.59E-04	2.41E-04
5:Ins:R:2	2.59E-05	1.26E-08	1.15E-04
5:Ins:R:3	1.97E-05	1.04E-08	6.16E-05
5:Ins:R:4	1.89E-05	1.03E-04	1.11E-04
5:Ins:R:5	8.18E-04	4.62E-04	3.13E-04
2:Del:M:1	1.81E-04	4.27E-04	1.27E-04
3:Del:M:1	3.02E-04	8.22E-04	1.61E-04
3:Del:M:2	1.34E-04	1.77E-04	2.07E-04
4:Del:M:1	5.47E-03	1.19E-02	1.91E-02
4:Del:M:2	1.21E-03	2.29E-03	3.64E-03
4:Del:M:3	1.09E-04	3.10E-04	1.46E-04
5:Del:M:1	8.70E-03	1.62E-02	9.47E-05
5:Del:M:2	3.59E-03	6.47E-03	2.00E-04
5:Del:M:3	1.40E-03	2.59E-03	7.21E-05
5:Del:M:4	4.77E-04	9.67E-04	1.69E-04
5:Del:M:5	4.76E-04	8.22E-04	8.49E-05
