NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	101.151	35.165	26.076	24.088	0.201	0.962	20000.0
2	101.867	35.714	26.219	24.637	0.204	0.958	30000.0
3	105.001	35.847	26.597	24.027	0.202	0.963	40000.0
4	106.207	36.744	27.296	25.067	0.204	0.957	20000.0
5	101.887	35.542	25.946	24.095	0.2	0.96	20000.0
6	102.763	35.73	26.06	24.402	0.203	0.96	30000.0
7	104.5	36.638	26.741	25.039	0.208	0.959	60000.0
8	105.173	36.549	26.954	25.147	0.206	0.958	20000.0
9	103.894	35.697	26.549	24.086	0.198	0.962	30000.0
10	101.401	35.333	25.808	23.706	0.199	0.962	20000.0
