Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83D
V1	1:Del:C:0	0.0	0.0	0.0	0.0	0.4988449137144273	0.5011550862855727
V1	1:Del:C:1	0.0	0.0	0.0	0.0	0.8925170151360968	0.10748298486390305
V1	1:Del:C:2	0.0	0.0	0.0	0.0	0.5644299396660518	0.4355700603339482
V1	1:Del:C:3	0.0	0.0	0.0	0.0	0.39875265453259257	0.6012473454674074
V1	1:Del:C:4	0.0	0.0	0.0	0.0	6.303368314332473e-07	0.9999993696631686
V1	1:Del:C:5	0.0	0.0	0.0	0.0	0.9914585713532319	0.008541428646767987
V1	1:Del:T:0	0.0	0.0	0.0	0.0	0.7873528222440137	0.21264717775598627
V1	1:Del:T:1	0.0	0.0	0.0	0.0	0.9634135769815718	0.03658642301842822
V1	1:Del:T:2	0.0	0.0	0.0	0.0	0.3926169962833945	0.6073830037166055
V1	1:Del:T:3	0.0	0.0	0.0	0.0	0.7285382676659348	0.2714617323340653
V1	1:Del:T:4	0.0	0.0	0.0	0.0	0.571615238321531	0.4283847616784689
V1	1:Del:T:5	0.0	0.0	0.0	0.0	0.5284877466397117	0.47151225336028835
V1	1:Ins:C:0	0.0	0.0	0.0	0.0	0.9986362621746045	0.0013637378253954168
V1	1:Ins:C:1	0.0	0.0	0.0	0.0	0.3311993528713106	0.6688006471286895
V1	1:Ins:C:2	0.0	0.0	0.0	0.0	0.41285619834315807	0.5871438016568419
V1	1:Ins:C:3	0.0	0.0	0.0	0.0	0.029686787338963322	0.9703132126610367
V1	1:Ins:C:4	0.0	0.0	0.0	0.0	0.08403732365812343	0.9159626763418766
V1	1:Ins:C:5	0.0	0.0	0.0	0.0	0.731142644390224	0.268857355609776
V1	1:Ins:T:0	0.0	0.0	0.0	0.0	0.5936175155467047	0.4063824844532953
V1	1:Ins:T:1	0.0	0.0	0.0	0.0	0.9999952368609355	4.763139064498849e-06
V1	1:Ins:T:2	0.0	0.0	0.0	0.0	0.9999989099833868	1.0900166132122647e-06
V1	1:Ins:T:3	0.0	0.0	0.0	0.0	0.5362747133475507	0.4637252866524493
V1	1:Ins:T:4	0.0	0.0	0.0	0.0	0.40475758113767407	0.595242418862326
V1	1:Ins:T:5	0.0	0.0	0.0	0.0	0.45134936727048525	0.5486506327295148
V1	2:Del:R:0	0.0	0.0	0.0	0.0	0.3279600154955157	0.6720399845044843
V1	2:Del:R:1	0.0	0.0	0.0	0.0	0.8440889358073798	0.15591106419262024
V1	2:Del:R:2	0.0	0.0	0.0	0.0	1.0	1.3411018766716606e-43
V1	2:Del:R:3	0.0	0.0	0.0	0.0	0.001306935179384135	0.9986930648206158
V1	2:Del:R:4	0.0	0.0	0.0	0.0	0.8101750406217434	0.18982495937825666
V1	2:Del:R:5	0.0	0.0	0.0	0.0	0.9999424707614282	5.7529238571738656e-05
V1	3:Del:R:0	0.0	0.0	0.0	0.0	0.6939923303339139	0.30600766966608606
V1	3:Del:R:1	0.0	0.0	0.0	0.0	0.189390392105857	0.8106096078941429
V1	3:Del:R:2	0.0	0.0	0.0	0.0	0.0	1.0
V1	3:Del:R:3	0.0	0.0	0.0	0.0	0.18319004918789664	0.8168099508121034
V1	3:Del:R:4	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	3:Del:R:5	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	4:Del:R:0	0.0	0.0	0.0	0.0	7.566759566818505e-07	0.9999992433240433
V1	4:Del:R:1	0.0	0.0	0.0	0.0	0.9490188463407025	0.050981153659297375
V1	4:Del:R:2	0.0	0.0	0.0	0.0	1.1289991820796997e-05	0.9999887100081791
V1	4:Del:R:3	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	4:Del:R:4	0.0	0.0	0.0	0.0	0.519020914414956	0.480979085585044
V1	4:Del:R:5	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	5:Del:R:0	0.0	0.0	0.0	0.0	0.45668672988636916	0.5433132701136308
V1	5:Del:R:1	0.0	0.0	0.0	0.0	0.13609783585928364	0.8639021641407164
V1	5:Del:R:2	0.0	0.0	0.0	0.0	0.7641584276221445	0.23584157237785558
V1	5:Del:R:3	0.0	0.0	0.0	0.0	0.39300977649829943	0.6069902235017005
V1	5:Del:R:4	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	5:Del:R:5	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	2:Ins:R:0	0.0	0.0	0.0	0.0	0.9999756092333537	2.4390766646423467e-05
V1	2:Ins:R:1	0.0	0.0	0.0	0.0	0.14871692334714012	0.8512830766528598
V1	2:Ins:R:2	0.0	0.0	0.0	0.0	0.009954573795066078	0.9900454262049339
V1	2:Ins:R:3	0.0	0.0	0.0	0.0	0.44981551904014155	0.5501844809598584
V1	2:Ins:R:4	0.0	0.0	0.0	0.0	0.9999682980389379	3.17019610620144e-05
V1	2:Ins:R:5	0.0	0.0	0.0	0.0	0.9999642530991658	3.574690083425133e-05
V1	3:Ins:R:0	0.0	0.0	0.0	0.0	0.9999339901332962	6.600986670382015e-05
V1	3:Ins:R:1	0.0	0.0	0.0	0.0	0.0	1.0
V1	3:Ins:R:2	0.0	0.0	0.0	0.0	0.9997821221826356	0.0002178778173643915
V1	3:Ins:R:3	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	3:Ins:R:4	0.0	0.0	0.0	0.0	0.00027617694728627605	0.9997238230527138
V1	3:Ins:R:5	0.0	0.0	0.0	0.0	0.00125651165573259	0.9987434883442674
V1	4:Ins:R:0	0.0	0.0	0.0	0.0	0.5708998187595846	0.4291001812404154
V1	4:Ins:R:1	0.0	0.0	0.0	0.0	0.7831803880837068	0.21681961191629315
V1	4:Ins:R:2	0.0	0.0	0.0	0.0	1.0	0.0
V1	4:Ins:R:3	0.0	0.0	0.0	0.0	0.4579103748389791	0.5420896251610209
V1	4:Ins:R:4	0.0	0.0	0.0	0.0	0.5159702326070134	0.48402976739298664
V1	4:Ins:R:5	0.0	0.0	0.0	0.0	0.9999539538697493	4.604613025067881e-05
