NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.617	19.755	11.846	12.436	0.097	0.99	30000.0
2	48.949	19.085	11.471	12.171	0.093	0.99	30000.0
3	50.509	19.285	11.429	11.771	0.097	0.991	40000.0
4	50.284	18.803	11.541	11.91	0.095	0.99	50000.0
5	49.059	18.53	11.464	11.834	0.091	0.991	30000.0
6	48.845	18.735	11.426	11.806	0.096	0.991	50000.0
7	51.839	20.167	12.44	12.864	0.097	0.989	30000.0
8	53.237	20.704	13.039	13.782	0.097	0.987	40000.0
9	50.07	18.907	11.869	11.964	0.092	0.991	40000.0
10	49.315	19.007	11.773	12.11	0.094	0.99	70000.0
