De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 6.80,  1.32, 0.254, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature ID2 (100.00%), 6.90,  1.47, 0.056, 1.00, 1.00
Signature 83-D, Signature ID8 (100.00%), 22.63,  10.26, 0.108, 0.99, 0.99
Signature 83-E, Signature ID9 (100.00%), 8.89,  4.42, 0.118, 1.00, 1.00
Signature 83-F, Signature 83-F, 0, 0, 0, 1, 1
