MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.09E-03	3.72E-03	0.00E+00	1.51E-03	3.55E-02	1.61E-02	9.14E-03	2.94E-02	5.50E-02	8.59E-03	2.61E-02	1.95E-03	1.24E-02	3.93E-04
1:Del:C:1	9.65E-04	5.36E-04	0.00E+00	0.00E+00	3.44E-03	3.76E-03	1.08E-02	4.15E-02	3.25E-02	2.82E-03	3.94E-02	2.03E-02	1.41E-02	1.57E-02
1:Del:C:2	1.08E-04	0.00E+00	9.00E-05	1.02E-03	0.00E+00	8.64E-04	0.00E+00	8.01E-04	3.83E-03	9.81E-05	2.47E-04	4.73E-04	3.85E-04	4.87E-03
1:Del:C:3	6.95E-05	2.79E-04	3.28E-04	4.03E-04	1.71E-03	3.62E-03	7.98E-04	2.62E-03	1.53E-02	3.80E-03	1.34E-02	6.47E-03	0.00E+00	1.75E-03
1:Del:C:4	1.21E-04	0.00E+00	1.89E-04	5.51E-04	3.55E-03	3.64E-04	6.88E-04	2.25E-03	7.90E-03	1.02E-03	1.20E-02	1.08E-03	1.31E-03	2.45E-03
1:Del:C:5	5.06E-05	8.22E-05	1.17E-04	2.32E-03	4.44E-04	7.17E-04	1.13E-03	1.78E-04	6.94E-05	9.55E-03	3.70E-07	8.31E-03	1.75E-03	8.11E-03
1:Del:T:0	3.73E-04	0.00E+00	8.31E-04	2.97E-03	1.50E-02	8.92E-03	2.75E-02	2.35E-02	1.92E-02	1.08E-02	2.82E-02	1.93E-04	1.81E-02	1.61E-02
1:Del:T:1	8.16E-04	0.00E+00	2.58E-04	0.00E+00	8.38E-03	1.96E-03	1.69E-03	6.01E-03	1.22E-02	2.06E-03	2.46E-03	2.26E-03	1.73E-02	2.91E-03
1:Del:T:2	8.87E-05	5.16E-05	0.00E+00	1.19E-03	1.65E-02	5.25E-08	4.20E-03	2.24E-02	1.81E-02	9.11E-03	2.06E-02	4.58E-03	5.99E-02	2.05E-02
1:Del:T:3	4.81E-04	1.90E-03	4.67E-04	1.00E-03	1.16E-02	1.98E-03	2.22E-03	2.75E-02	2.32E-02	7.04E-03	5.02E-02	2.89E-02	1.32E-02	2.01E-02
1:Del:T:4	6.98E-04	1.18E-03	1.15E-03	4.01E-03	1.28E-02	0.00E+00	0.00E+00	4.81E-02	1.77E-02	3.27E-02	1.87E-46	1.75E-02	2.98E-02	3.36E-02
1:Del:T:5	3.12E-07	1.67E-07	2.41E-08	2.30E-02	1.41E-03	1.07E-07	1.64E-06	3.17E-28	3.76E-02	8.39E-02	1.78E-06	5.44E-02	3.27E-02	1.50E-02
1:Ins:C:0	6.02E-08	3.32E-08	3.88E-08	1.04E-07	0.00E+00	6.71E-04	1.26E-03	5.59E-08	3.74E-04	1.04E-03	9.88E-04	5.13E-06	9.25E-07	4.30E-04
1:Ins:C:1	6.68E-03	1.51E-07	1.08E-07	3.16E-08	3.06E-07	8.43E-07	6.09E-07	1.41E-07	1.70E-02	6.29E-03	4.18E-08	6.31E-02	9.35E-02	1.86E-02
1:Ins:C:2	6.89E-05	7.13E-08	7.77E-09	6.14E-04	5.64E-04	6.34E-05	1.31E-05	7.95E-08	9.96E-04	2.19E-07	9.81E-05	1.55E-06	6.58E-04	1.40E-46
1:Ins:C:3	2.07E-08	1.10E-04	1.20E-04	1.17E-06	1.67E-04	5.55E-08	4.04E-04	7.27E-04	8.09E-04	2.79E-04	6.89E-06	2.43E-03	1.16E-03	1.80E-03
1:Ins:C:4	1.11E-04	2.77E-04	1.57E-03	8.37E-04	9.34E-08	1.40E-46	6.82E-04	0.00E+00	8.08E-03	1.24E-03	3.36E-03	2.14E-03	1.56E-03	3.55E-02
1:Ins:C:5	1.62E-05	3.57E-03	4.87E-08	8.13E-04	1.43E-03	2.68E-04	1.04E-03	8.25E-03	3.21E-03	5.80E-03	8.77E-08	4.59E-02	8.53E-04	8.94E-08
1:Ins:T:0	3.05E-04	6.27E-04	1.49E-04	1.22E-04	3.44E-03	7.98E-03	1.16E-03	5.68E-03	3.91E-03	2.02E-03	3.64E-03	9.07E-03	3.64E-03	2.29E-03
1:Ins:T:1	0.00E+00	1.40E-46	3.18E-04	0.00E+00	4.11E-03	6.58E-04	8.96E-05	2.73E-03	9.42E-03	0.00E+00	1.00E-03	2.61E-03	4.93E-03	4.37E-04
1:Ins:T:2	0.00E+00	1.77E-04	0.00E+00	3.46E-04	1.26E-03	1.31E-03	2.18E-08	6.08E-04	3.95E-03	6.19E-04	1.17E-03	1.43E-03	0.00E+00	2.05E-03
1:Ins:T:3	0.00E+00	6.32E-04	0.00E+00	8.76E-04	6.48E-04	9.97E-08	1.03E-03	1.65E-03	1.40E-03	8.85E-04	1.23E-03	1.20E-03	3.34E-03	1.18E-02
1:Ins:T:4	1.54E-04	2.00E-03	1.34E-04	5.26E-04	2.73E-04	1.28E-03	0.00E+00	1.17E-03	8.76E-03	8.35E-04	0.00E+00	1.20E-02	2.68E-07	8.39E-03
1:Ins:T:5	4.92E-08	7.32E-03	1.84E-07	7.83E-03	2.60E-02	6.05E-07	3.54E-07	2.09E-07	1.95E-02	5.47E-03	3.30E-03	9.77E-02	3.83E-07	3.93E-02
2:Del:R:0	0.00E+00	0.00E+00	1.10E-03	2.07E-03	1.60E-03	4.03E-04	9.33E-04	4.33E-03	9.41E-03	1.51E-03	1.51E-02	3.62E-03	1.55E-03	2.53E-02
2:Del:R:1	4.28E-04	1.92E-04	3.42E-04	3.94E-04	2.00E-03	3.06E-03	4.47E-03	6.71E-04	3.46E-03	7.23E-03	5.17E-03	1.40E-46	6.99E-03	2.20E-03
2:Del:R:2	4.65E-09	1.02E-04	1.46E-04	1.12E-04	5.48E-04	8.03E-04	0.00E+00	4.42E-05	2.61E-03	5.97E-04	3.23E-03	2.11E-03	0.00E+00	3.84E-03
2:Del:R:3	2.67E-05	5.60E-05	1.67E-08	5.13E-04	2.98E-04	8.66E-07	2.32E-07	4.74E-07	1.35E-03	2.40E-03	1.11E-04	9.67E-04	3.78E-04	1.96E-03
2:Del:R:4	1.02E-07	4.97E-08	4.59E-08	2.74E-04	6.64E-08	4.40E-04	9.14E-04	5.07E-08	8.24E-08	1.14E-03	4.80E-04	9.94E-08	6.97E-08	5.56E-07
2:Del:R:5	4.44E-03	2.14E-04	2.84E-08	0.00E+00	3.23E-08	2.25E-03	1.38E-07	6.55E-04	4.25E-03	4.19E-04	3.35E-03	1.66E-03	3.29E-02	3.13E-07
3:Del:R:0	0.00E+00	3.58E-04	5.17E-04	0.00E+00	0.00E+00	1.06E-03	5.34E-03	1.40E-03	2.05E-03	7.74E-04	5.52E-03	3.07E-03	1.38E-03	1.56E-02
3:Del:R:1	1.77E-04	4.49E-04	4.10E-04	7.04E-04	2.59E-03	2.21E-03	1.33E-03	4.22E-04	7.05E-03	1.65E-03	4.46E-03	3.22E-03	2.03E-03	5.75E-03
3:Del:R:2	1.24E-04	0.00E+00	1.63E-08	2.51E-04	5.45E-04	2.35E-07	6.18E-04	1.38E-03	4.83E-04	1.90E-03	2.40E-03	0.00E+00	1.12E-03	4.99E-03
3:Del:R:3	4.26E-08	2.45E-08	5.27E-03	9.24E-04	7.29E-08	3.04E-07	3.07E-07	1.98E-07	3.78E-02	2.97E-03	2.15E-07	2.04E-07	1.42E-07	5.98E-03
