Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	62	0	14	6	106	43	93	0
V2	53	7	48	203	51	0	22	2
V3	79	93	76	7	44	144	28	0
V4	19	20	51	21	50	23	26	29
V5	57	127	8	11	11	14	0	0
V6	48	0	102	4	30	9	0	3
V7	8	2	32	0	1	88	83	0
V8	69	0	18	1	68	24	11	5
V9	199	43	4	21	89	1	0	11
V10	55	38	74	0	125	24	44	0
V11	3	54	0	0	47	3	0	2
V12	41	55	3	3	26	36	46	0
V13	0	49	38	0	2	2	2	22
V14	21	9	110	18	15	18	0	12
V15	76	28	1	70	45	5	0	67
V16	14	13	3	59	46	56	0	39
V17	12	21	30	0	15	11	37	5
V18	193	84	27	36	6	21	38	39
V19	121	15	3	11	3	86	0	0
V20	13	3	37	0	161	4	0	0
V21	272	13	22	31	65	0	0	10
V22	77	196	56	96	95	130	21	57
V23	22	85	47	0	69	4	20	49
V24	186	13	2	54	56	3	40	58
V25	0	25	42	0	98	68	92	0
V26	12	67	3	0	51	11	8	3
V27	10	13	1	3	152	1	47	5
V28	203	0	136	0	0	12	34	0
V29	3	15	138	44	39	10	50	187
V30	42	9	11	41	71	163	8	2
V31	2	54	9	5	24	0	1	0
V32	3	47	32	0	49	1	9	7
V33	85	64	3	1	20	20	9	33
V34	11	40	52	11	1	6	0	20
V35	42	26	0	4	90	38	0	0
V36	76	5	49	26	4	0	0	58
V37	171	575	5	0	5	27	38	17
V38	139	17	1	25	1	12	0	0
V39	23	0	9	77	24	8	0	46
V40	7	5	21	33	192	19	0	13
V41	59	2	169	236	11	19	2	17
V42	0	22	162	14	19	7	0	7
V43	72	44	35	143	18	54	10	0
V44	132	29	1	7	1	54	9	0
V45	0	29	215	2	64	0	0	13
V46	7	240	42	0	53	18	12	19
V47	6	102	75	4	23	25	87	74
V48	2	37	111	89	20	0	17	27
V49	19	187	46	17	18	45	0	16
V50	17	14	18	1	8	9	4	6
V51	183	310	17	0	5	125	63	171
V52	181	0	151	12	7	21	58	30
V53	260	6	2	1	61	81	0	18
V54	162	1	35	81	5	73	6	0
V55	101	4	48	44	4	15	0	18
V56	3	68	7	0	23	6	0	19
V57	172	207	131	16	6	32	45	0
V58	296	0	74	16	6	65	0	0
V59	14	10	88	90	49	24	6	0
V60	43	61	121	0	0	0	16	0
V61	271	97	11	314	24	15	0	22
V62	3	0	60	19	3	8	0	10
V63	8	46	20	45	89	157	0	3
V64	6	0	4	0	18	44	14	0
V65	32	30	75	34	11	19	29	0
V66	54	0	0	0	26	98	194	0
V67	10	39	130	73	12	33	0	53
V68	0	3	3	0	133	0	0	0
V69	5	8	15	1	6	16	0	0
V70	476	47	49	0	85	0	0	0
V71	62	54	0	21	56	18	0	0
V72	10	286	155	0	0	0	0	18
V73	28	107	7	151	76	0	0	32
V74	5	7	77	0	48	2	0	0
V75	31	0	114	179	0	5	2	78
V76	92	7	31	124	29	0	26	0
V77	18	40	2	36	28	19	0	15
V78	70	63	17	2	32	4	1	0
V79	60	64	24	21	57	72	38	30
V80	90	27	135	34	2	0	0	17
V81	42	1	31	235	25	65	19	0
V82	117	69	5	25	13	29	58	12
V83	22	0	4	0	7	11	18	0
V84	12	206	0	84	2	68	22	0
V85	326	34	51	79	37	4	48	16
V86	93	1	40	102	32	10	0	20
V87	185	76	69	93	14	5	21	10
V88	73	0	1	29	20	0	0	0
V89	40	102	19	15	5	2	2	7
V90	192	1	19	0	34	0	0	4
V91	10	116	121	23	5	59	17	0
V92	159	17	12	35	4	185	0	5
V93	18	28	64	56	15	0	0	15
V94	17	19	4	14	0	1	5	18
V95	0	158	2	106	1	3	0	50
V96	1	0	112	48	48	1	43	58
V97	14	11	2	14	3	12	44	0
V98	196	44	56	0	0	10	26	26
V99	30	4	25	64	37	0	3	0
V100	361	2	1	16	29	60	36	0
