Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	5	0	3	0	1	4	0	1	0	0	0	2	9	0	1	0	1	0	0
V2	36	26	120	14	6	32	20	7	0	19	15	8	7	0	28	0	0	21	0
V3	144	0	26	2	7	22	5	9	0	3	22	1	1	3	4	0	0	2	1
V4	1	39	22	3	10	3	8	1	0	10	0	0	0	0	2	3	12	1	0
V5	1	43	0	133	26	0	28	0	0	12	0	2	49	44	13	33	9	8	0
V6	7	8	85	13	14	12	8	66	13	3	67	0	0	11	10	7	0	0	2
V7	5	0	1	0	125	1	0	0	71	0	0	63	77	1	0	0	0	0	0
V8	96	9	30	2	5	26	4	26	9	0	1	0	2	0	0	0	0	15	0
V9	29	2	0	27	27	24	2	34	12	24	17	48	16	50	10	0	0	19	0
V10	17	0	139	0	85	11	1	7	2	0	1	18	68	9	24	0	0	0	0
V11	76	0	47	40	41	4	14	7	0	12	0	12	3	0	22	7	0	9	0
V12	305	15	50	5	25	0	0	3	29	0	0	50	0	21	13	0	0	0	0
V13	38	104	39	12	8	10	15	16	8	19	5	8	0	0	3	3	0	10	0
V14	243	18	17	0	1	8	3	8	0	0	1	0	0	0	0	0	4	13	0
V15	0	1	0	5	42	9	13	21	13	2	7	2	3	13	7	0	0	8	0
V16	15	3	208	85	4	78	37	94	0	46	15	7	5	0	43	0	0	34	0
V17	34	216	67	11	4	15	36	8	0	8	6	0	14	0	2	0	22	4	6
V18	13	1233	41	0	4	33	8	52	0	4	0	14	0	0	12	0	39	0	19
V19	1	0	1	6	16	31	11	33	7	5	7	33	5	5	0	0	30	7	0
V20	7	26	10	5	66	14	1	69	8	1	17	1	45	15	0	0	0	21	0
V21	28	61	8	1	0	1	4	15	0	0	0	10	0	1	3	0	10	0	0
V22	24	23	0	20	1	53	34	13	0	21	16	2	12	0	0	0	0	27	0
V23	2	55	21	28	49	82	45	24	40	7	63	7	5	60	48	0	25	2	0
V24	128	5	1	18	0	0	6	5	0	15	1	0	0	0	0	0	0	6	0
V25	23	24	0	0	18	2	0	6	14	0	1	0	5	7	7	3	0	1	0
V26	73	49	0	11	6	51	15	1	6	8	24	1	3	0	0	0	0	10	1
V27	6	15	10	30	4	57	102	41	0	22	17	0	6	0	0	0	0	0	0
V28	15	1	17	5	0	0	22	1	1	0	0	0	2	0	0	16	0	0	0
V29	7	42	9	82	43	2	63	1	0	26	0	0	0	16	2	1	0	2	23
V30	62	41	30	27	4	0	18	0	12	11	0	3	0	0	0	7	0	0	0
V31	178	26	3	56	3	9	35	4	0	69	6	9	22	0	1	4	0	3	21
V32	27	44	58	77	15	22	78	22	13	9	14	0	8	0	9	0	0	0	29
V33	13	98	0	24	1	3	35	6	1	54	0	0	10	11	0	7	0	0	0
V34	30	1	72	0	0	27	10	7	1	18	4	17	3	0	1	0	16	0	14
V35	50	26	0	84	122	5	139	1	236	13	0	32	74	21	73	0	0	0	0
V36	2	7	46	2	12	6	3	1	0	0	0	6	2	0	0	0	0	1	23
V37	77	4	81	4	4	17	22	42	0	27	10	5	2	0	0	4	0	7	12
V38	211	26	48	46	5	4	8	7	3	8	3	0	14	15	16	0	0	0	0
V39	161	0	77	7	52	127	11	46	11	3	55	18	12	56	11	0	0	34	0
V40	44	49	35	48	4	6	22	2	7	26	5	0	14	6	0	0	0	4	17
V41	15	5	117	0	0	45	0	22	0	3	24	4	8	10	7	0	3	0	0
V42	33	4	18	18	90	0	12	0	49	8	0	29	19	37	3	0	11	0	0
V43	48	88	7	2	50	48	0	5	41	2	16	12	5	14	0	31	8	12	0
V44	42	128	0	2	3	10	0	13	6	0	6	0	0	6	12	0	23	7	19
V45	16	7	136	14	39	94	5	112	19	0	37	9	3	7	41	0	0	0	0
V46	0	34	2	1	41	11	3	5	4	0	1	24	11	18	1	0	4	4	0
V47	8	2	7	6	108	30	20	13	29	0	6	13	24	19	8	38	0	0	0
V48	17	38	104	75	34	0	6	0	21	58	0	0	0	18	0	31	0	0	9
V49	0	16	6	1	0	1	2	0	0	5	0	0	0	0	0	0	0	0	5
V50	37	13	70	40	3	0	32	1	10	25	0	16	14	23	3	63	0	0	0
V51	45	10	0	5	29	2	6	1	5	2	10	29	1	13	12	0	0	3	2
V52	11	6	24	26	24	28	10	32	20	12	22	41	5	2	0	0	0	0	0
V53	8	31	129	1	38	10	0	4	44	0	6	0	2	33	6	48	0	0	0
V54	6	19	14	1	28	65	0	6	0	0	8	34	7	17	41	0	0	1	0
V55	24	39	8	102	15	17	110	2	6	79	0	24	1	0	0	22	15	0	0
V56	246	32	0	231	36	162	11	88	13	87	126	6	59	0	0	6	0	0	0
V57	34	7	9	50	4	111	9	81	0	23	75	0	0	6	20	29	0	26	0
V58	1	3	13	25	13	11	39	7	0	29	0	0	3	47	4	0	0	0	0
V59	47	118	9	1	17	2	1	4	0	1	2	0	3	13	13	0	0	6	0
V60	149	69	0	67	38	0	2	0	7	0	0	21	7	11	10	31	0	0	0
V61	62	20	1	33	83	0	34	0	0	15	1	5	5	27	4	0	0	0	3
V62	51	8	0	58	24	14	37	43	0	24	17	0	0	0	2	0	0	0	6
V63	93	28	0	0	43	0	0	1	4	0	0	0	14	11	8	0	0	0	1
V64	52	91	85	3	20	14	4	6	49	0	1	10	46	1	18	0	20	14	0
V65	25	234	31	85	1	5	24	10	6	6	9	0	7	0	1	2	11	17	0
V66	0	158	3	4	0	63	0	8	37	0	58	115	23	59	0	0	0	0	0
V67	28	2	10	0	1	8	0	1	0	1	0	0	0	0	4	0	0	0	2
V68	3	115	0	0	0	3	0	4	4	0	3	0	0	1	0	0	0	0	0
V69	2	6	12	0	1	7	8	3	0	5	0	0	5	0	0	4	0	2	5
V70	37	2	32	1	0	34	0	47	0	0	38	1	0	0	14	0	0	0	0
V71	0	1	81	0	118	0	0	0	0	0	0	0	0	21	15	24	0	0	0
V72	7	4	1	17	38	3	8	1	9	5	0	26	8	14	3	0	16	0	0
V73	18	0	42	4	2	17	7	27	6	0	9	0	3	0	9	3	0	3	0
V74	21	20	151	14	11	0	17	0	8	7	2	22	1	0	0	52	19	0	11
V75	1	40	8	0	6	2	0	5	3	3	3	4	0	7	11	0	0	0	5
V76	139	67	18	0	10	273	0	171	7	0	67	0	0	0	12	0	0	0	1
V77	59	3	10	0	18	5	0	0	8	0	5	0	0	6	7	9	0	4	0
V78	39	6	67	9	33	0	2	0	41	7	0	71	33	21	0	20	1	0	3
V79	3	11	449	27	99	0	12	0	30	11	0	0	0	1	8	0	31	2	0
V80	24	16	16	0	6	15	0	25	5	0	40	0	0	0	0	0	0	0	0
V81	0	101	0	43	16	1	35	1	19	7	3	27	0	8	0	0	0	1	7
V82	63	104	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	5	2
V83	32	4	28	0	0	16	0	2	0	0	0	1	0	0	1	0	12	3	0
V84	16	9	51	7	10	2	23	0	22	0	0	0	4	1	0	8	0	2	4
V85	0	0	30	7	2	21	10	6	1	1	13	0	0	0	4	1	0	2	8
V86	326	55	50	0	3	4	1	1	0	1	0	0	2	0	0	0	14	5	0
V87	48	78	4	0	20	0	0	0	19	0	0	81	0	5	12	0	0	1	0
V88	41	16	44	130	41	2	68	1	13	101	6	0	13	0	2	0	26	2	0
V89	10	55	0	53	107	9	4	4	81	21	9	16	17	32	0	6	0	0	9
V90	1	23	1	1	20	13	0	24	11	0	13	29	27	18	2	0	0	0	12
