Samples	ID83A	ID83B	ID83C	ID83D
V1	7.26E+00	3.25E+00	2.52E+00	6.75E+00
V2	1.65E+00	2.61E+00	2.33E+00	2.75E+00
V3	1.54E+01	0.00E+00	3.79E-01	1.51E+01
V4	1.44E+00	7.27E+00	8.30E+00	8.14E+00
V5	1.33E+01	2.59E+00	1.74E+00	1.24E+01
V6	8.51E+00	3.69E+00	8.69E-01	7.95E+00
V7	3.58E+00	1.84E+00	4.73E-01	2.99E+00
V8	5.11E+00	6.09E+00	1.51E+00	6.34E+00
V9	2.52E+00	3.06E+00	2.55E+00	3.74E+00
V10	5.81E+00	2.46E+00	2.84E+00	3.78E+00
V11	8.92E+00	2.83E+00	2.69E+00	1.01E+01
V12	3.97E+01	3.66E+00	5.42E-01	3.72E+01
V13	1.55E+01	4.78E+00	2.06E+00	1.47E+01
V14	8.13E+00	0.00E+00	3.41E+00	9.35E+00
V15	3.03E+00	2.20E+00	1.22E+00	2.69E+00
V16	9.39E+00	5.22E+00	2.24E-01	1.05E+01
V17	2.51E+00	2.76E+00	3.05E+00	2.42E+00
V18	8.41E+00	1.22E+00	3.04E+00	7.77E+00
V19	2.92E+01	7.61E+00	1.57E+00	2.62E+01
V20	1.05E+01	4.92E+00	3.35E-01	1.15E+01
V21	5.69E+00	1.40E+00	1.80E+00	5.51E+00
V22	3.99E+00	3.04E+00	2.03E+00	2.65E+00
V23	9.21E+00	1.46E+00	3.45E+00	1.06E+01
V24	1.30E+01	4.54E+00	1.31E+00	1.19E+01
V25	9.05E+00	2.53E+00	0.00E+00	8.38E+00
V26	1.09E+01	4.01E+00	2.08E+00	9.57E+00
V27	7.11E+00	8.90E+00	7.16E+00	8.08E+00
V28	1.62E+00	4.09E+01	1.07E+00	4.14E+01
V29	6.12E+00	6.86E-01	1.93E+00	7.31E+00
V30	1.63E+00	1.59E+00	1.22E+00	8.14E-01
V31	7.99E+00	8.57E-01	9.43E-01	7.45E+00
V32	3.11E+01	0.00E+00	1.72E+00	3.07E+01
V33	2.75E+00	3.30E+00	9.36E-01	2.92E+00
V34	1.34E+00	1.67E+00	2.10E+00	2.04E+00
V35	5.33E-01	1.04E+01	1.30E+00	1.03E+01
V36	3.43E+00	3.12E+00	2.62E+00	4.01E+00
V37	8.58E+00	3.17E+00	3.36E+00	9.38E+00
V38	1.49E+00	6.00E+00	2.18E+00	5.64E+00
V39	4.37E+00	1.61E+01	5.24E+00	1.57E+01
V40	1.66E+01	1.42E+01	1.40E+00	1.79E+01
V41	2.21E-01	8.95E+00	8.05E+00	8.37E+00
V42	2.64E+01	0.00E+00	8.92E-01	2.65E+01
V43	1.01E+01	1.17E+01	5.83E+00	1.52E+01
V44	1.49E+00	1.11E+00	5.67E-01	8.00E-01
V45	1.05E+00	3.78E+00	2.37E+00	3.57E+00
V46	1.39E+01	1.00E-01	7.00E-01	1.41E+01
V47	6.29E+00	1.13E+01	3.33E-01	1.11E+01
V48	6.49E+00	1.29E+01	6.90E-01	1.38E+01
V49	3.57E+00	1.51E+00	1.85E+00	3.50E+00
V50	2.81E+01	1.43E+00	3.30E+00	2.91E+01
V51	2.26E+01	5.63E+00	1.02E+00	2.28E+01
V52	4.43E+00	3.68E+00	3.14E-01	5.10E+00
V53	1.00E+00	2.37E+00	6.63E-01	2.43E+00
V54	5.76E+00	1.19E+00	1.79E+00	6.82E+00
V55	8.67E+00	5.93E-01	3.02E+00	8.26E+00
V56	7.06E+00	1.15E+00	7.27E-01	6.41E+00
V57	2.33E+00	6.46E+00	7.53E+00	8.18E+00
V58	3.42E-01	1.32E+00	2.49E-01	1.36E+00
V59	2.03E+01	4.06E+00	1.60E+00	1.88E+01
V60	3.65E+00	2.96E+00	4.86E+00	5.48E+00
V61	2.28E+00	2.68E+00	4.76E+00	5.31E+00
V62	5.52E+00	0.00E+00	2.72E+00	6.20E+00
V63	1.82E+00	6.88E+00	2.89E+00	7.46E+00
V64	1.03E+01	1.57E+01	3.66E+00	1.51E+01
V65	9.80E+00	0.00E+00	1.92E+00	9.64E+00
V66	1.97E+01	1.90E+01	4.52E-01	3.12E+01
V67	1.13E+01	3.86E+00	5.20E+00	1.46E+01
V68	2.37E+00	1.35E+00	6.15E-01	1.82E+00
V69	8.82E+00	1.71E+00	1.56E+00	8.18E+00
V70	1.56E+01	7.27E-01	0.00E+00	1.56E+01
V71	2.61E+00	1.53E+00	1.34E+00	2.05E+00
V72	3.16E+01	3.11E+00	1.71E+00	3.19E+01
V73	9.83E+00	1.14E+00	1.71E+00	8.62E+00
V74	2.46E+01	1.11E+01	5.72E+00	2.43E+01
V75	1.28E+01	0.00E+00	2.28E+00	1.32E+01
V76	1.71E+01	5.03E+00	2.08E+00	1.58E+01
V77	1.26E+00	3.10E+00	2.15E+00	4.17E+00
V78	9.56E+00	2.57E+00	0.00E+00	8.01E+00
V79	7.10E+00	4.14E+00	2.01E+00	4.79E+00
V80	5.61E+00	1.48E+00	2.10E+00	4.75E+00
V81	1.86E+00	7.73E+00	4.01E+00	8.36E+00
V82	1.19E+01	3.66E+00	5.54E+00	1.42E+01
V83	6.52E+00	1.16E+00	5.93E-01	6.37E+00
V84	7.56E+00	1.22E+01	4.73E-01	1.45E+01
V85	1.23E+01	2.14E+01	1.71E+00	2.02E+01
V86	7.22E+00	1.63E+00	1.17E+00	7.37E+00
V87	1.84E+01	4.84E+00	1.15E+00	1.96E+01
V88	1.95E+00	2.23E+01	7.02E-01	2.16E+01
V89	2.76E+00	1.20E+00	1.86E+00	1.63E+00
V90	2.72E+00	2.31E+00	3.67E-01	3.31E+00
V91	1.79E+00	9.29E-01	1.16E+00	1.40E+00
V92	3.31E+01	1.01E+01	1.65E+00	3.29E+01
V93	2.18E+01	3.07E+00	2.06E+00	2.14E+01
V94	1.92E+00	8.45E+00	4.42E-01	9.52E+00
V95	8.31E-01	8.60E+00	7.87E+00	9.11E+00
V96	1.61E+01	5.00E+00	2.68E+00	1.50E+01
