Samples	ID83A	ID83B	ID83C	ID83D
V1	90	65	67	0
V2	20	79	88	9
V3	155	0	2	27
V4	0	98	626	73
V5	93	19	52	40
V6	148	35	14	51
V7	75	18	1	22
V8	257	134	16	13
V9	11	181	21	4
V10	86	29	134	28
V11	230	1	45	72
V12	143	54	5	200
V13	217	246	27	25
V14	47	0	205	0
V15	53	77	27	25
V16	12	205	2	0
V17	64	21	52	30
V18	329	33	48	46
V19	51	19	35	214
V20	113	47	1	54
V21	184	5	53	16
V22	49	49	76	0
V23	33	8	116	37
V24	95	118	34	5
V25	79	45	0	8
V26	142	81	61	17
V27	82	523	298	0
V28	0	15	8	459
V29	33	3	105	5
V30	17	135	23	0
V31	109	0	8	0
V32	459	0	44	45
V33	56	54	10	31
V34	4	44	22	16
V35	0	0	10	112
V36	44	97	48	0
V37	234	50	88	23
V38	0	0	58	84
V39	35	35	130	235
V40	150	57	11	268
V41	0	92	192	75
V42	243	11	8	27
V43	84	142	164	145
V44	11	28	3	0
V45	0	259	52	34
V46	54	4	26	39
V47	41	68	1	159
V48	58	32	1	167
V49	62	25	137	0
V50	277	0	116	70
V51	101	132	12	16
V52	63	289	1	0
V53	2	1	2	44
V54	54	0	24	39
V55	102	0	127	0
V56	43	9	5	47
V57	24	14	333	85
V58	0	51	2	15
V59	188	38	18	46
V60	24	32	273	41
V61	16	66	63	34
V62	185	15	88	1
V63	0	93	122	103
V64	9	7	94	269
V65	218	8	51	0
V66	312	0	2	291
V67	136	0	80	52
V68	44	21	2	17
V69	62	8	75	51
V70	171	0	0	0
V71	45	35	18	3
V72	375	32	22	0
V73	182	25	27	4
V74	138	382	268	142
V75	189	0	87	4
V76	57	148	57	5
V77	0	0	15	54
V78	144	84	0	23
V79	225	45	21	22
V80	156	13	20	43
V81	2	87	100	110
V82	213	80	333	59
V83	108	12	6	20
V84	43	311	7	173
V85	86	0	40	299
V86	83	10	12	4
V87	247	0	11	138
V88	0	77	4	253
V89	82	1	86	2
V90	70	62	3	5
V91	101	6	10	0
V92	72	283	31	78
V93	223	92	35	34
V94	10	4	1	120
V95	0	232	353	90
V96	15	156	64	77
V97	23	83	46	9
V98	54	31	71	10
V99	65	89	35	204
V100	22	35	1	0
