NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	152.88	60.967	53.862	48.205	0.415	0.853	20000.0
2	156.076	61.217	54.956	48.955	0.414	0.852	20000.0
3	155.327	60.264	53.973	47.369	0.395	0.86	30000.0
4	149.318	58.758	49.797	44.317	0.414	0.861	20000.0
5	157.709	61.263	55.367	48.184	0.408	0.856	30000.0
6	156.676	61.202	55.416	48.478	0.404	0.855	20000.0
7	157.132	61.737	55.894	49.372	0.406	0.847	40000.0
8	150.162	58.245	49.773	44.13	0.407	0.862	20000.0
9	146.62	57.214	49.046	43.389	0.403	0.863	30000.0
10	156.934	61.232	55.01	47.993	0.41	0.858	20000.0
