MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	0.00E+00	9.32E-08	9.84E-08	1.79E-03	1.42E-02	1.66E-02	2.06E-03	3.35E-07	1.58E-02	4.82E-02	4.44E-02	4.97E-03	4.94E-08
1:Del:C:1	1.04E-04	4.60E-04	0.00E+00	5.82E-03	1.00E-02	7.83E-03	5.06E-03	7.76E-03	1.50E-02	2.59E-02	2.65E-02	9.76E-03	7.92E-03
1:Del:C:2	0.00E+00	1.45E-05	4.84E-08	6.73E-06	1.09E-04	4.14E-04	8.64E-04	8.42E-08	2.72E-03	1.60E-03	1.96E-03	1.56E-03	2.20E-03
1:Del:C:3	2.61E-04	8.15E-04	0.00E+00	2.91E-04	2.17E-03	3.54E-03	4.93E-04	6.80E-05	4.60E-03	2.92E-03	1.12E-02	9.74E-03	1.73E-03
1:Del:C:4	3.20E-04	8.48E-04	1.10E-04	0.00E+00	2.50E-03	1.35E-03	1.91E-03	0.00E+00	2.25E-03	4.40E-03	6.43E-03	8.41E-46	3.50E-03
1:Del:C:5	2.74E-04	8.73E-04	3.28E-05	1.52E-03	9.09E-04	6.05E-04	2.20E-03	3.29E-03	4.75E-03	1.26E-03	4.00E-03	1.82E-02	9.29E-03
1:Del:T:0	3.37E-04	1.53E-03	4.67E-04	1.06E-03	2.74E-03	1.56E-02	3.87E-03	5.85E-03	2.65E-02	6.41E-03	1.38E-02	7.47E-03	4.39E-03
1:Del:T:1	0.00E+00	1.11E-04	0.00E+00	5.31E-03	5.27E-03	3.30E-03	2.12E-03	7.12E-03	2.17E-03	9.05E-03	1.78E-02	4.13E-03	5.17E-03
1:Del:T:2	0.00E+00	1.33E-03	5.46E-04	6.75E-04	1.50E-02	1.94E-02	3.03E-03	1.40E-46	2.23E-02	1.13E-02	2.43E-02	8.22E-03	7.99E-03
1:Del:T:3	7.57E-04	2.88E-03	1.23E-03	3.79E-04	1.07E-02	1.90E-02	4.48E-03	2.96E-03	1.73E-02	1.70E-04	8.17E-03	1.54E-02	7.65E-03
1:Del:T:4	1.61E-03	6.30E-03	4.73E-04	1.12E-03	6.15E-03	1.51E-02	5.61E-46	6.06E-03	1.80E-02	3.51E-02	3.94E-02	4.74E-02	1.35E-02
