Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1.94E+00	4.52E-01	2.16E+00	0.00E+00	1.95E+00	3.81E+00
V2	9.68E-01	1.41E+00	3.67E-01	1.90E+00	9.71E-01	4.07E-01
V3	5.81E-01	9.89E-01	0.00E+00	1.64E+00	6.01E-01	1.06E+00
V4	1.52E+00	2.05E+00	5.43E-01	1.23E+00	1.92E+00	1.12E+00
V5	5.73E-01	6.80E-01	2.84E+00	2.61E+00	1.96E+00	9.20E-01
V6	1.15E+00	6.05E-01	2.21E-01	4.27E-01	1.30E+00	1.36E+00
V7	2.60E+00	3.24E+00	4.76E-01	2.17E+00	0.00E+00	3.68E+00
V8	1.93E+00	8.92E-01	0.00E+00	1.34E+00	1.33E+00	1.11E+00
V9	1.54E+00	2.43E+00	2.41E+00	2.10E+00	1.25E+00	1.75E+00
V10	1.42E+00	2.19E+00	2.33E+00	5.29E+00	3.44E+00	6.64E+00
V11	2.42E+00	1.30E+00	1.19E+00	2.00E-01	3.27E-01	2.41E+00
V12	2.78E+00	1.94E+00	1.13E+00	2.16E+00	2.69E+00	0.00E+00
V13	1.83E+00	2.17E+00	1.14E+00	8.30E-01	0.00E+00	1.29E+00
V14	1.03E+00	2.46E+00	1.85E+00	2.17E+00	5.26E-01	2.49E-01
V15	5.33E-01	2.21E-01	2.44E+00	0.00E+00	2.07E+00	1.52E+00
V16	7.46E-01	2.69E+00	1.13E+00	2.25E+00	5.73E-01	1.01E+00
V17	0.00E+00	5.86E-01	7.34E-01	1.19E+00	2.23E+00	2.36E+00
V18	1.89E+00	7.37E-01	2.33E-01	1.93E+00	1.30E+00	1.90E+00
V19	2.07E+00	0.00E+00	0.00E+00	2.77E+00	4.96E-01	8.16E-01
V20	4.49E+00	4.43E+00	2.19E+00	2.07E+00	2.24E+00	0.00E+00
V21	1.11E+00	2.30E+00	2.29E+00	3.88E+00	1.35E+00	2.88E+00
V22	7.90E-01	2.77E+00	4.43E+00	3.05E+00	2.29E+00	1.31E+00
V23	1.43E+00	3.30E+00	1.64E+00	2.91E+00	2.07E+00	3.40E+00
V24	1.00E-01	4.53E+00	2.90E+00	4.34E+00	0.00E+00	2.11E+00
V25	6.99E-01	3.21E+00	6.16E-01	2.76E+00	0.00E+00	1.45E+00
V26	8.43E-01	2.29E+00	2.47E+00	1.70E+00	1.43E+00	1.51E+00
V27	1.06E+00	3.40E+00	7.46E-01	2.23E+00	2.14E+00	2.14E+00
V28	1.62E+00	2.22E+00	2.11E-01	3.72E+00	2.08E+00	2.39E+00
V29	5.67E-01	0.00E+00	0.00E+00	4.71E-01	0.00E+00	5.86E-01
V30	2.31E+00	0.00E+00	7.12E-01	2.01E+00	8.44E-01	1.48E+00
V31	1.05E+00	1.09E+00	3.35E-01	1.62E+00	1.25E+00	1.33E-01
V32	1.32E+00	1.12E+00	1.29E+00	1.44E+00	1.60E+00	1.43E+00
V33	1.46E+00	7.06E-01	3.96E-01	1.33E-01	1.24E+00	7.31E-01
V34	4.58E-01	3.40E-01	1.99E+00	2.46E+00	1.63E+00	2.94E+00
V35	3.11E+00	2.46E+00	1.58E+00	1.20E+00	6.33E-01	3.53E+00
V36	2.91E+00	3.95E+00	1.97E+00	3.12E+00	0.00E+00	2.06E+00
V37	2.24E+00	9.52E-01	3.91E+00	4.07E+00	1.44E+00	1.23E+00
V38	2.28E+00	8.84E-01	2.60E-01	1.38E+00	6.46E-01	2.12E+00
V39	7.49E-01	1.71E+00	1.32E+00	2.43E+00	2.55E+00	3.12E+00
V40	6.43E+00	3.26E+00	1.48E+00	2.53E+00	1.14E+00	2.95E+00
V41	9.33E-01	1.86E+00	5.54E-01	1.64E+00	0.00E+00	1.01E+00
V42	4.28E+00	4.82E-01	2.37E+00	1.96E+00	2.91E+00	2.42E+00
V43	1.40E+00	4.97E+00	2.18E+00	5.05E+00	5.62E-01	2.10E+00
V44	1.33E+00	1.51E+00	3.10E+00	2.32E+00	1.18E+00	1.03E+00
V45	2.67E+00	3.58E+00	2.02E+00	2.18E+00	7.90E-01	2.29E+00
V46	3.48E-01	0.00E+00	9.00E-01	5.92E+00	0.00E+00	5.46E+00
V47	1.62E+00	0.00E+00	4.82E-01	0.00E+00	7.42E-01	1.62E+00
V48	1.19E+00	2.68E+00	5.22E-01	2.57E+00	0.00E+00	0.00E+00
