Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	6	36	58	0	44	16	36	0	0	5	15	27	23	18	0	0	0
V2	0	12	0	0	72	1	39	25	0	22	24	13	21	30	31	0	0
V3	2	11	20	5	7	4	4	38	7	12	0	1	0	0	0	0	0
V4	0	157	58	13	60	75	0	0	0	27	41	39	0	0	19	0	0
V5	43	115	200	14	0	60	0	47	0	0	0	0	29	0	0	5	0
V6	4	41	20	42	2	17	0	20	22	0	0	0	0	0	0	0	0
V7	3	0	0	42	0	3	27	30	3	0	0	0	2	15	0	0	1
V8	51	13	31	114	0	3	4	16	22	0	0	5	0	0	0	0	0
V9	20	48	12	4	49	36	0	0	2	34	36	21	0	0	0	0	0
V10	6	10	0	14	1	15	11	42	0	0	0	3	30	5	0	0	1
V11	43	17	132	47	0	9	0	0	13	0	10	0	0	0	0	78	0
V12	76	38	20	1	41	21	3	0	0	0	11	11	0	36	15	0	0
V13	84	8	0	0	0	4	0	0	3	2	3	0	0	0	0	6	20
V14	0	7	5	13	0	0	5	0	14	2	0	0	14	0	0	5	0
V15	62	0	160	0	1	5	0	0	0	0	28	2	0	0	2	0	13
V16	46	109	4	0	50	56	0	4	0	0	3	15	0	9	4	0	0
V17	11	34	143	8	97	4	0	4	6	35	0	17	1	19	7	0	0
V18	31	4	0	132	3	0	75	9	21	0	0	0	26	15	1	0	0
V19	84	2	6	25	25	1	50	74	3	0	0	0	6	0	5	0	17
V20	13	3	48	75	20	0	0	0	22	30	8	9	0	0	3	0	0
V21	129	11	27	12	0	2	246	43	8	17	17	3	9	31	26	2	2
V22	39	4	27	17	2	3	41	9	5	0	3	13	18	0	0	9	2
V23	12	38	153	4	20	23	25	29	1	0	5	0	48	11	10	0	0
V24	31	0	0	45	27	4	51	50	7	0	0	0	16	7	0	0	0
V25	0	69	134	115	2	34	0	3	45	0	10	5	3	12	0	0	0
V26	26	31	1	75	132	23	0	0	0	67	38	32	0	0	44	0	0
V27	25	126	8	28	16	59	78	29	23	0	0	0	7	0	0	0	0
V28	20	3	0	41	31	0	0	0	23	39	10	1	0	0	15	0	0
V29	56	109	6	93	0	52	0	0	52	0	0	0	0	0	0	0	0
V30	39	0	120	12	16	2	4	0	12	0	28	5	0	11	24	0	0
V31	0	162	3	0	84	105	0	15	0	9	16	48	20	7	0	0	0
V32	0	44	170	6	1	12	0	0	0	0	12	0	0	0	0	0	8
V33	0	14	0	11	49	6	0	43	0	39	29	42	0	0	2	0	0
V34	17	132	32	65	15	88	10	24	0	0	7	0	27	0	0	0	2
V35	4	18	3	0	5	13	6	4	0	0	9	0	0	0	0	0	0
V36	5	4	31	33	21	2	1	2	15	4	9	11	0	0	21	0	0
V37	150	19	8	52	76	0	0	0	13	34	11	9	0	4	0	0	3
V38	54	5	53	0	30	7	83	49	0	47	3	9	19	0	0	6	20
V39	13	23	22	0	4	33	11	4	0	4	0	7	0	0	0	0	0
V40	8	16	12	45	17	15	1	6	2	0	8	5	9	2	19	13	0
V41	19	9	392	0	0	14	46	53	7	44	24	3	56	0	0	94	0
V42	0	25	72	28	33	14	0	0	10	0	12	13	0	0	0	0	0
V43	37	18	37	17	69	12	0	0	2	0	23	29	0	0	0	0	14
V44	42	0	33	170	7	0	29	36	54	0	5	1	92	14	6	0	17
V45	90	13	0	35	95	29	0	2	7	37	21	53	0	32	9	6	0
V46	83	7	7	11	10	0	4	0	4	1	7	0	0	8	0	29	11
V47	70	15	22	0	83	15	0	0	7	48	26	21	0	0	14	0	0
V48	25	77	10	26	14	24	61	14	5	0	0	2	0	10	0	0	0
V49	4	0	0	3	1	1	0	18	0	0	0	0	1	1	5	0	0
V50	333	9	0	216	1	1	0	0	70	7	0	0	0	0	0	1	36
V51	0	61	66	24	16	39	0	0	14	0	6	0	0	0	0	34	0
V52	1	183	36	18	7	83	0	0	13	0	0	0	11	0	0	0	0
V53	138	21	13	175	100	3	0	0	45	81	42	67	0	0	10	0	0
V54	47	45	0	0	4	36	0	9	0	0	10	17	16	24	2	0	18
V55	4	0	2	69	0	8	30	43	18	5	0	4	0	38	0	0	0
