MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	5.63E-04	5.66E-04	2.50E-03	2.06E-02	1.49E-03	8.85E-04	2.37E-02
1:Del:C:1	2.75E-04	6.25E-04	3.18E-03	7.75E-03	2.25E-04	3.42E-04	2.05E-02
1:Del:C:2	2.85E-09	1.10E-04	6.27E-04	5.07E-04	8.18E-05	1.86E-04	1.66E-03
1:Del:C:3	2.70E-04	0.00E+00	4.87E-04	8.32E-04	6.35E-04	2.72E-04	1.95E-03
1:Del:C:4	2.92E-04	0.00E+00	3.88E-04	1.08E-03	3.15E-04	3.04E-08	2.24E-03
1:Del:C:5	4.91E-04	5.28E-05	2.25E-04	0.00E+00	3.61E-04	7.81E-04	4.53E-04
1:Del:T:0	7.69E-04	2.45E-04	3.15E-03	1.30E-02	3.50E-04	1.45E-03	3.64E-02
1:Del:T:1	1.38E-04	1.56E-04	1.39E-03	3.13E-03	3.44E-04	2.12E-04	9.21E-03
1:Del:T:2	3.12E-04	0.00E+00	1.11E-03	5.81E-03	4.59E-04	1.15E-03	2.24E-02
1:Del:T:3	5.30E-04	4.71E-05	6.86E-04	5.97E-03	8.72E-04	2.13E-03	1.74E-02
1:Del:T:4	4.10E-04	8.62E-04	0.00E+00	5.88E-03	1.65E-03	2.13E-03	2.95E-02
1:Del:T:5	6.34E-08	9.27E-08	5.49E-04	9.07E-08	7.42E-05	6.35E-03	1.26E-03
1:Ins:C:0	1.40E-05	2.59E-08	2.64E-04	7.52E-05	2.69E-09	1.26E-09	3.45E-04
1:Ins:C:1	0.00E+00	1.08E-04	3.34E-04	8.56E-05	9.25E-04	4.22E-04	1.56E-03
1:Ins:C:2	2.24E-05	1.43E-08	1.82E-04	1.33E-04	3.71E-08	9.45E-09	9.70E-05
1:Ins:C:3	8.59E-04	4.65E-04	3.50E-04	1.05E-08	1.95E-02	3.12E-09	5.34E-02
1:Ins:C:4	2.87E-04	1.57E-04	2.80E-04	1.04E-04	0.00E+00	6.03E-04	2.14E-04
1:Ins:C:5	2.04E-07	2.22E-03	3.47E-08	5.10E-08	5.25E-04	1.54E-07	2.11E-03
1:Ins:T:0	0.00E+00	1.48E-04	7.75E-04	1.32E-03	9.47E-05	3.02E-04	3.47E-03
1:Ins:T:1	2.25E-04	1.40E-46	7.49E-04	5.08E-04	0.00E+00	5.68E-04	2.21E-03
1:Ins:T:2	6.09E-05	0.00E+00	2.77E-04	4.09E-04	0.00E+00	0.00E+00	9.67E-04
1:Ins:T:3	3.52E-04	2.48E-04	2.49E-04	2.78E-04	1.16E-04	7.79E-05	7.30E-04
