NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.608	19.39	12.164	11.148	0.11	0.992	40000.0
2	53.107	19.438	12.353	11.134	0.106	0.993	30000.0
3	52.358	19.69	12.056	11.188	0.107	0.992	30000.0
4	53.201	19.565	12.353	11.107	0.108	0.992	50000.0
5	53.065	19.798	12.656	11.664	0.106	0.991	60000.0
6	53.869	20.405	12.477	11.711	0.113	0.991	60000.0
7	53.44	19.733	12.077	11.148	0.109	0.992	30000.0
8	54.627	20.287	12.895	11.897	0.108	0.991	50000.0
9	52.952	19.717	12.146	11.127	0.11	0.992	60000.0
10	53.933	19.851	12.486	11.381	0.109	0.992	40000.0
