NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	47.181	17.115	11.172	10.251	0.089	0.993	40000.0
2	43.57	15.747	10.52	10.007	0.087	0.992	50000.0
3	51.13	18.174	12.614	11.407	0.089	0.991	50000.0
4	49.766	18.385	12.462	11.541	0.091	0.99	80000.0
5	45.772	16.113	11.114	10.095	0.085	0.993	50000.0
6	51.279	18.503	12.485	11.29	0.089	0.991	50000.0
7	44.711	16.271	10.642	9.9	0.082	0.993	70000.0
8	48.263	17.385	11.551	10.627	0.089	0.992	70000.0
9	42.135	15.061	9.851	9.016	0.082	0.994	50000.0
10	51.544	18.229	12.604	11.193	0.088	0.991	70000.0
