NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.439	24.787	11.981	14.747	0.147	0.984	30000.0
2	48.818	24.442	11.223	14.042	0.143	0.986	30000.0
3	50.222	25.131	11.884	14.742	0.144	0.985	40000.0
4	48.741	24.461	11.651	14.768	0.14	0.985	50000.0
5	49.086	24.234	11.577	14.253	0.138	0.985	40000.0
6	48.019	24.085	11.439	14.025	0.138	0.987	30000.0
7	49.732	25.039	11.617	14.568	0.147	0.986	50000.0
8	48.654	24.118	11.469	14.243	0.141	0.986	30000.0
9	49.241	24.903	11.471	14.623	0.147	0.985	30000.0
10	46.847	23.723	10.913	13.878	0.141	0.987	60000.0
