Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V80	22	132	107	58	5	1	74	0	21	16	7	4	0	0	4
V81	0	102	31	9	1	15	14	50	30	0	14	0	19	0	0
V82	33	3	0	8	5	0	0	3	2	0	13	0	0	4	1
V83	0	56	0	110	14	7	0	57	54	6	36	24	0	0	3
V84	21	0	19	2	3	0	16	0	0	4	8	1	0	0	0
V85	8	9	0	93	4	0	2	0	0	1	0	1	0	0	0
V86	45	55	17	58	9	16	0	4	32	3	0	2	0	24	0
V87	564	3	9	0	13	17	0	4	0	19	2	5	6	106	28
V88	10	13	19	13	1	12	8	15	2	7	0	0	0	0	9
V89	5	24	2	5	3	97	0	69	25	3	0	27	0	0	2
V90	58	77	103	3	9	21	0	11	37	0	0	9	2	185	10
V91	5	36	22	7	5	5	15	6	0	3	0	0	0	2	7
V92	16	13	8	0	97	7	5	15	0	79	30	0	66	5	0
V93	283	2	0	0	3	0	0	0	3	15	41	10	23	0	0
V94	21	17	40	134	5	2	29	0	0	8	0	0	0	24	16
V95	0	0	12	113	3	2	6	0	0	0	0	9	0	0	0
V96	191	23	42	5	18	88	51	23	40	18	0	19	0	0	0
V97	34	5	15	0	26	10	1	27	0	33	31	3	35	0	11
V98	5	22	12	4	62	62	5	15	19	1	0	56	5	0	0
V99	16	11	264	6	48	35	27	34	11	29	0	0	16	0	4
V100	17	1	0	3	1	12	1	14	4	4	0	0	0	0	0
