Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V84	133	23	11	5	0	56	1	27	0	21	21	0	0	33	0	0	0	2	0
V85	26	65	50	192	39	12	92	8	0	20	0	0	0	0	12	0	0	3	0
V86	20	1	1	145	0	49	72	43	0	15	20	2	0	0	4	16	0	0	0
V87	163	0	52	7	0	76	9	21	0	45	10	0	0	14	0	0	0	2	0
V88	0	92	21	14	19	12	4	0	2	12	13	1	49	2	0	0	0	1	0
V89	1	0	174	13	0	3	2	0	0	1	0	3	0	0	0	7	0	1	0
V90	136	4	6	59	0	10	34	0	0	0	0	1	0	6	0	11	0	0	0
V91	59	68	5	51	84	2	24	27	4	3	35	104	0	4	0	1	0	0	0
V92	11	46	40	95	124	4	41	5	12	1	9	0	38	15	11	24	2	0	0
V93	8	6	48	14	0	12	8	0	0	3	0	0	0	0	2	0	5	6	0
V94	2	0	68	8	3	6	6	11	12	8	0	3	0	5	0	0	0	2	0
V95	56	34	35	91	6	7	18	0	0	0	0	0	14	0	4	0	0	2	7
V96	51	134	46	2	66	5	6	0	17	1	8	21	50	0	0	0	0	19	6
V97	32	15	112	100	0	32	57	21	0	24	0	3	0	15	0	17	5	4	0
V98	0	18	18	22	84	27	17	24	84	0	23	13	0	19	12	16	0	0	0
V99	18	46	1	35	0	7	17	7	1	10	0	4	0	2	0	2	7	0	0
V100	8	41	3	18	23	11	3	11	0	3	0	0	7	9	24	0	0	3	2
