Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	0	43	11	68	110	0	10	0	0	0	0	0
V2	24	0	43	6	37	22	27	5	0	27	0	9
V3	26	24	3	16	31	0	70	0	0	30	0	0
V4	21	0	1	38	22	0	30	0	0	0	23	20
V5	23	0	66	42	11	53	7	0	2	0	1	0
V6	7	56	58	1	0	0	10	3	0	0	5	0
V7	105	92	24	67	0	0	2	0	13	0	37	0
V8	0	1	2	15	63	13	47	0	42	0	0	0
V9	0	186	41	4	101	0	51	77	0	44	0	0
V10	0	0	48	2	5	6	0	0	0	0	4	8
V11	0	17	18	2	0	15	5	0	32	0	0	0
V12	51	0	0	13	0	0	0	30	7	10	0	0
V13	28	37	0	115	33	0	93	0	0	28	62	0
V14	74	26	148	6	1	23	62	32	0	7	26	0
V15	33	33	153	28	83	0	22	24	45	10	0	0
V16	0	24	74	4	5	26	6	0	0	0	0	0
V17	0	58	134	106	0	22	1	0	5	0	57	0
V18	10	61	25	3	1	0	56	2	0	0	39	0
V19	62	37	7	55	0	0	2	21	0	27	7	0
V20	0	53	5	20	57	0	6	0	34	14	45	0
V21	23	248	2	30	0	17	0	0	0	0	43	0
V22	2	13	11	131	3	3	14	0	0	0	0	0
V23	177	34	3	0	5	52	23	0	101	63	22	20
V24	19	14	85	0	0	42	0	15	8	8	0	0
V25	208	13	29	74	0	10	27	20	64	6	6	29
V26	0	11	68	75	27	46	41	0	0	0	23	4
V27	0	251	15	0	42	81	56	0	114	22	4	0
V28	35	0	60	35	0	0	1	0	0	0	9	32
V29	9	123	11	0	0	150	22	0	19	0	63	0
V30	0	3	0	7	117	0	62	109	0	0	0	38
V31	5	59	28	74	12	0	2	11	0	21	0	9
V32	113	7	5	46	0	126	16	24	0	8	0	0
V33	54	33	31	77	0	5	59	0	68	0	0	27
V34	88	1	26	4	0	2	8	2	0	0	2	20
V35	0	15	123	6	113	0	18	58	37	3	4	0
V36	0	6	2	29	0	22	0	0	0	0	3	28
V37	12	2	40	2	0	1	40	0	0	13	0	0
V38	141	125	5	24	0	2	0	58	0	12	0	0
V39	76	39	44	0	23	36	8	37	27	0	0	1
V40	0	0	4	4	190	0	198	0	1	67	0	17
V41	5	79	0	220	0	38	3	0	0	0	44	39
V42	0	2	21	293	0	15	0	0	17	0	9	5
V43	8	24	82	69	159	0	30	0	0	40	35	0
V44	121	5	32	0	30	125	71	0	0	9	22	0
V45	120	73	6	0	205	0	69	0	62	77	0	29
V46	4	30	4	81	168	3	80	0	0	21	51	0
V47	0	46	16	22	19	1	17	21	15	7	0	0
V48	41	29	0	93	92	0	96	79	0	3	57	18
V49	0	4	59	14	6	0	0	0	0	13	19	0
V50	15	4	12	7	0	148	24	38	0	0	0	6
V51	129	0	106	3	7	39	0	40	49	5	0	0
V52	1	0	52	229	42	161	9	0	0	0	48	0
V53	0	112	163	204	81	0	9	0	23	27	27	66
V54	4	2	0	83	6	51	0	0	2	11	6	0
V55	40	0	2	0	5	25	7	17	0	3	0	0
V56	5	179	47	1	19	36	0	0	12	0	0	36
V57	0	0	6	25	48	9	10	0	0	0	7	18
V58	233	137	81	7	60	191	25	87	19	23	0	13
V59	50	17	1	30	0	0	0	3	2	0	0	0
V60	0	42	66	1	29	20	34	53	12	26	0	0
V61	65	11	33	4	0	4	0	8	0	7	2	0
V62	90	53	0	28	2	23	50	0	0	19	8	0
V63	11	36	10	15	0	19	8	0	23	5	0	0
V64	225	32	27	0	0	76	0	0	20	15	0	30
V65	0	3	0	16	0	0	3	0	8	0	0	0
V66	9	11	36	1	0	40	22	26	0	14	0	0
V67	10	27	0	0	0	21	0	7	0	1	0	0
V68	228	0	11	10	209	5	123	243	36	10	0	0
V69	0	2	342	14	4	41	0	0	29	24	12	0
V70	111	76	13	0	67	100	56	0	15	16	18	8
V71	0	49	0	15	70	127	70	41	36	48	26	0
V72	111	116	3	0	4	31	0	26	27	6	0	0
V73	0	141	0	0	12	0	11	0	0	2	0	0
V74	26	17	190	44	0	42	0	0	5	0	12	0
V75	15	0	9	29	7	0	14	0	0	4	0	0
V76	0	64	73	3	24	6	27	0	0	33	4	0
V77	7	151	2	48	103	227	46	11	0	11	56	0
V78	4	114	65	0	0	10	21	0	8	3	0	0
V79	9	68	0	8	0	0	0	0	0	0	17	0
V80	0	68	8	22	140	0	48	8	0	34	0	0
V81	15	0	92	0	3	95	27	0	93	7	0	0
V82	133	4	0	4	2	0	4	56	0	0	0	0
V83	28	25	71	8	53	2	26	20	0	0	38	0
V84	65	0	26	101	0	19	15	8	0	0	0	0
V85	151	48	100	8	148	0	48	141	0	33	0	39
V86	41	2	0	225	11	0	12	6	0	0	5	92
V87	30	16	3	14	2	7	0	3	0	1	5	0
V88	41	14	32	2	0	15	0	0	0	10	13	0
V89	56	0	34	7	135	0	147	28	0	27	0	0
V90	50	51	10	63	193	54	67	22	0	12	0	0
V91	0	67	40	10	0	6	8	68	0	0	0	9
V92	107	12	6	2	13	26	20	0	18	5	2	41
V93	45	11	89	0	0	0	0	45	35	0	0	0
V94	79	17	74	31	70	129	17	69	0	4	28	24
V95	73	44	159	106	29	0	10	63	0	15	3	40
V96	6	66	0	69	61	0	8	0	9	0	0	0
V97	55	58	13	7	3	133	9	11	0	0	0	0
V98	236	31	0	1	67	4	38	32	24	87	0	75
V99	42	110	0	6	2	0	0	5	8	0	0	4
V100	49	4	0	0	0	1	15	0	0	0	0	0
