NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	222.517	68.54	77.634	54.098	0.422	0.814	20000.0
2	210.817	66.356	75.039	52.947	0.409	0.831	30000.0
3	212.193	65.65	72.315	51.412	0.39	0.848	30000.0
4	213.056	66.598	75.154	52.833	0.41	0.83	20000.0
5	212.226	66.862	75.054	53.136	0.412	0.828	30000.0
6	210.386	66.095	74.507	52.598	0.411	0.833	40000.0
7	211.865	66.55	74.937	53.11	0.414	0.829	20000.0
8	209.749	65.742	73.861	51.695	0.41	0.838	50000.0
9	219.245	66.503	76.417	52.656	0.391	0.843	30000.0
10	215.32	67.15	76.181	53.341	0.412	0.829	30000.0
