Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	98	1	68	0	0	0	0	36	0	37	0	0	19	5	0	0	0
V2	1	52	0	0	65	0	63	21	34	0	52	0	0	8	7	0	12
V3	7	0	0	13	0	26	0	0	0	3	0	3	0	0	0	31	0
V4	61	1	30	26	13	74	1	16	0	0	34	3	25	28	0	0	0
V5	10	0	1	0	1	21	13	0	0	37	34	0	0	25	11	0	0
V6	10	101	39	44	16	0	6	31	0	4	0	3	0	0	0	0	5
V7	3	30	60	20	0	44	30	11	0	59	0	0	8	0	0	28	0
V8	455	110	0	59	17	0	58	0	27	0	0	0	122	0	0	0	0
V9	4	0	3	0	7	0	0	2	7	0	0	1	1	3	6	0	0
V10	66	0	9	37	8	0	3	1	35	22	0	9	0	0	0	0	0
V11	1	61	15	10	28	0	0	1	44	0	0	20	1	0	0	0	0
V12	19	0	26	0	5	0	0	3	12	0	0	1	17	0	0	0	0
V13	57	8	0	123	0	3	33	3	0	2	0	0	33	30	0	0	1
V14	0	3	51	24	2	0	3	29	0	0	2	0	6	6	0	0	0
V15	4	441	72	54	53	5	36	21	56	2	0	22	6	2	16	0	0
V16	36	65	19	0	0	21	48	31	0	0	11	0	23	6	0	0	0
V17	2	13	23	0	35	38	15	0	21	26	0	9	5	9	0	0	0
V18	0	8	65	0	2	42	4	1	3	42	0	0	0	28	0	3	12
V19	20	0	26	10	59	0	0	12	46	21	0	0	20	4	33	0	0
V20	25	75	14	61	0	0	12	31	5	54	0	0	7	0	0	0	1
V21	1	5	0	25	4	30	15	0	0	0	20	0	3	3	7	0	0
V22	13	74	87	2	1	14	0	16	0	10	0	0	0	5	0	0	0
V23	0	5	3	0	173	0	6	2	72	0	57	18	25	14	0	5	3
V24	10	36	0	62	19	24	0	5	5	0	0	0	11	0	5	6	0
V25	131	0	14	0	29	61	5	0	0	0	6	12	24	58	0	0	0
V26	0	1	46	54	1	0	0	13	0	18	7	0	4	13	2	14	0
V27	2	0	0	14	1	44	4	8	0	0	95	0	11	42	1	2	0
V28	78	29	0	79	9	6	2	7	5	22	0	0	34	5	0	0	0
V29	1	28	96	2	79	0	14	0	34	79	10	47	7	49	19	0	0
V30	63	0	0	5	0	12	18	0	0	0	0	0	8	10	15	5	0
V31	21	53	33	26	60	0	35	17	49	0	0	94	0	13	0	0	0
V32	166	13	72	11	0	0	0	44	0	24	0	0	37	0	0	0	0
V33	0	22	140	38	98	91	28	30	20	133	0	14	5	26	0	0	16
V34	2	34	0	16	0	1	11	6	0	15	0	0	1	0	0	0	0
V35	33	0	0	26	20	10	5	0	0	4	0	11	8	0	0	1	0
V36	35	18	79	103	16	0	34	59	19	11	84	0	14	0	0	0	0
V37	0	0	93	7	4	0	2	18	0	2	0	0	9	0	0	0	0
V38	27	0	0	6	150	88	28	9	56	0	0	10	16	28	48	0	0
V39	0	6	166	223	7	26	19	62	0	89	50	0	0	22	0	0	0
V40	1	14	76	0	36	0	21	0	31	0	0	0	0	0	12	0	12
V41	17	109	6	31	104	0	6	33	69	0	9	11	19	43	15	0	0
V42	33	0	0	16	155	4	0	13	167	61	0	88	8	44	0	5	7
V43	0	32	18	0	20	2	40	9	9	0	4	0	0	0	15	6	0
V44	127	56	50	0	62	0	34	38	33	48	43	0	55	2	0	9	0
V45	7	6	3	12	0	70	26	1	19	0	118	21	0	19	24	5	0
V46	1	0	35	0	1	3	1	10	8	0	0	6	4	0	0	1	0
V47	49	18	89	43	0	0	0	82	0	21	0	0	14	20	0	0	0
V48	124	54	0	0	0	0	8	9	0	0	0	0	52	1	0	0	0
V49	0	45	1	8	28	0	45	23	9	32	8	0	2	1	6	1	0
V50	11	110	48	0	19	0	41	28	6	0	0	0	5	6	0	0	0
V51	180	137	0	0	26	18	77	2	5	0	8	16	54	7	0	0	0
V52	13	27	3	0	23	10	1	0	29	0	0	73	21	10	0	8	0
V53	59	62	8	87	5	11	65	2	17	0	149	0	12	5	5	3	25
