Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V48	1.54E+00	1.45E+00	6.52E+00	2.00E-01	1.88E+00	4.71E+00	3.98E+00	1.98E+00	3.96E+00	7.95E+00
V49	2.14E+00	2.20E+00	3.10E+00	2.67E-01	2.91E-01	1.66E+00	1.69E+00	2.49E+00	2.30E+00	2.07E+00
V50	1.97E+01	1.86E+00	0.00E+00	2.72E+00	1.12E+00	6.22E+00	2.24E+00	2.05E+01	9.09E-01	1.49E+00
V51	1.27E+00	1.09E+00	4.37E+00	2.00E+00	1.53E-01	3.98E+00	8.88E-01	9.00E-01	3.20E+00	2.88E+00
V52	3.67E+00	1.48E+00	1.79E+01	8.75E+00	1.68E+00	9.72E+00	4.42E-01	3.43E+00	1.43E+01	1.39E+01
V53	0.00E+00	2.67E-01	2.17E+01	3.54E+00	7.18E-01	4.18E+00	8.85E-01	2.00E-01	1.75E+01	1.73E+01
V54	1.13E+00	2.13E-01	1.51E+00	5.26E-01	2.94E+00	1.40E+00	3.40E+00	8.17E-01	0.00E+00	3.18E+00
V55	6.51E-01	3.35E+00	1.18E+00	6.14E+00	5.33E-01	5.94E+00	1.99E+00	2.06E+00	1.61E+00	2.89E+00
V56	9.99E+00	2.94E+00	1.69E+00	1.55E+00	0.00E+00	6.90E-01	6.54E+00	9.77E+00	8.66E+00	6.00E+00
V57	2.64E+00	4.01E+00	2.45E+01	2.88E+00	3.79E+00	5.61E+00	4.59E+00	1.84E+00	1.45E+01	1.83E+01
V58	4.16E-01	5.00E-01	0.00E+00	1.92E+00	1.13E+00	9.87E-01	3.35E-01	0.00E+00	0.00E+00	6.40E-01
V59	3.82E+00	8.93E+00	1.23E+01	3.05E+00	2.93E+00	8.80E+00	1.62E+00	9.74E+00	1.22E+01	8.03E+00
V60	5.04E+00	1.32E+00	1.37E+00	3.01E+00	1.07E+00	7.42E+00	3.47E+00	5.03E+00	3.86E+00	4.31E+00
V61	1.06E+00	4.32E+00	3.26E+01	3.42E-01	7.60E+00	1.69E+01	0.00E+00	1.50E+00	3.00E+01	2.62E+01
V62	2.38E+01	0.00E+00	1.50E+00	1.96E+00	2.76E+00	6.45E+00	1.21E+00	2.34E+01	5.00E-01	2.16E+00
V63	9.36E-01	2.36E+00	2.35E+00	8.51E+00	1.24E+00	1.07E+01	9.83E+00	1.55E+00	5.46E+00	8.44E+00
V64	1.00E-01	7.91E+00	2.58E+01	9.94E-01	5.31E+00	9.71E+00	1.96E+00	0.00E+00	2.50E+01	1.55E+01
V65	4.12E+00	2.83E+01	0.00E+00	1.51E+01	2.47E+00	1.44E+01	2.40E+00	5.96E+00	3.30E+01	1.24E+00
V66	0.00E+00	2.53E+00	5.02E+00	9.34E-01	3.98E+00	3.19E+00	1.26E+00	0.00E+00	6.42E+00	3.41E+00
V67	3.17E+00	6.05E-01	1.95E+00	4.39E+00	2.49E+00	3.77E+00	5.16E-01	2.54E+00	2.48E+00	2.02E+00
V68	2.57E+01	9.71E-01	1.59E+00	2.17E+00	1.51E+00	6.48E+00	0.00E+00	2.67E+01	2.10E+00	6.83E-01
V69	3.25E+00	3.61E+00	3.71E+00	1.47E+01	1.19E+00	1.57E+01	9.60E-01	3.56E+00	3.06E+00	2.01E+00
V70	1.86E+00	6.96E-01	1.74E+00	2.15E+00	7.61E-01	3.10E+00	7.50E+00	8.44E-01	4.50E+00	7.09E+00
V71	7.72E+00	4.05E+00	9.94E+00	0.00E+00	4.75E+00	2.90E+00	8.82E+00	7.05E+00	1.68E+01	1.20E+01
V72	1.47E+00	3.40E+00	1.27E+00	4.20E+00	6.67E-01	3.89E+00	3.61E+00	2.33E+00	2.83E+00	2.58E+00
V73	6.96E+00	3.62E+00	5.33E+00	1.20E+00	7.43E+00	2.82E+00	4.23E-01	7.36E+00	5.08E+00	9.59E+00
V74	3.06E-01	2.16E+00	1.01E+00	6.92E+00	8.09E-01	6.53E+00	1.66E+00	7.06E-01	3.42E-01	1.56E+00
V75	1.57E+01	9.99E+00	2.00E-01	1.22E+01	2.17E+00	1.47E+01	8.92E-01	1.44E+01	1.07E+01	1.76E+00
V76	9.35E+00	5.15E+00	2.21E-01	4.27E-01	2.27E+00	2.52E+00	2.83E+00	9.49E+00	5.87E+00	5.70E+00
V77	0.00E+00	9.78E-01	1.55E+00	9.67E-01	8.36E-01	1.91E+00	2.28E+00	2.69E-01	4.00E-01	2.01E+00
V78	1.17E+00	9.48E-01	3.68E+01	1.14E+00	1.19E+00	1.40E+01	4.52E+00	2.00E-01	2.83E+01	3.01E+01
V79	1.14E+01	8.03E-01	1.74E+00	4.90E+00	1.63E-01	5.36E+00	5.39E-01	1.14E+01	2.00E+00	8.14E-01
V80	1.34E+01	2.10E+00	7.58E+00	5.63E+00	3.27E-01	9.95E+00	5.29E+00	1.18E+01	5.45E+00	8.65E+00
V81	1.98E+01	3.35E+00	9.78E+00	4.71E+00	1.44E+00	6.69E+00	4.33E+00	1.89E+01	6.43E+00	8.40E+00
V82	1.67E+01	1.02E+01	6.90E+00	7.75E-01	3.17E+00	1.33E+00	0.00E+00	1.81E+01	1.12E+01	7.22E+00
V83	2.74E+00	3.03E+00	5.30E+00	2.65E+01	3.07E-01	2.53E+01	1.46E+00	3.13E+00	5.04E+00	4.90E+00
V84	3.57E+00	6.16E-01	4.05E+01	1.03E+00	8.92E-01	2.07E+01	8.33E-01	4.01E+00	2.92E+01	3.32E+01
V85	8.48E+00	1.11E+00	4.76E+00	3.10E+00	3.95E+00	5.23E+00	7.16E+00	6.39E+00	5.85E+00	1.03E+01
V86	1.32E+01	8.84E-01	2.05E+00	1.31E+00	2.98E-01	1.66E+00	1.45E+00	1.43E+01	1.58E+00	1.86E+00
V87	9.91E-01	2.80E+00	8.48E+00	1.99E+00	1.23E+00	4.20E+00	2.00E+00	3.59E-01	5.06E+00	9.15E+00
V88	9.55E+00	3.35E-01	7.29E+00	4.33E+00	0.00E+00	3.88E+00	1.01E+00	1.05E+01	4.77E+00	4.73E+00
V89	5.99E+00	5.22E+00	1.82E+00	1.17E+01	0.00E+00	1.18E+01	1.10E+00	7.71E+00	9.00E-01	6.67E-01
V90	1.75E+00	4.73E-01	2.08E+00	2.25E+00	9.67E-01	4.44E+00	3.04E+00	1.87E+00	2.00E+00	3.33E+00
V91	5.57E+00	9.20E-01	2.84E+00	3.44E+00	2.25E+00	2.97E+00	1.11E+00	5.24E+00	3.52E+00	4.41E+00
V92	7.36E+00	2.43E+00	2.56E+00	6.51E+00	4.44E+00	1.13E+01	5.71E+00	7.45E+00	1.54E+00	8.52E+00
V93	4.07E+00	3.23E+00	6.16E+00	4.37E+00	9.45E-01	4.91E+00	4.00E-01	3.11E+00	4.32E+00	3.54E+00
V94	7.63E+00	3.17E+00	5.47E+00	1.29E+00	6.53E-01	4.69E+00	7.22E+00	7.01E+00	6.95E+00	5.59E+00
V95	3.54E+00	2.76E+00	2.67E+00	1.40E+00	1.33E+00	2.19E+00	1.85E+00	5.13E+00	2.89E+00	3.41E+00
V96	3.66E+00	6.50E+00	2.97E+00	2.01E+01	1.74E+00	1.99E+01	1.00E+00	2.96E+00	8.22E+00	2.22E+00
V97	6.30E+00	0.00E+00	1.74E+00	8.75E-01	0.00E+00	1.38E+00	1.93E+00	7.19E+00	1.28E+00	2.74E+00
V98	1.51E+01	2.42E+00	1.57E+00	5.47E-01	2.18E+00	4.34E+00	8.46E+00	1.94E+01	7.35E+00	6.00E+00
V99	6.53E-01	8.85E+00	3.00E-01	4.89E+01	3.35E+00	5.73E+01	5.04E+00	1.32E+00	8.46E+00	7.20E+00
V100	2.87E+00	7.63E-01	1.48E+00	0.00E+00	0.00E+00	6.11E-01	2.14E+00	2.46E+00	1.80E+00	1.58E+00
