MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	1.02E-06	0.00E+00	2.47E-03	6.28E-08	3.28E-02	3.62E-03	6.36E-03	2.08E-03	3.90E-02	1.45E-02	6.38E-02	1.80E-02	2.80E-46	1.17E-02
1:Del:C:1	1.75E-04	9.67E-09	7.40E-04	0.00E+00	1.21E-02	6.95E-03	6.41E-04	2.59E-03	5.51E-03	3.65E-02	2.28E-02	8.24E-03	1.40E-02	0.00E+00
1:Del:C:2	3.62E-09	6.17E-09	0.00E+00	1.97E-04	2.58E-04	9.03E-04	7.53E-04	0.00E+00	4.09E-05	1.56E-05	1.95E-03	4.30E-08	3.37E-03	1.61E-03
1:Del:C:3	0.00E+00	1.20E-03	6.83E-04	0.00E+00	1.56E-03	3.82E-04	1.86E-03	1.55E-03	4.46E-03	8.80E-04	3.14E-03	1.97E-03	1.48E-03	6.31E-03
1:Del:C:4	1.31E-04	4.38E-04	1.06E-03	4.28E-04	1.72E-03	5.11E-04	2.34E-03	0.00E+00	2.64E-03	4.93E-03	7.45E-03	1.47E-02	4.40E-03	1.26E-03
1:Del:C:5	1.71E-04	4.47E-04	1.53E-03	0.00E+00	8.21E-04	5.83E-04	1.27E-04	1.10E-08	2.17E-03	8.06E-03	5.77E-03	1.06E-02	8.64E-04	2.22E-03
1:Del:T:0	0.00E+00	2.42E-03	0.00E+00	2.31E-04	1.98E-02	6.93E-03	8.65E-03	1.31E-03	1.45E-02	8.07E-03	3.05E-02	4.87E-02	1.72E-02	0.00E+00
1:Del:T:1	0.00E+00	2.04E-04	0.00E+00	0.00E+00	2.76E-03	1.21E-03	2.96E-03	5.90E-44	1.01E-02	9.26E-03	9.97E-03	4.69E-03	5.71E-19	9.93E-03
1:Del:T:2	0.00E+00	1.94E-04	9.31E-04	4.90E-04	1.53E-02	2.33E-03	1.61E-03	3.00E-08	1.60E-02	6.26E-03	6.63E-02	5.86E-03	1.11E-03	2.07E-03
1:Del:T:3	1.40E-46	0.00E+00	1.63E-03	9.72E-03	1.06E-02	1.33E-14	2.14E-46	4.77E-02	7.93E-02	6.30E-02	6.74E-03	1.28E-02	1.25E-02	5.71E-03
1:Del:T:4	5.77E-04	8.42E-04	4.91E-03	0.00E+00	1.97E-02	1.49E-04	2.13E-04	1.55E-02	2.72E-02	4.93E-04	2.63E-02	3.14E-02	1.29E-02	1.13E-02
1:Del:T:5	9.46E-08	1.99E-04	5.89E-03	1.87E-46	1.73E-07	4.02E-07	1.85E-03	1.48E-06	9.00E-03	2.01E-02	1.06E-02	8.93E-02	1.59E-07	2.17E-02
1:Ins:C:0	8.91E-05	3.76E-08	1.43E-08	0.00E+00	2.21E-04	3.53E-04	2.71E-04	0.00E+00	6.63E-04	8.25E-04	4.08E-04	2.16E-07	1.14E-07	6.67E-08
1:Ins:C:1	1.40E-46	0.00E+00	1.70E-04	2.96E-04	1.29E-04	3.04E-08	7.26E-04	0.00E+00	5.40E-05	1.25E-03	2.98E-04	1.57E-03	2.26E-04	2.99E-03
1:Ins:C:2	9.60E-05	1.20E-08	4.67E-08	2.81E-08	5.69E-08	4.55E-04	6.67E-04	2.02E-08	4.74E-04	9.16E-04	2.07E-09	5.58E-07	3.28E-08	0.00E+00
1:Ins:C:3	8.99E-05	6.25E-04	3.11E-08	7.93E-05	1.38E-08	4.61E-05	2.63E-04	7.94E-09	3.19E-06	4.11E-04	0.00E+00	6.40E-04	2.66E-03	9.04E-04
1:Ins:C:4	1.95E-08	4.06E-04	3.32E-04	0.00E+00	1.44E-04	2.07E-04	2.78E-04	1.45E-04	1.84E-04	1.36E-03	1.88E-04	2.12E-03	2.30E-03	1.63E-03
1:Ins:C:5	1.94E-08	3.32E-03	6.98E-04	2.36E-04	1.54E-04	0.00E+00	5.38E-06	2.56E-03	2.28E-03	1.58E-03	1.23E-02	1.88E-02	2.63E-02	1.63E-03
1:Ins:T:0	1.99E-04	6.15E-04	9.49E-05	0.00E+00	2.38E-03	0.00E+00	3.08E-03	1.50E-04	1.59E-04	9.10E-04	1.10E-02	8.51E-03	4.07E-03	2.04E-03
1:Ins:T:1	1.92E-04	1.55E-04	2.96E-04	1.67E-03	1.82E-03	1.96E-03	1.49E-03	4.50E-03	4.19E-03	1.66E-03	8.24E-03	1.56E-03	3.22E-03	1.77E-03
1:Ins:T:2	2.62E-08	3.25E-04	1.19E-04	5.16E-05	7.63E-04	5.14E-04	1.28E-04	1.75E-05	3.47E-04	1.01E-03	3.40E-03	1.48E-03	1.22E-03	3.44E-07
1:Ins:T:3	5.36E-08	7.60E-04	2.45E-08	0.00E+00	0.00E+00	3.38E-04	1.84E-04	0.00E+00	7.93E-04	4.11E-04	4.62E-03	5.97E-03	5.52E-03	6.75E-04
1:Ins:T:4	2.79E-04	1.42E-03	5.32E-04	0.00E+00	7.65E-04	6.92E-04	0.00E+00	3.02E-04	2.92E-04	1.08E-02	1.84E-03	2.23E-02	1.26E-02	3.36E-03
1:Ins:T:5	1.28E-07	1.08E-02	2.14E-46	1.54E-07	2.58E-07	1.38E-03	2.14E-03	2.03E-02	3.22E-07	2.41E-03	1.39E-06	5.61E-07	8.62E-02	2.37E-02
2:Del:R:0	2.41E-04	4.98E-04	4.74E-04	2.60E-04	3.87E-03	2.43E-03	1.44E-03	5.23E-04	1.31E-03	1.29E-02	7.29E-03	8.20E-03	4.97E-03	1.49E-03
2:Del:R:1	8.32E-08	4.99E-08	1.53E-07	2.39E-02	8.21E-04	1.30E-04	2.13E-07	4.52E-02	2.63E-07	8.20E-03	3.23E-06	4.24E-03	1.47E-02	3.03E-07
2:Del:R:2	1.15E-08	4.11E-05	3.62E-04	3.02E-04	4.26E-04	4.26E-07	2.42E-04	9.88E-04	1.67E-08	3.33E-03	1.45E-04	2.27E-03	3.42E-03	0.00E+00
2:Del:R:3	2.15E-05	2.17E-04	5.36E-08	0.00E+00	0.00E+00	7.73E-10	4.44E-07	6.49E-05	9.48E-08	3.34E-07	5.08E-07	3.51E-04	6.32E-04	6.20E-04
2:Del:R:4	4.60E-03	4.90E-08	3.36E-08	8.07E-04	3.77E-08	1.46E-07	8.45E-04	3.58E-09	2.69E-03	5.97E-03	1.32E-07	1.94E-02	9.83E-08	6.84E-02
2:Del:R:5	2.81E-08	2.40E-08	0.00E+00	2.31E-04	9.73E-09	2.72E-04	1.64E-04	3.67E-08	2.64E-04	1.40E-46	7.17E-04	0.00E+00	1.21E-04	3.87E-08
3:Del:R:0	0.00E+00	6.19E-05	0.00E+00	2.19E-04	1.21E-03	2.24E-03	2.93E-03	1.03E-03	1.04E-05	1.17E-02	2.71E-03	4.18E-03	1.16E-02	0.00E+00
3:Del:R:1	2.04E-07	2.50E-03	4.98E-08	1.60E-02	5.82E-07	5.67E-04	7.61E-04	1.50E-02	3.73E-03	4.43E-02	0.00E+00	4.17E-07	6.51E-08	2.20E-03
3:Del:R:2	4.09E-03	6.32E-04	1.66E-03	1.26E-05	2.80E-46	5.50E-04	3.32E-04	0.00E+00	9.05E-09	2.17E-02	3.32E-03	4.54E-03	2.16E-03	5.87E-02
3:Del:R:3	5.01E-08	6.28E-08	3.36E-05	2.24E-07	2.38E-04	2.31E-09	1.64E-04	7.92E-07	4.17E-04	3.96E-04	9.51E-08	7.07E-04	6.19E-04	2.77E-07
3:Del:R:4	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
3:Del:R:5	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
4:Del:R:0	1.15E-08	0.00E+00	3.04E-04	0.00E+00	2.15E-04	1.44E-03	2.33E-03	2.96E-07	6.09E-04	1.37E-03	0.00E+00	1.09E-03	1.55E-07	9.95E-08
4:Del:R:1	1.20E-04	0.00E+00	6.70E-04	3.79E-04	8.93E-04	0.00E+00	4.23E-05	7.39E-04	2.08E-04	2.45E-03	2.15E-03	6.52E-03	3.12E-03	3.67E-03
4:Del:R:2	6.92E-08	0.00E+00	2.15E-06	1.95E-08	3.24E-04	3.44E-04	3.86E-08	5.41E-04	5.63E-04	5.48E-04	1.11E-03	1.09E-03	8.76E-04	2.60E-07
4:Del:R:3	7.02E-03	4.93E-03	1.22E-03	3.43E-07	2.73E-07	5.59E-08	1.96E-07	1.43E-06	5.53E-46	3.03E-02	1.36E-03	5.96E-02	2.60E-07	5.01E-02
4:Del:R:4	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
4:Del:R:5	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
5:Del:R:0	5.01E-08	0.00E+00	0.00E+00	9.14E-04	7.04E-08	3.74E-02	5.87E-02	4.06E-03	0.00E+00	2.88E-02	1.25E-06	2.57E-07	1.59E-07	7.94E-08
5:Del:R:1	0.00E+00	1.67E-05	3.52E-04	9.50E-09	1.99E-04	1.68E-07	4.16E-04	2.64E-06	2.84E-04	9.40E-04	2.80E-03	2.22E-03	6.69E-05	7.05E-04
5:Del:R:2	4.01E-08	0.00E+00	1.48E-08	8.18E-03	1.79E-07	1.84E-08	1.50E-07	3.20E-02	5.81E-06	7.36E-03	1.31E-03	9.25E-07	2.41E-07	7.47E-08
5:Del:R:3	5.61E-08	2.60E-08	8.12E-08	1.21E-07	3.92E-05	4.87E-08	7.79E-08	1.18E-07	1.79E-04	2.05E-07	1.51E-04	3.49E-04	1.62E-04	1.01E-07
5:Del:R:4	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
5:Del:R:5	5.75E-08	2.37E-08	4.57E-08	4.84E-08	4.17E-08	4.59E-07	7.76E-05	5.36E-05	1.33E-06	7.44E-05	1.56E-06	3.64E-07	1.08E-07	1.53E-07
2:Ins:R:0	1.13E-08	8.09E-05	8.58E-05	1.28E-04	4.69E-04	4.18E-04	6.90E-04	1.12E-04	2.93E-04	2.21E-03	1.34E-03	2.60E-03	4.27E-04	1.40E-46
2:Ins:R:1	7.88E-05	6.07E-05	3.06E-08	2.07E-04	4.20E-04	0.00E+00	8.57E-04	3.22E-09	6.70E-04	2.54E-03	3.05E-03	1.19E-03	9.19E-04	3.72E-04
2:Ins:R:2	1.05E-08	2.68E-08	1.55E-08	2.64E-08	5.78E-04	8.09E-08	5.87E-04	8.74E-08	9.59E-04	1.74E-04	8.00E-04	2.11E-03	1.41E-04	3.00E-08
2:Ins:R:3	2.11E-08	5.33E-05	2.15E-08	6.71E-09	1.18E-04	1.38E-04	4.17E-04	0.00E+00	2.24E-04	4.11E-08	4.87E-04	3.50E-04	1.26E-04	7.97E-04
2:Ins:R:4	1.61E-04	6.32E-04	0.00E+00	4.36E-04	4.87E-07	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.32E-03	2.32E-03	8.85E-03	1.72E-03	2.21E-04
2:Ins:R:5	5.82E-04	2.76E-03	2.03E-03	0.00E+00	1.40E-46	6.30E-05	6.07E-04	9.46E-08	0.00E+00	3.10E-03	2.72E-02	3.43E-02	2.44E-02	2.45E-03
3:Ins:R:0	1.91E-08	1.99E-08	0.00E+00	7.75E-05	3.21E-05	1.28E-04	0.00E+00	3.60E-07	3.71E-04	2.56E-04	1.38E-07	2.65E-04	4.32E-09	5.63E-04
3:Ins:R:1	3.64E-08	3.01E-04	2.23E-04	2.35E-07	7.68E-05	5.63E-05	3.83E-04	5.03E-04	0.00E+00	5.14E-04	2.89E-07	2.13E-03	1.72E-04	2.05E-08
3:Ins:R:2	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
3:Ins:R:3	5.39E-08	3.92E-08	3.92E-08	3.67E-07	4.34E-08	3.24E-08	1.74E-04	4.92E-07	5.55E-08	3.12E-04	8.11E-08	3.03E-04	1.27E-07	3.95E-07
3:Ins:R:4	3.46E-08	5.30E-05	2.99E-08	1.86E-07	4.41E-05	1.74E-06	3.54E-08	8.16E-08	7.72E-08	1.46E-04	1.80E-04	3.04E-04	3.02E-04	6.12E-08
3:Ins:R:5	1.72E-05	2.26E-04	3.61E-04	2.45E-04	1.58E-04	3.22E-09	4.43E-04	1.01E-03	0.00E+00	5.62E-04	0.00E+00	3.52E-03	1.22E-03	0.00E+00
4:Ins:R:0	9.12E-09	1.66E-05	2.11E-08	1.22E-08	1.31E-04	4.76E-04	9.20E-04	0.00E+00	7.85E-08	2.43E-03	1.51E-03	1.92E-03	2.01E-03	4.52E-07
4:Ins:R:1	0.00E+00	2.78E-04	0.00E+00	1.05E-08	4.64E-04	0.00E+00	3.87E-04	6.08E-04	3.79E-07	5.90E-04	9.73E-04	5.31E-03	2.72E-03	1.20E-03
4:Ins:R:2	3.86E-08	2.82E-05	1.72E-08	3.43E-05	1.21E-07	8.11E-08	4.42E-05	2.43E-04	4.28E-04	5.88E-08	1.29E-07	3.32E-04	1.68E-07	6.54E-04
4:Ins:R:3	1.48E-08	1.54E-08	2.14E-08	3.25E-08	1.56E-08	2.89E-08	5.58E-08	7.11E-08	6.63E-08	1.65E-07	8.55E-08	1.88E-07	8.93E-08	1.40E-07
4:Ins:R:4	6.02E-08	3.09E-04	9.20E-09	2.18E-04	2.06E-08	0.00E+00	3.93E-07	6.54E-04	1.32E-06	1.55E-04	1.79E-07	3.40E-04	1.50E-03	2.18E-04
4:Ins:R:5	1.44E-08	2.73E-04	3.26E-04	0.00E+00	2.21E-04	8.07E-05	2.69E-04	2.86E-04	9.86E-04	3.09E-04	1.20E-08	2.02E-03	7.22E-04	5.21E-07
5:Ins:R:0	5.93E-08	1.07E-05	3.12E-05	8.87E-09	2.23E-08	2.19E-04	1.40E-46	6.87E-09	4.54E-08	3.13E-07	4.39E-04	4.56E-04	3.10E-04	1.77E-06
5:Ins:R:1	1.55E-04	4.00E-04	0.00E+00	0.00E+00	1.22E-04	3.18E-03	3.63E-03	5.11E-04	0.00E+00	2.04E-03	1.13E-03	4.30E-03	3.17E-03	1.93E-03
5:Ins:R:2	4.65E-08	4.83E-05	4.09E-08	5.63E-08	5.24E-07	4.88E-08	7.54E-08	8.84E-08	2.29E-04	1.22E-07	7.89E-08	3.29E-04	4.07E-05	1.15E-07
5:Ins:R:3	3.24E-08	5.57E-08	3.77E-08	2.22E-08	2.18E-06	4.39E-05	1.07E-04	2.80E-46	5.35E-04	5.90E-04	5.76E-04	8.95E-04	4.54E-04	1.94E-07
5:Ins:R:4	4.46E-05	2.01E-08	1.50E-08	1.19E-07	4.71E-08	1.78E-05	2.94E-04	8.26E-08	8.64E-08	2.28E-04	5.31E-08	5.28E-04	7.71E-04	4.40E-04
5:Ins:R:5	4.58E-08	2.17E-08	9.79E-05	3.18E-08	3.91E-08	2.43E-05	8.23E-05	2.37E-07	3.03E-07	1.95E-07	3.51E-04	1.09E-04	9.53E-08	6.23E-07
2:Del:M:1	0.00E+00	1.89E-04	0.00E+00	1.89E-04	1.46E-03	1.40E-03	1.06E-03	0.00E+00	1.41E-03	1.98E-03	6.03E-03	3.31E-03	6.38E-03	0.00E+00
