NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.423	23.012	12.564	12.808	0.151	0.986	20000.0
2	52.912	22.525	12.289	12.436	0.153	0.988	20000.0
3	50.425	22.043	11.603	12.243	0.147	0.988	20000.0
4	51.367	22.12	11.847	12.145	0.147	0.989	30000.0
5	51.696	22.418	12.0	12.236	0.148	0.99	50000.0
6	52.724	22.704	12.258	12.624	0.151	0.988	30000.0
7	52.433	22.945	12.162	12.769	0.152	0.988	20000.0
8	52.932	22.691	12.468	12.528	0.151	0.989	20000.0
9	52.511	23.119	12.592	13.481	0.153	0.986	30000.0
10	51.984	22.461	12.034	12.273	0.147	0.989	30000.0
