Samples	ID83A	ID83B	ID83C	ID83D
V1	7.66E+00	6.64E+00	5.54E+00	4.82E+00
V2	0.00E+00	3.71E+01	5.57E+00	3.35E+01
V3	7.98E+00	7.40E+00	1.37E+00	2.48E+00
V4	1.11E+01	1.16E+01	8.33E+00	2.72E+00
V5	6.96E+00	7.02E+00	1.88E+00	7.33E-01
V6	1.51E+00	1.40E+01	1.75E+00	1.53E+01
V7	3.12E+00	3.96E+00	2.40E+00	1.50E+00
V8	1.73E+01	1.68E+01	4.47E+00	1.25E+00
V9	5.08E+00	1.04E+01	1.08E+00	1.04E+01
V10	1.54E+00	1.30E+00	2.46E+00	2.53E+00
V11	1.17E+01	1.28E+01	3.34E+00	1.28E+00
V12	6.26E+00	7.99E+00	1.20E+01	8.03E+00
V13	2.50E+01	2.43E+01	7.54E+00	1.21E+00
V14	1.34E+01	1.80E+01	1.01E+01	2.01E+00
V15	7.21E+00	8.51E+00	3.96E+00	1.51E+00
V16	3.21E+00	9.49E+00	2.85E+00	7.59E+00
V17	5.88E+01	8.13E+01	9.72E+01	2.17E+01
V18	8.49E+00	8.70E+00	1.28E+01	8.95E+00
V19	1.30E+01	1.24E+01	3.92E+00	1.14E+01
V20	2.75E+00	6.29E+00	3.46E+00	9.52E+00
V21	1.93E+01	2.00E+01	2.05E+00	1.65E+00
V22	6.20E+00	9.11E+00	1.21E+01	1.20E+01
V23	6.62E+00	7.37E+00	8.00E+00	1.46E+00
V24	9.51E+00	1.53E+01	1.70E+01	3.22E+00
V25	4.49E+00	6.35E+00	2.47E+00	5.79E+00
V26	3.25E+01	3.23E+01	2.83E+00	1.20E+01
V27	1.69E+01	1.85E+01	1.32E+01	5.17E-01
V28	3.34E+00	1.91E+00	1.64E+00	2.66E+00
V29	3.37E+01	4.98E+01	2.80E+01	3.13E+00
V30	2.14E+01	2.73E+01	6.28E+00	3.95E+00
V31	8.56E+00	8.40E+00	1.97E+00	6.87E-01
V32	6.67E+00	1.10E+01	7.60E+00	1.41E+00
V33	7.18E+00	1.09E+01	7.89E+00	2.08E+00
V34	1.16E+01	1.08E+01	2.91E+00	5.52E+00
V35	2.08E+01	2.14E+01	1.56E+00	8.39E+00
V36	9.95E+00	1.05E+01	1.50E+01	1.34E+01
V37	1.00E+01	1.27E+01	4.79E+00	1.48E+00
V38	4.68E+00	3.57E+00	2.91E-01	4.08E+00
V39	1.12E+01	1.15E+01	9.28E+00	1.02E+00
V40	2.13E+01	2.13E+01	2.86E+01	3.66E+00
V41	5.96E+00	5.78E+00	6.93E+00	6.17E+00
V42	3.15E+01	3.28E+01	3.25E+01	6.57E-01
V43	4.73E+00	4.69E+00	6.53E-01	1.44E+00
V44	7.06E+00	7.95E+00	1.68E+00	0.00E+00
V45	3.45E+00	1.09E+01	3.83E+00	1.12E+01
V46	4.02E+00	6.59E+00	3.11E+00	5.87E+00
V47	1.88E+01	1.71E+01	3.48E-01	4.13E+00
V48	1.02E+01	2.82E+01	1.36E+01	3.38E+01
V49	1.73E+01	1.85E+01	1.84E+00	1.26E+00
V50	8.14E+00	9.83E+00	5.12E+00	2.41E+00
V51	1.46E+01	1.75E+01	1.37E+01	5.01E+00
V52	7.79E+00	7.89E+00	1.10E+01	2.23E+00
V53	6.55E+00	1.43E+01	1.18E+00	1.28E+01
V54	1.46E+00	3.09E+00	3.26E+00	3.76E+00
V55	6.53E+00	2.38E+01	1.51E+00	2.28E+01
V56	1.91E+01	2.43E+01	2.79E+01	7.00E-01
V57	3.04E+01	2.75E+01	1.03E+00	1.41E+01
V58	1.14E+01	1.82E+01	1.79E+01	2.08E+00
V59	2.19E+00	4.16E+00	3.92E+00	2.28E+00
V60	1.37E+01	1.99E+01	3.54E+00	2.17E+01
V61	1.68E+01	1.97E+01	6.37E+00	1.98E+00
V62	7.46E-01	3.00E-01	9.67E-01	6.37E-01
V63	1.64E+01	1.98E+01	2.21E+01	9.21E+00
V64	6.21E+00	8.59E+00	9.66E+00	5.73E+00
V65	5.39E-01	5.22E-01	5.12E-01	2.91E-01
V66	4.13E+01	4.47E+01	1.53E+01	6.97E+00
V67	1.40E+01	1.38E+01	1.09E+00	1.55E+00
V68	2.13E+01	3.05E+01	1.60E+01	4.90E-01
V69	8.46E-01	7.02E-01	9.89E-01	1.07E+00
V70	2.04E+01	1.98E+01	4.49E+00	5.85E+00
V71	9.20E+00	1.14E+01	1.28E+01	2.70E+00
V72	4.41E+01	4.18E+01	1.40E+01	1.71E+00
V73	2.74E+01	2.99E+01	1.63E+01	1.72E+00
V74	8.03E+00	6.21E+00	5.71E+00	4.13E+00
V75	1.89E+00	2.14E+00	7.61E-01	2.19E+00
V76	2.64E+00	1.24E+01	3.00E-01	1.38E+01
V77	6.40E+00	8.15E+00	1.10E+01	1.42E+01
V78	1.34E+01	1.42E+01	1.74E+01	1.71E+00
V79	2.10E+00	1.07E+00	3.14E-01	1.96E+00
V80	4.06E+01	3.80E+01	1.18E+00	1.55E+01
V81	5.88E+00	2.67E+01	1.56E+00	2.68E+01
V82	5.86E+01	6.39E+01	8.16E+00	2.41E+00
V83	5.97E+01	7.98E+01	2.86E+01	2.00E+00
