Samples	ID83A	ID83B	ID83C	ID83D
V84	3.62E+00	3.46E+00	8.20E-01	2.28E+00
V85	2.24E+01	3.09E+01	3.34E+01	1.70E+00
V86	1.71E+01	1.55E+01	6.01E-01	4.37E+00
V87	6.80E+00	2.76E+01	1.03E+01	3.00E+01
V88	2.51E+01	4.50E+01	4.12E+01	2.05E+00
V89	1.03E+01	1.11E+01	6.14E+00	2.75E+00
V90	2.37E+01	2.33E+01	2.26E+00	5.70E+00
V91	8.59E+00	1.00E+01	1.42E+01	7.27E+00
V92	2.17E+01	2.24E+01	5.33E+00	4.85E+00
V93	2.38E+00	2.87E+01	5.63E+00	2.68E+01
V94	4.54E+00	3.87E+00	4.20E+00	2.94E+00
V95	5.71E+00	8.38E+00	5.10E+00	2.10E+00
V96	8.10E+00	1.40E+01	3.78E+00	1.48E+01
V97	2.41E+01	2.31E+01	1.11E+01	7.92E+00
V98	1.02E+01	1.09E+01	1.20E+01	2.54E+00
V99	1.07E+00	1.42E+00	5.62E-01	1.90E+00
V100	2.99E+01	3.06E+01	2.86E+00	1.52E+00
