Samples	ID83A	ID83B	ID83C	ID83D
V1	69	71	52	21
V2	0	258	0	84
V3	85	2	3	58
V4	94	19	17	76
V5	101	0	31	6
V6	0	121	0	65
V7	38	0	89	14
V8	138	0	22	17
V9	0	116	0	7
V10	0	0	92	19
V11	161	17	2	11
V12	5	79	24	384
V13	277	10	24	4
V14	157	71	14	3
V15	110	4	50	1
V16	0	57	33	145
V17	52	606	136	0
V18	0	145	49	8
V19	44	124	48	7
V20	0	91	0	96
V21	178	0	55	12
V22	0	165	10	1
V23	0	0	296	7
V24	26	104	24	18
V25	28	52	55	7
V26	250	103	27	5
V27	114	29	83	0
V28	24	0	7	64
V29	308	147	78	194
V30	256	0	107	221
V31	70	0	90	5
V32	57	26	50	20
V33	32	35	137	37
V34	139	54	0	73
V35	149	67	0	12
V36	0	177	44	29
V37	139	20	4	25
V38	24	0	0	151
V39	72	27	16	4
V40	59	127	164	3
V41	0	91	32	4
V42	139	109	46	0
V43	73	8	1	4
V44	68	0	24	0
V45	0	89	81	74
V46	16	48	40	99
V47	144	0	0	178
V48	0	358	2	4
V49	154	0	23	8
V50	153	19	24	13
V51	177	10	28	216
V52	14	29	148	5
V53	39	118	0	83
V54	0	36	2	53
V55	0	199	0	44
V56	81	90	96	4
V57	307	105	0	125
V58	55	66	36	38
V59	45	9	28	89
V60	0	158	304	12
V61	119	10	34	81
V62	0	0	7	182
V63	164	171	55	27
V64	4	98	27	34
V65	0	0	6	28
V66	322	0	250	209
V67	116	0	3	45
V68	174	85	35	0
V69	4	0	11	107
V70	202	0	3	288
V71	9	77	124	26
V72	343	21	22	13
V73	221	12	257	8
V74	22	0	221	120
V75	12	17	0	4
V76	0	102	0	93
V77	22	168	106	50
V78	0	3	480	8
V79	8	0	0	166
V80	257	191	0	32
V81	0	209	0	67
V82	564	39	13	18
V83	502	115	240	10
V84	31	21	0	29
V85	36	126	146	13
V86	163	39	0	5
V87	0	291	36	8
V88	99	191	135	45
V89	195	0	229	25
V90	279	30	64	10
V91	0	137	14	0
V92	154	0	187	133
V93	0	211	136	7
V94	0	0	188	138
V95	86	5	22	126
V96	24	76	79	363
V97	249	106	66	0
V98	92	65	21	59
V99	6	4	2	80
V100	256	0	33	22
