Samples	ID83A	ID83B
V1	3.22E+00	3.22E+00
V2	1.27E+01	1.27E+01
V3	8.33E+00	8.33E+00
V4	1.30E+01	1.30E+01
V5	9.71E+00	9.70E+00
V6	4.45E+01	4.45E+01
V7	1.17E+01	1.17E+01
V8	9.38E+00	9.38E+00
V9	1.31E+01	1.31E+01
V10	6.04E+00	6.04E+00
V11	3.12E+01	3.12E+01
V12	6.54E+00	6.54E+00
V13	1.56E+01	1.56E+01
V14	7.76E+01	7.76E+01
V15	3.37E+00	3.37E+00
V16	6.82E+00	6.82E+00
V17	9.94E+00	9.94E+00
V18	1.70E+01	1.70E+01
V19	1.10E+01	1.09E+01
V20	1.40E+01	1.40E+01
V21	2.26E+01	2.26E+01
V22	3.38E+01	3.38E+01
V23	7.60E+00	7.60E+00
V24	3.62E+00	3.62E+00
V25	1.22E+01	1.22E+01
V26	7.22E+00	7.22E+00
V27	6.57E+00	6.57E+00
V28	8.98E-01	8.98E-01
V29	3.99E+01	3.99E+01
V30	5.99E+01	5.99E+01
V31	5.85E+00	5.85E+00
V32	8.70E+00	8.70E+00
V33	1.06E+01	1.06E+01
V34	2.32E+01	2.32E+01
V35	1.64E+01	1.64E+01
V36	1.84E+01	1.84E+01
V37	1.74E+01	1.74E+01
V38	6.04E+00	6.04E+00
V39	3.26E+00	3.26E+00
V40	9.56E+00	9.56E+00
V41	1.20E+01	1.20E+01
V42	1.20E+01	1.20E+01
V43	2.61E+01	2.61E+01
V44	1.81E+01	1.81E+01
V45	8.21E+00	8.21E+00
V46	8.67E+01	8.67E+01
V47	7.03E+00	7.03E+00
V48	7.66E+00	7.66E+00
V49	1.67E+01	1.67E+01
V50	5.44E+00	5.44E+00
V51	2.73E+01	2.73E+01
V52	1.53E+00	1.53E+00
V53	1.50E+01	1.50E+01
V54	1.88E+01	1.88E+01
V55	1.89E+01	1.89E+01
V56	1.46E+01	1.46E+01
V57	6.48E+00	6.48E+00
V58	8.99E+00	8.99E+00
V59	2.05E+01	2.05E+01
V60	8.13E+00	8.13E+00
V61	7.47E+00	7.47E+00
V62	8.00E+01	8.00E+01
V63	4.02E+01	4.02E+01
V64	2.44E+00	2.44E+00
V65	4.41E+01	4.41E+01
V66	6.63E+01	6.63E+01
V67	4.89E+01	4.89E+01
V68	9.60E+00	9.60E+00
V69	9.35E+01	9.35E+01
V70	1.28E+01	1.28E+01
V71	4.23E+01	4.23E+01
V72	1.09E+01	1.09E+01
V73	2.62E+01	2.62E+01
V74	2.74E+01	2.74E+01
V75	1.81E+01	1.81E+01
V76	8.07E+00	8.07E+00
V77	2.58E+01	2.58E+01
V78	4.54E+00	4.54E+00
V79	1.86E+01	1.86E+01
V80	2.53E+01	2.53E+01
V81	1.03E+01	1.03E+01
V82	6.28E+01	6.28E+01
V83	2.88E+01	2.88E+01
V84	5.34E+00	5.34E+00
V85	4.85E+00	4.85E+00
V86	3.79E+01	3.79E+01
V87	9.15E+00	9.15E+00
V88	2.95E+01	2.95E+01
V89	1.66E+01	1.66E+01
V90	5.57E+01	5.57E+01
V91	1.21E+01	1.21E+01
V92	1.90E+01	1.90E+01
V93	1.42E+01	1.42E+01
V94	2.11E+01	2.11E+01
V95	1.30E+01	1.30E+01
V96	1.12E+01	1.12E+01
V97	8.06E+00	8.06E+00
V98	4.81E+00	4.81E+00
V99	5.18E+00	5.20E+00
V100	1.30E+01	1.30E+01
