Samples	ID83A	ID83B
V1	36	38
V2	309	45
V3	83	125
V4	286	0
V5	92	101
V6	435	17
V7	199	0
V8	114	53
V9	67	72
V10	421	0
V11	211	7
V12	25	70
V13	173	0
V14	841	0
V15	20	314
V16	25	86
V17	179	39
V18	112	38
V19	46	104
V20	162	20
V21	299	13
V22	340	0
V23	0	271
V24	185	30
V25	0	322
V26	130	0
V27	38	302
V28	3	84
V29	179	117
V30	360	126
V31	53	48
V32	29	215
V33	178	45
V34	172	160
V35	93	509
V36	0	367
V37	132	31
V38	73	20
V39	39	11
V40	136	25
V41	298	130
V42	0	751
V43	368	98
V44	181	313
V45	164	33
V46	570	79
V47	87	35
V48	64	7
V49	149	16
V50	126	49
V51	195	180
V52	0	97
V53	157	12
V54	193	5
V55	0	297
V56	125	9
V57	141	134
V58	92	74
V59	0	633
V60	0	117
V61	308	0
V62	565	316
V63	562	86
V64	0	85
V65	308	98
V66	407	72
V67	425	18
V68	56	181
V69	894	24
V70	65	28
V71	319	117
V72	0	294
V73	120	122
V74	0	355
V75	319	24
V76	167	146
V77	465	0
V78	0	71
V79	0	385
V80	149	303
V81	55	117
V82	178	679
V83	164	71
V84	0	427
V85	68	21
V86	135	116
V87	38	188
V88	163	104
V89	179	151
V90	498	38
V91	124	93
V92	332	80
V93	113	31
V94	240	108
V95	137	56
V96	125	102
V97	66	30
V98	217	88
V99	54	88
V100	251	28
