Samples	ID83A	ID83B
V1	77	388
V2	470	117
V3	0	841
V4	210	0
V5	58	133
V6	509	169
V7	117	3
V8	0	461
V9	57	140
V10	201	0
V11	108	115
V12	65	373
V13	0	673
V14	0	330
V15	359	11
V16	0	260
V17	285	0
V18	137	0
V19	512	0
V20	64	82
V21	386	638
V22	90	162
V23	19	15
V24	283	9
V25	117	685
V26	186	121
V27	90	334
V28	657	11
V29	51	104
V30	166	151
V31	206	185
V32	44	57
V33	148	0
V34	58	196
V35	0	452
V36	31	350
V37	460	293
V38	274	663
V39	0	617
V40	379	43
V41	359	311
V42	285	0
V43	330	28
V44	343	112
V45	295	475
V46	0	499
V47	161	2
V48	155	224
V49	450	317
V50	597	77
V51	72	308
V52	212	124
V53	0	65
V54	378	56
V55	200	107
V56	161	0
V57	275	0
V58	395	2
V59	514	188
V60	483	0
V61	189	126
V62	136	158
V63	35	179
V64	0	570
V65	537	9
V66	80	166
V67	164	61
V68	44	45
V69	216	0
V70	135	490
V71	99	74
V72	687	148
V73	83	330
V74	37	116
V75	0	454
V76	207	61
V77	159	254
V78	350	1
V79	100	19
V80	95	98
V81	205	14
V82	736	0
V83	99	141
V84	1076	0
V85	268	471
V86	160	170
V87	696	284
V88	32	13
V89	278	121
V90	184	554
V91	121	0
V92	59	80
V93	0	424
V94	21	107
V95	76	27
V96	283	101
V97	414	123
V98	370	91
V99	24	0
V100	86	164
