Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	1.92E+00	9.55E-01	5.16E+00	4.67E+00	1.86E+00	1.89E+00	9.55E-01	3.93E+00	2.22E+00	8.38E+00
V2	3.45E+00	4.66E+00	8.66E+00	1.03E+00	2.30E+01	2.50E+01	6.22E+00	7.73E+00	0.00E+00	1.65E+01
V3	3.03E+00	3.94E+00	5.39E-01	3.87E+00	1.65E+01	1.67E+01	1.97E+00	7.28E+00	4.05E+00	2.36E+00
V4	2.64E+00	2.63E+00	5.54E+00	2.76E+00	2.10E+00	2.20E+00	8.62E-01	2.32E+00	8.03E-01	2.25E+00
V5	2.46E+00	2.55E+00	1.57E+00	4.53E+00	1.29E+01	9.34E+00	6.92E+00	1.42E+00	7.12E+00	2.30E+00
V6	4.02E+00	1.10E+00	8.02E+00	5.83E+00	2.04E+00	2.53E+00	4.16E+00	4.65E+00	4.66E+00	1.07E+01
V7	4.53E+01	1.86E+00	2.93E+00	7.92E-01	3.28E+00	2.41E+00	0.00E+00	1.96E+00	0.00E+00	4.53E+01
V8	1.75E+00	6.29E-01	1.77E+00	2.95E+00	0.00E+00	1.33E-01	2.54E+00	4.07E-01	3.13E+00	2.49E+00
V9	4.45E+00	9.78E-01	2.52E+01	1.79E+01	1.75E+00	2.51E+00	3.63E+00	1.31E+01	1.10E+01	4.69E+01
V10	3.12E+01	7.30E-01	0.00E+00	3.35E-01	1.21E+01	1.24E+01	1.51E+00	5.97E-01	7.30E-01	3.12E+01
V11	2.40E+00	0.00E+00	6.09E+00	9.49E+00	0.00E+00	1.00E-01	1.33E-01	4.15E+00	9.44E+00	2.03E+00
V12	2.20E+00	2.80E+00	7.16E-01	7.92E-01	1.53E+01	1.60E+01	5.14E+00	1.00E-01	5.53E+00	2.00E-01
V13	5.35E+00	2.19E+00	5.43E+00	1.48E+00	1.00E+00	2.34E+00	9.04E+00	4.88E+00	8.39E+00	5.18E+00
V14	0.00E+00	4.01E-01	6.11E+00	1.46E+01	2.97E+00	3.26E+00	7.13E+00	7.98E+00	1.01E+01	1.00E-01
V15	4.87E+00	7.93E+00	0.00E+00	4.53E-01	1.50E+00	7.30E-01	4.71E-01	4.00E-01	8.14E-01	7.43E+00
V16	3.79E+00	1.55E+00	3.76E+00	1.08E+00	5.81E-01	1.54E+00	4.11E+00	4.07E+00	4.70E+00	4.40E+00
V17	1.93E+00	1.19E+00	1.04E+00	1.22E+00	5.29E+00	6.71E+00	6.36E-01	4.77E-01	1.14E+00	1.29E+00
V18	6.46E-01	2.39E+00	3.35E-01	1.71E+00	0.00E+00	2.00E-01	0.00E+00	3.71E+00	1.86E+00	3.06E-01
V19	7.72E-01	1.40E+00	2.33E+00	1.49E+00	2.48E+00	2.40E+00	4.07E+00	2.09E+00	3.09E+00	1.19E+00
V20	2.32E+00	1.20E+00	2.95E+00	0.00E+00	0.00E+00	0.00E+00	1.09E+00	3.69E+00	4.22E-01	3.41E+00
V21	8.30E+00	1.13E+00	2.15E+00	1.14E+00	4.24E+00	4.25E+00	7.90E-01	1.09E+00	0.00E+00	7.44E+00
V22	9.92E-01	1.51E+00	0.00E+00	2.10E+00	4.22E+00	4.64E+00	6.74E+00	0.00E+00	6.37E+00	8.57E-01
V23	1.11E+00	1.84E+00	4.39E+00	6.59E+00	2.04E+00	3.25E+00	4.82E+00	5.24E+00	5.26E+00	2.06E+00
V24	0.00E+00	1.26E+01	5.48E+00	7.99E+00	5.42E-01	5.22E-01	3.00E-01	1.57E+01	6.05E-01	1.05E+01
V25	3.95E+00	3.27E-01	1.98E+00	1.33E+00	4.23E-01	4.16E-01	0.00E+00	8.03E-01	1.63E-01	3.56E+00
V26	1.80E+00	5.77E-01	2.91E+00	7.22E-01	2.21E-01	5.69E+00	2.08E+01	2.58E+00	2.09E+01	1.33E+00
V27	3.02E+01	5.84E+00	2.46E+00	3.29E+00	3.00E-01	1.65E+00	7.81E-01	5.68E+00	2.44E+00	2.93E+01
V28	6.80E-01	1.11E+00	7.18E-01	0.00E+00	0.00E+00	0.00E+00	1.33E-01	5.12E-01	0.00E+00	1.02E+00
V29	1.55E+01	1.92E+00	5.34E+00	7.89E+00	0.00E+00	2.21E-01	6.39E+00	6.54E+00	6.75E+00	1.27E+01
V30	4.52E+00	8.03E-01	6.46E-01	1.09E+00	0.00E+00	6.05E-01	9.21E-01	0.00E+00	1.15E+00	3.59E+00
V31	0.00E+00	5.12E-01	9.06E+00	1.02E+01	2.77E-01	3.47E+00	4.26E+00	8.13E+00	4.28E+00	0.00E+00
V32	3.51E+00	0.00E+00	4.91E+00	5.12E-01	8.03E-01	4.96E-01	2.67E-01	5.14E+00	7.52E-01	3.12E+00
V33	6.86E-01	2.60E-01	2.54E+00	5.07E+00	3.40E-01	2.04E+00	3.84E+00	3.76E+00	3.02E+00	8.59E-01
V34	4.28E-01	7.23E+00	3.08E+00	5.81E+00	7.52E+00	5.92E+00	1.95E+00	8.81E+00	6.87E+00	5.17E+00
V35	7.03E-01	2.93E+00	1.96E+00	7.41E+00	4.67E+00	3.64E+00	3.77E+00	5.11E+00	7.54E+00	9.00E-01
