NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.323	18.465	12.267	10.958	0.095	0.991	50000.0
2	50.723	18.835	12.095	11.186	0.099	0.991	50000.0
3	50.59	18.236	12.255	10.859	0.092	0.992	40000.0
4	51.322	19.062	12.194	11.409	0.098	0.99	40000.0
5	47.235	17.23	11.177	10.163	0.094	0.992	50000.0
6	48.181	17.292	11.352	10.297	0.091	0.992	60000.0
7	46.261	16.936	11.027	10.167	0.092	0.99	60000.0
8	45.213	16.489	10.727	10.03	0.091	0.99	40000.0
9	46.372	16.204	10.854	9.326	0.087	0.994	50000.0
10	49.838	17.891	12.131	10.57	0.095	0.991	40000.0
