NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	37.457	16.82	8.528	9.174	0.106	0.994	40000.0
2	37.957	17.117	8.477	9.73	0.108	0.992	50000.0
3	35.636	15.949	8.069	9.113	0.101	0.993	50000.0
4	40.008	18.498	9.407	10.913	0.113	0.99	60000.0
5	35.787	16.143	8.137	9.146	0.103	0.993	40000.0
6	40.381	18.427	9.806	10.99	0.113	0.991	70000.0
7	38.794	17.278	9.013	9.855	0.105	0.992	30000.0
8	39.188	17.569	9.454	10.429	0.107	0.991	40000.0
9	36.079	16.194	8.225	8.938	0.1	0.994	40000.0
10	36.558	16.511	8.523	9.455	0.104	0.993	40000.0
