NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	70.048	22.712	16.124	13.39	0.125	0.986	40000.0
2	70.826	22.12	16.083	12.866	0.118	0.988	20000.0
3	72.689	21.982	16.564	12.808	0.118	0.989	50000.0
4	70.746	21.988	16.183	12.706	0.121	0.989	40000.0
5	70.42	21.559	15.87	12.535	0.117	0.989	40000.0
6	69.703	21.604	16.047	12.561	0.114	0.989	30000.0
7	69.215	21.673	15.298	12.518	0.118	0.989	40000.0
8	67.839	21.647	15.505	12.744	0.119	0.988	30000.0
9	69.834	21.979	15.89	12.794	0.124	0.988	30000.0
10	69.316	22.307	15.934	13.308	0.121	0.987	40000.0
