MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	1.40E-46	6.47E-04	2.87E-03	3.77E-06	1.40E-46	5.42E-03	3.27E-02	6.83E-03	4.65E-03	2.74E-03	4.62E-03	2.17E-02	1.43E-02	6.76E-02	1.64E-02	1.58E-02
1:Del:C:1	6.31E-08	0.00E+00	1.96E-08	0.00E+00	0.00E+00	6.72E-04	4.55E-03	6.14E-03	2.28E-03	2.12E-03	9.72E-07	3.74E-02	4.47E-03	2.39E-07	4.02E-02	1.55E-02
1:Del:C:2	1.08E-07	1.31E-03	0.00E+00	3.48E-04	0.00E+00	1.05E-03	0.00E+00	1.58E-03	7.33E-04	1.54E-07	2.23E-03	7.58E-05	4.33E-03	2.78E-03	3.58E-04	6.93E-04
1:Del:C:3	2.20E-04	6.48E-04	1.78E-04	0.00E+00	0.00E+00	1.72E-03	1.78E-03	3.58E-03	2.32E-03	5.80E-04	2.29E-03	4.20E-03	5.33E-03	3.14E-03	7.64E-03	1.15E-03
1:Del:C:4	9.84E-05	1.30E-03	0.00E+00	8.06E-04	2.99E-04	9.05E-04	5.19E-03	0.00E+00	2.14E-03	6.02E-04	5.83E-03	3.57E-03	1.95E-04	1.67E-02	3.79E-03	7.91E-04
1:Del:C:5	2.97E-04	1.98E-03	1.28E-05	8.37E-04	5.69E-05	5.45E-04	1.88E-08	9.98E-04	4.30E-03	0.00E+00	5.90E-03	1.83E-03	0.00E+00	1.07E-03	2.32E-08	2.32E-02
1:Del:T:0	8.58E-04	2.73E-03	9.45E-04	4.45E-04	7.30E-04	1.32E-02	1.50E-02	7.13E-03	1.02E-02	5.99E-04	3.59E-02	2.45E-02	3.05E-02	1.32E-02	2.26E-02	1.04E-02
1:Del:T:1	3.13E-04	2.94E-06	4.47E-04	6.43E-04	3.21E-05	2.54E-03	1.90E-02	3.69E-03	3.62E-03	1.87E-03	2.10E-02	1.12E-02	2.28E-03	1.26E-02	1.82E-02	0.00E+00
1:Del:T:2	1.76E-03	1.30E-03	0.00E+00	1.57E-03	1.32E-02	1.46E-03	5.12E-03	4.08E-02	3.12E-03	4.66E-04	3.66E-02	8.07E-03	4.79E-02	9.59E-03	1.37E-02	1.07E-03
1:Del:T:3	6.02E-04	5.22E-03	2.80E-46	2.25E-03	2.02E-03	1.20E-03	4.38E-03	2.17E-03	5.85E-03	0.00E+00	2.08E-03	4.50E-02	5.90E-02	2.20E-02	3.90E-02	5.24E-03
