NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.049	17.479	10.872	11.4	0.093	0.989	50000.0
2	48.127	19.018	12.074	12.621	0.087	0.988	40000.0
3	44.506	17.147	11.006	11.11	0.086	0.991	50000.0
4	43.821	16.592	10.607	10.772	0.091	0.991	30000.0
5	46.82	18.248	11.512	11.714	0.094	0.991	90000.0
6	44.888	17.406	10.718	11.19	0.089	0.99	50000.0
7	45.524	17.881	11.148	11.89	0.093	0.989	60000.0
8	46.816	17.959	11.755	11.786	0.092	0.99	40000.0
9	44.432	17.196	10.754	11.108	0.092	0.991	50000.0
10	48.905	19.135	12.364	12.715	0.097	0.988	30000.0
