MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
1:Del:C:0	0.00E+00	1.09E-03	6.28E-04	1.64E-07	8.53E-03	2.06E-02	2.29E-02	3.62E-02	5.81E-04	3.76E-02	3.68E-03	1.25E-02	2.73E-02	6.19E-03
1:Del:C:1	7.53E-04	1.41E-03	7.56E-04	0.00E+00	7.22E-03	1.14E-02	3.49E-03	1.39E-02	6.44E-04	2.28E-02	2.30E-02	2.21E-02	1.85E-02	1.02E-02
1:Del:C:2	0.00E+00	0.00E+00	7.17E-04	4.38E-04	1.54E-03	8.16E-04	1.72E-04	1.23E-03	7.31E-04	2.81E-03	4.68E-03	1.02E-03	1.22E-03	5.01E-03
1:Del:C:3	2.62E-04	1.74E-04	1.34E-03	6.76E-04	2.32E-03	2.32E-03	5.54E-04	5.22E-03	5.23E-08	1.53E-02	7.65E-03	3.25E-02	8.26E-04	1.26E-02
1:Del:C:4	1.61E-08	5.14E-04	0.00E+00	1.16E-03	7.29E-04	3.31E-03	1.36E-05	1.08E-02	4.90E-03	9.50E-03	0.00E+00	3.67E-03	1.05E-02	1.78E-02
1:Del:C:5	2.72E-04	2.07E-04	5.08E-04	1.71E-03	3.86E-05	3.79E-04	5.19E-03	1.13E-03	4.36E-03	1.37E-03	4.09E-03	9.18E-04	0.00E+00	7.42E-03
1:Del:T:0	1.28E-03	0.00E+00	9.83E-04	1.99E-03	1.50E-02	1.56E-02	6.93E-03	2.19E-02	1.57E-03	4.20E-02	9.45E-03	2.30E-02	8.06E-03	6.79E-03
1:Del:T:1	3.03E-04	8.52E-04	8.72E-04	5.34E-05	2.66E-03	5.55E-03	2.43E-03	9.38E-03	1.82E-03	3.38E-02	2.97E-03	1.48E-02	5.95E-03	2.01E-02
1:Del:T:2	5.56E-04	1.94E-07	0.00E+00	3.61E-03	3.34E-04	1.14E-02	6.39E-03	9.62E-03	1.82E-03	2.20E-02	6.22E-03	3.91E-02	1.38E-02	2.62E-03
1:Del:T:3	0.00E+00	1.01E-03	1.05E-03	6.08E-03	2.58E-03	1.18E-02	1.41E-02	1.08E-02	6.14E-03	3.08E-02	5.99E-03	2.54E-02	4.94E-03	2.58E-02
