MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	1.14E-03	0.00E+00	8.84E-03	0.00E+00	8.32E-03	3.62E-02	2.30E-02	1.31E-02	3.54E-02	4.85E-03	1.53E-03	3.12E-02	3.07E-02	3.67E-02	2.39E-02	3.84E-03	6.09E-03
1:Del:C:1	5.98E-03	6.15E-04	1.92E-03	0.00E+00	2.67E-03	2.21E-02	6.82E-03	6.76E-03	1.67E-02	1.13E-02	3.98E-04	7.11E-03	2.41E-02	2.40E-02	1.59E-02	3.19E-02	9.08E-03
1:Del:C:2	2.00E-05	8.48E-05	1.60E-03	2.72E-07	4.99E-04	4.52E-03	2.26E-03	5.06E-03	2.25E-07	2.40E-03	0.00E+00	6.04E-04	4.14E-03	2.78E-06	6.45E-03	2.71E-03	1.07E-02
1:Del:C:3	6.66E-04	3.05E-04	5.38E-03	5.32E-04	1.44E-03	2.80E-03	5.84E-07	2.92E-03	9.41E-03	1.00E-03	8.63E-04	1.71E-02	1.67E-03	1.16E-02	8.95E-03	4.41E-04	1.24E-02
1:Del:C:4	6.35E-04	9.22E-05	1.54E-07	1.18E-03	2.48E-03	6.51E-03	1.15E-08	4.98E-04	1.33E-02	7.94E-04	1.26E-03	3.27E-04	2.31E-02	8.70E-03	2.82E-02	0.00E+00	6.34E-04
1:Del:C:5	1.65E-03	2.79E-04	0.00E+00	6.72E-03	4.11E-04	0.00E+00	0.00E+00	2.98E-03	1.02E-07	1.51E-03	5.76E-03	8.24E-04	3.14E-03	1.03E-02	1.76E-02	3.57E-03	4.05E-03
1:Del:T:0	1.35E-04	1.43E-03	5.40E-03	1.34E-03	5.90E-03	1.74E-02	4.33E-03	2.23E-03	2.37E-02	1.35E-02	3.83E-03	5.33E-03	2.47E-02	2.91E-02	1.92E-02	8.80E-03	6.58E-03
1:Del:T:1	9.28E-09	1.69E-07	0.00E+00	1.80E-03	2.41E-03	1.62E-02	1.60E-06	1.27E-07	9.15E-03	1.76E-03	5.13E-04	0.00E+00	2.70E-02	1.86E-02	2.37E-03	7.76E-03	1.26E-03
1:Del:T:2	0.00E+00	0.00E+00	3.74E-46	1.78E-03	1.28E-03	2.12E-02	6.17E-03	0.00E+00	2.05E-02	4.65E-03	3.25E-03	6.43E-03	3.24E-02	3.00E-02	6.65E-03	3.60E-03	5.65E-03
1:Del:T:3	1.07E-03	4.02E-04	3.78E-03	2.70E-03	0.00E+00	2.07E-02	4.57E-03	1.28E-03	1.43E-02	1.20E-03	3.66E-03	4.62E-03	5.35E-02	1.53E-02	1.47E-02	1.96E-02	3.42E-03
1:Del:T:4	1.09E-03	2.04E-04	1.34E-03	8.27E-03	2.18E-03	2.58E-02	1.87E-46	7.46E-03	1.93E-02	5.18E-03	7.21E-03	1.82E-02	3.34E-02	3.24E-02	1.20E-02	2.83E-02	3.10E-02
1:Del:T:5	1.87E-46	4.27E-08	9.71E-07	2.06E-02	1.64E-06	4.10E-07	3.87E-05	4.61E-03	2.71E-07	4.60E-02	5.00E-02	8.27E-03	1.95E-02	3.78E-06	9.94E-02	2.62E-02	1.74E-02
1:Ins:C:0	1.99E-08	3.14E-06	2.69E-05	2.04E-08	6.23E-04	1.23E-07	1.85E-07	3.70E-08	6.92E-08	4.11E-04	5.17E-05	1.34E-03	2.45E-08	1.45E-03	9.81E-04	1.81E-03	3.97E-07
1:Ins:C:1	3.54E-08	6.80E-08	1.12E-07	4.24E-08	5.94E-04	7.24E-08	1.69E-07	9.25E-08	1.40E-07	8.28E-04	1.50E-05	1.32E-03	4.97E-06	2.74E-07	6.97E-08	2.65E-04	8.98E-07
1:Ins:C:2	3.84E-05	1.62E-07	4.76E-07	2.87E-04	1.67E-04	2.94E-03	3.65E-07	2.24E-03	8.63E-08	5.23E-04	1.49E-04	1.94E-03	1.70E-07	2.32E-03	9.86E-04	9.24E-09	6.26E-04
1:Ins:C:3	3.90E-08	2.87E-08	1.55E-07	7.70E-05	4.33E-08	3.11E-08	5.05E-07	9.45E-08	9.95E-08	6.69E-08	2.00E-04	2.89E-04	1.89E-07	2.38E-07	1.42E-04	3.17E-04	2.66E-07
1:Ins:C:4	2.66E-04	2.74E-04	0.00E+00	1.74E-04	1.58E-03	4.18E-05	1.04E-02	1.15E-03	7.17E-05	3.51E-03	1.32E-03	4.32E-04	4.62E-03	3.62E-03	1.76E-03	1.12E-04	9.58E-03
1:Ins:C:5	3.12E-03	0.00E+00	2.68E-05	4.40E-03	0.00E+00	4.29E-04	0.00E+00	1.01E-02	2.63E-03	0.00E+00	5.83E-03	0.00E+00	6.02E-04	3.04E-03	2.05E-03	5.27E-03	5.32E-02
1:Ins:T:0	1.66E-03	2.05E-04	5.74E-04	4.49E-05	1.48E-03	5.25E-03	3.40E-03	1.51E-02	2.73E-03	1.51E-03	1.72E-07	8.99E-04	1.49E-02	1.33E-02	3.91E-03	5.07E-03	8.08E-03
1:Ins:T:1	4.39E-05	8.90E-09	2.15E-03	4.19E-08	1.04E-03	9.56E-03	9.13E-05	4.85E-03	3.20E-03	1.62E-03	7.09E-08	7.87E-07	1.34E-02	2.33E-02	1.77E-06	5.99E-08	3.02E-02
1:Ins:T:2	1.41E-08	4.86E-05	1.40E-07	7.38E-04	1.44E-04	1.39E-03	1.02E-05	7.55E-04	1.03E-03	6.09E-04	8.46E-04	7.88E-04	2.78E-04	3.18E-03	1.45E-03	4.52E-04	1.52E-03
1:Ins:T:3	3.36E-03	0.00E+00	2.97E-04	2.91E-08	5.79E-05	9.40E-04	1.35E-03	3.47E-03	7.79E-04	6.83E-04	2.63E-03	1.16E-03	2.69E-03	2.33E-03	5.73E-04	1.37E-03	1.29E-02
1:Ins:T:4	1.94E-03	0.00E+00	1.72E-03	2.24E-04	3.35E-04	1.18E-04	0.00E+00	1.92E-02	4.21E-03	1.22E-04	2.96E-03	4.92E-07	2.35E-03	2.63E-03	1.83E-03	0.00E+00	1.92E-02
1:Ins:T:5	1.29E-02	4.39E-04	1.10E-02	2.18E-03	9.06E-03	8.87E-04	1.09E-03	6.49E-02	1.38E-07	2.98E-02	7.99E-08	2.60E-02	5.53E-46	1.55E-02	6.28E-02	7.56E-02	7.77E-02
2:Del:R:0	1.17E-03	7.44E-05	2.37E-03	0.00E+00	1.27E-03	2.68E-03	9.65E-04	2.03E-04	1.37E-03	5.68E-03	3.09E-03	2.28E-03	1.90E-02	1.60E-02	6.49E-03	2.15E-03	4.81E-03
2:Del:R:1	7.45E-04	0.00E+00	9.77E-08	2.93E-03	3.75E-03	7.12E-04	0.00E+00	7.14E-03	4.91E-03	6.05E-03	1.53E-03	2.66E-03	6.64E-03	3.05E-02	8.61E-03	1.69E-03	1.33E-02
2:Del:R:2	7.09E-05	2.68E-08	7.33E-04	8.20E-04	8.26E-08	1.42E-05	1.16E-08	1.64E-03	1.37E-04	5.07E-04	1.99E-03	1.97E-08	1.59E-04	2.03E-03	7.12E-04	6.77E-04	1.30E-03
2:Del:R:3	4.99E-05	2.46E-08	3.11E-08	1.18E-04	1.13E-04	5.30E-08	2.09E-07	7.96E-04	5.74E-07	3.54E-04	2.37E-04	2.56E-07	1.73E-07	1.76E-04	2.10E-03	1.61E-04	9.13E-06
2:Del:R:4	1.06E-08	1.64E-08	1.78E-04	1.20E-07	2.57E-04	1.54E-07	4.02E-04	6.62E-08	1.73E-07	3.85E-04	1.33E-07	2.67E-04	1.39E-03	1.98E-03	5.83E-04	7.92E-04	2.26E-03
2:Del:R:5	4.23E-08	1.77E-08	5.19E-08	5.67E-08	1.57E-04	6.13E-08	4.10E-07	1.68E-07	1.25E-07	3.92E-04	8.40E-08	1.61E-04	3.20E-07	9.32E-06	6.92E-08	3.50E-04	2.60E-07
3:Del:R:0	2.98E-09	3.61E-07	6.56E-03	2.17E-05	2.79E-03	1.17E-03	4.72E-03	1.75E-08	1.20E-04	3.16E-03	1.70E-04	1.67E-03	1.41E-03	3.45E-03	3.71E-03	1.36E-02	5.43E-03
3:Del:R:1	2.51E-03	4.01E-08	1.69E-07	1.36E-03	7.17E-04	1.93E-03	0.00E+00	3.05E-03	0.00E+00	2.35E-03	1.60E-03	2.38E-03	4.44E-03	8.73E-03	2.90E-03	3.53E-03	3.91E-02
3:Del:R:2	5.92E-08	2.59E-08	8.79E-03	4.69E-04	7.05E-03	1.59E-07	5.04E-02	1.48E-07	2.19E-03	0.00E+00	3.54E-04	5.40E-04	2.78E-04	1.77E-03	1.78E-03	1.04E-01	3.52E-03
3:Del:R:3	9.37E-05	9.26E-05	1.35E-08	1.71E-04	7.07E-04	8.21E-06	1.60E-07	7.48E-04	9.86E-08	5.68E-04	2.44E-04	8.07E-04	2.95E-04	0.00E+00	4.98E-03	9.15E-04	1.89E-03
3:Del:R:4	2.62E-08	8.17E-09	5.16E-08	4.04E-08	4.57E-08	7.38E-08	3.90E-07	1.45E-07	1.27E-07	8.94E-08	7.99E-08	1.06E-07	3.05E-07	4.02E-07	1.32E-07	3.57E-07	3.98E-07
3:Del:R:5	2.62E-08	8.17E-09	5.16E-08	4.04E-08	4.57E-08	7.38E-08	3.90E-07	1.45E-07	1.27E-07	8.94E-08	7.99E-08	1.06E-07	3.05E-07	4.02E-07	1.32E-07	3.57E-07	3.98E-07
4:Del:R:0	0.00E+00	2.54E-08	0.00E+00	3.22E-04	1.12E-03	2.05E-04	1.66E-03	2.14E-03	4.72E-04	1.97E-03	3.03E-03	1.04E-03	8.94E-04	1.54E-03	4.62E-03	1.99E-03	2.21E-04
4:Del:R:1	1.02E-04	1.02E-08	9.28E-09	3.50E-04	5.30E-04	2.16E-03	0.00E+00	9.21E-04	2.39E-03	1.22E-04	1.52E-03	2.80E-03	1.07E-02	1.16E-02	1.34E-03	2.79E-06	7.74E-03
4:Del:R:2	0.00E+00	0.00E+00	3.14E-04	3.99E-04	6.16E-05	1.69E-04	1.24E-03	1.51E-09	3.48E-04	4.65E-05	6.49E-04	2.93E-04	2.47E-03	6.19E-04	1.99E-03	1.07E-03	9.39E-08
4:Del:R:3	3.56E-08	2.80E-06	2.52E-04	4.52E-08	1.33E-04	4.90E-08	7.96E-08	8.09E-08	9.31E-08	4.62E-04	7.17E-08	1.70E-04	2.03E-03	3.09E-06	5.63E-08	1.69E-04	4.67E-04
4:Del:R:4	3.31E-08	3.25E-08	5.86E-08	3.27E-08	8.82E-05	3.53E-07	1.20E-07	1.18E-07	1.99E-07	1.38E-04	8.08E-08	2.32E-06	6.66E-07	2.64E-04	1.96E-07	1.75E-04	2.71E-07
4:Del:R:5	2.89E-08	2.33E-08	4.95E-08	9.76E-05	4.82E-08	6.18E-08	1.08E-07	1.50E-07	1.27E-07	8.33E-08	1.19E-04	9.88E-08	1.91E-04	4.36E-07	1.27E-07	3.60E-07	2.68E-07
5:Del:R:0	3.01E-08	1.40E-46	8.94E-03	1.23E-07	2.20E-02	1.69E-06	7.40E-03	7.76E-04	9.71E-04	3.28E-02	4.26E-03	7.49E-02	4.31E-46	2.20E-02	2.47E-07	3.09E-02	6.71E-03
5:Del:R:1	5.47E-09	5.60E-08	8.43E-05	1.45E-03	1.45E-04	6.40E-04	1.64E-04	1.00E-08	1.17E-03	1.22E-03	3.48E-03	2.51E-03	1.36E-06	6.85E-03	2.03E-03	3.99E-04	1.08E-07
5:Del:R:2	2.53E-08	4.27E-08	1.78E-07	6.15E-08	2.71E-08	3.23E-04	5.19E-04	3.83E-03	8.19E-04	2.17E-08	2.86E-04	1.42E-05	2.97E-03	2.94E-03	3.48E-04	5.04E-04	2.72E-04
