Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	0	195	5	0	0	0	5	0	0	6	8	0	4	0	0	0	2	14	5	0
V2	308	1	0	15	124	178	17	0	166	0	63	0	52	13	0	0	0	28	0	0
V3	10	54	25	17	3	0	32	14	24	4	0	11	0	9	7	0	8	16	0	0
V4	11	1	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
V5	28	0	3	0	33	0	19	16	0	0	0	7	0	10	0	1	0	0	15	0
V6	46	1	3	7	49	103	11	0	0	25	0	3	12	21	0	6	5	0	0	7
V7	37	0	153	14	39	2	3	0	44	73	0	21	1	0	0	0	7	0	0	0
V8	7	138	10	27	2	86	1	2	0	32	39	22	7	0	17	36	0	0	18	0
V9	168	0	2	108	100	0	11	22	10	0	0	1	0	31	14	10	16	0	0	3
V10	5	14	2	107	23	36	59	34	8	0	6	1	3	19	12	0	1	0	0	1
V11	63	6	23	0	42	2	0	0	0	10	0	1	9	8	0	0	0	0	0	0
V12	0	30	0	0	1	7	4	3	0	0	1	0	11	0	9	0	2	0	0	0
V13	32	16	88	0	21	8	2	2	22	32	0	28	4	3	2	12	0	0	3	1
V14	0	38	6	2	1	11	55	14	3	0	1	3	0	0	16	5	0	13	0	0
V15	37	3	5	0	10	30	0	0	0	0	12	3	5	4	2	1	3	2	14	1
V16	16	22	0	239	0	0	0	20	0	0	0	3	0	0	6	0	5	0	0	10
V17	0	64	7	3	0	0	25	20	0	18	4	16	0	1	10	0	3	1	0	0
V18	0	2	7	0	0	12	85	41	0	5	0	9	0	0	16	25	0	0	0	0
V19	1	0	1	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0
V20	20	108	39	6	2	0	0	2	0	3	0	7	0	0	0	0	0	8	0	6
V21	35	104	0	34	4	0	64	27	0	0	8	0	2	8	13	2	6	4	0	0
V22	0	24	10	19	6	0	0	0	2	0	4	12	0	4	0	0	4	0	5	0
V23	126	19	160	8	74	0	0	0	8	0	0	42	0	4	0	0	10	0	6	0
V24	7	5	0	65	0	3	31	28	0	0	10	0	5	6	13	0	0	16	0	0
V25	66	11	13	3	24	0	2	0	21	12	0	0	0	5	0	0	1	0	0	0
V26	13	0	173	34	12	0	20	4	0	0	0	57	0	6	0	0	1	0	0	0
V27	146	0	0	7	94	0	29	0	4	0	0	0	0	22	0	0	13	0	0	0
V28	10	9	2	13	0	18	6	0	10	0	0	0	5	2	10	4	6	0	0	0
V29	2	36	0	61	0	3	0	12	0	0	0	6	6	6	6	15	3	0	0	1
V30	6	1	4	23	6	4	53	0	7	0	0	0	2	0	16	0	0	1	0	0
V31	4	92	0	71	0	0	0	0	0	0	0	0	0	0	4	0	2	0	23	5
V32	195	4	0	0	83	0	0	0	27	0	0	0	0	43	0	0	4	0	0	0
V33	10	7	4	15	1	0	9	14	15	0	4	0	2	12	0	0	0	0	1	0
V34	2	33	0	0	2	19	12	27	6	0	0	0	3	0	21	17	0	0	0	0
V35	0	1	0	19	1	30	3	2	0	0	0	0	0	5	0	0	2	0	0	3
V36	9	78	6	5	0	0	37	72	0	0	0	0	0	3	8	0	1	0	0	0
V37	45	67	19	13	31	0	0	0	21	20	0	32	5	0	0	0	1	0	0	0
V38	121	0	2	12	63	12	0	0	25	3	0	0	4	29	0	0	0	7	0	0
V39	17	79	57	9	0	3	9	3	0	0	11	9	0	13	0	0	2	0	1	0
V40	2	54	0	31	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1
V41	40	0	52	98	13	0	0	0	0	26	0	22	0	0	0	0	8	0	0	0
V42	102	29	0	36	62	20	0	0	34	0	2	0	4	0	0	0	4	0	2	4
V43	26	24	3	1	0	12	0	0	0	8	13	1	4	0	3	0	1	0	1	0
V44	1	0	21	1	0	2	103	12	29	0	0	0	0	14	21	0	0	0	0	0
V45	22	33	0	7	21	0	29	0	6	0	0	0	0	0	7	2	4	5	0	6
V46	63	0	70	8	67	9	0	0	2	45	0	4	0	0	0	0	7	0	0	0
