NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.255	16.646	12.338	10.054	0.081	0.992	40000.0
2	52.672	16.625	12.459	10.284	0.077	0.992	50000.0
3	51.045	15.716	12.013	9.461	0.075	0.993	50000.0
4	51.328	15.96	11.8	9.47	0.078	0.994	70000.0
5	55.448	17.066	12.914	10.272	0.079	0.993	50000.0
6	53.366	16.81	12.706	10.035	0.078	0.993	60000.0
7	52.719	16.5	12.172	10.079	0.078	0.992	50000.0
8	51.769	16.575	11.928	10.164	0.079	0.992	30000.0
9	52.971	16.794	12.455	10.336	0.078	0.992	90000.0
10	52.605	17.181	12.692	10.971	0.084	0.99	70000.0
