NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.644	16.361	10.05	9.601	0.092	0.994	60000.0
2	41.606	15.899	9.865	9.314	0.094	0.994	60000.0
3	38.954	14.541	9.275	8.408	0.086	0.995	40000.0
4	42.055	16.237	10.009	9.766	0.097	0.993	30000.0
5	39.153	14.438	9.385	8.449	0.088	0.995	70000.0
6	40.908	15.487	9.962	9.37	0.092	0.994	30000.0
7	42.194	16.077	9.848	9.262	0.094	0.994	40000.0
8	40.917	15.524	9.669	9.047	0.094	0.994	90000.0
9	41.448	15.68	10.097	9.444	0.091	0.994	60000.0
10	43.98	16.539	10.543	9.587	0.095	0.994	50000.0
