NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	153.516	43.958	48.925	34.668	0.266	0.903	20000.0
2	153.859	43.637	48.963	34.283	0.26	0.907	20000.0
3	152.867	43.065	48.305	33.944	0.254	0.906	20000.0
4	178.992	51.097	64.407	41.298	0.291	0.885	30000.0
5	155.328	43.519	48.544	34.105	0.257	0.906	20000.0
6	152.825	42.755	48.904	33.998	0.256	0.906	20000.0
7	152.435	43.033	47.896	33.809	0.258	0.907	20000.0
8	175.633	48.666	56.861	37.908	0.287	0.898	20000.0
9	152.512	43.497	48.331	33.838	0.266	0.907	40000.0
10	153.123	43.048	48.67	33.611	0.255	0.909	20000.0
