Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	30	0	0	11	0	15	40	4	22	0	0
V2	0	49	100	63	6	0	24	16	5	0	0
V3	0	22	21	85	0	21	23	5	0	4	0
V4	5	31	24	4	0	0	0	0	7	0	1
V5	166	45	23	0	32	0	4	6	0	0	12
V6	188	166	17	84	0	4	20	109	0	17	0
V7	76	208	0	21	57	36	0	18	54	0	0
V8	72	52	0	12	50	0	1	29	26	0	0
V9	12	31	0	2	6	15	13	0	13	7	0
V10	12	35	1	0	16	5	0	0	47	0	16
V11	26	1	66	0	21	26	10	4	30	4	0
V12	9	103	75	20	141	70	0	46	19	19	16
V13	8	76	0	7	7	27	38	0	14	29	19
V14	309	1	45	9	94	3	16	14	11	26	30
V15	0	1	72	11	100	0	2	0	4	0	6
V16	105	17	59	28	63	0	1	20	0	22	0
V17	0	35	26	0	1	33	25	0	8	29	30
V18	0	113	68	0	0	0	24	34	0	0	0
V19	17	45	49	54	39	0	0	2	0	46	0
V20	43	0	12	0	49	33	4	8	0	0	15
V21	15	0	34	14	6	105	5	11	14	0	0
V22	0	7	7	45	50	76	8	2	0	2	0
V23	2	31	6	0	9	1	2	33	0	5	6
V24	132	113	41	0	67	42	43	128	7	0	0
V25	296	150	0	0	46	176	18	0	131	0	0
V26	4	0	10	0	7	99	39	0	0	18	0
V27	23	0	17	1	49	14	10	0	21	0	21
V28	149	3	0	3	20	8	0	20	18	0	15
V29	52	4	2	56	19	40	86	17	14	0	0
V30	151	82	2	23	41	52	6	3	23	14	101
V31	31	0	28	218	0	46	0	26	24	10	2
V32	63	167	62	0	0	54	2	71	42	0	7
V33	10	29	30	11	211	1	0	21	27	57	0
V34	88	30	34	10	105	27	0	62	0	41	13
V35	31	161	94	0	0	14	0	0	4	23	5
V36	118	0	48	172	0	0	106	12	0	0	0
V37	7	2	1	0	13	13	0	0	0	0	0
V38	78	35	19	24	6	0	25	22	0	1	1
V39	69	11	9	71	12	0	6	19	0	3	21
V40	5	6	33	108	88	16	117	8	0	12	0
V41	4	3	39	2	1	0	14	0	1	0	0
V42	3	0	2	0	25	12	2	1	0	0	0
V43	0	0	9	0	13	27	9	7	0	4	14
V44	49	17	7	19	7	77	39	2	6	8	0
V45	236	131	294	0	14	0	0	61	36	0	0
V46	0	80	4	3	87	7	7	29	9	36	0
V47	5	19	3	43	56	15	8	0	0	0	0
V48	0	7	11	65	6	48	22	4	0	0	19
V49	1	21	101	14	1	7	11	0	0	0	0
V50	16	226	24	0	14	8	0	29	8	0	5
V51	6	8	4	33	0	2	1	0	24	4	2
V52	101	10	4	128	12	0	40	16	16	36	0
V53	26	0	0	137	15	0	108	0	14	0	0
V54	2	1	1	0	108	60	12	3	0	0	23
V55	38	2	50	0	2	8	3	4	20	4	0
V56	1	73	51	0	0	173	18	50	29	0	0
V57	14	18	25	148	109	66	98	0	27	0	11
V58	6	0	0	0	33	0	0	0	13	0	0
V59	38	18	83	125	41	0	99	3	5	62	0
V60	34	58	9	0	7	19	36	0	1	3	5
V61	0	0	221	225	62	0	42	0	1	78	0
V62	15	302	0	0	56	6	8	0	13	0	0
V63	87	0	30	0	10	108	15	6	63	0	0
V64	5	0	62	173	87	0	123	0	0	61	0
V65	144	7	279	0	57	4	0	42	0	7	20
V66	4	0	58	36	82	4	23	0	0	0	0
V67	50	52	2	0	52	0	10	0	0	7	13
V68	9	211	5	11	14	0	0	28	16	0	0
V69	135	17	97	17	12	3	0	8	16	5	0
V70	17	5	6	3	0	219	6	2	0	0	23
V71	0	55	36	10	6	35	76	40	0	30	83
V72	35	6	123	0	3	43	7	0	20	7	0
V73	9	48	79	39	142	0	24	15	0	54	0
V74	68	0	53	3	4	8	5	0	0	0	1
V75	117	184	100	0	39	7	0	35	0	5	2
V76	0	73	47	0	15	14	0	24	1	0	25
V77	8	0	20	12	4	71	0	3	0	0	0
V78	1	0	0	297	12	59	17	0	8	100	0
V79	41	167	3	8	0	0	4	14	0	0	6
V80	44	97	24	24	0	44	30	48	57	0	0
V81	27	198	55	75	8	24	0	36	38	16	0
V82	1	130	114	39	23	0	49	50	0	14	0
V83	205	0	17	14	0	2	19	16	131	0	0
V84	9	23	0	309	3	0	83	1	0	78	0
V85	26	43	14	29	35	114	7	32	0	4	0
V86	4	98	3	0	1	13	5	24	0	22	0
V87	19	0	31	71	6	3	65	2	10	18	0
V88	30	113	0	24	0	4	32	4	2	10	0
V89	99	94	319	5	0	2	30	27	0	0	0
V90	16	11	2	17	1	50	5	12	0	0	38
V91	29	27	3	0	26	4	12	11	0	31	23
V92	39	56	18	14	69	23	0	42	41	5	21
V93	37	26	179	41	5	0	22	9	2	27	6
V94	1	106	145	8	0	72	18	0	20	41	11
V95	7	45	184	14	9	7	15	31	0	0	0
V96	177	18	152	21	17	0	0	10	0	1	18
V97	4	28	0	13	0	7	1	33	14	0	0
V98	0	118	58	0	21	54	9	89	3	0	22
V99	502	3	82	0	56	44	10	3	0	0	0
V100	0	25	4	0	0	13	2	0	1	16	1
