Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	5	41	235	103	124	69	37	0	53	0	0	22	6	10	1	31	9	0	0	0
V2	9	25	2	0	3	1	5	1	0	16	2	0	1	0	0	0	0	1	2	11
V3	301	65	15	3	0	0	4	4	0	6	4	1	15	5	0	3	0	0	8	10
V4	2	24	0	3	101	63	3	0	103	57	0	8	47	5	0	3	0	0	0	0
V5	9	48	2	2	28	19	1	35	3	26	5	2	15	0	0	7	0	3	11	24
V6	17	19	142	38	0	0	21	48	2	22	3	0	27	7	8	19	37	0	0	0
V7	35	13	51	9	0	1	1	17	0	28	4	0	8	4	4	0	8	4	4	0
V8	23	10	93	150	11	4	59	0	4	0	9	29	1	51	9	18	10	0	0	0
V9	221	94	168	120	0	0	71	0	1	1	18	4	7	0	2	3	11	0	9	0
V10	270	11	46	27	1	0	17	0	0	0	0	0	0	3	2	4	0	7	13	0
V11	35	2	6	6	69	13	3	0	13	8	4	1	1	1	0	5	0	1	6	0
V12	1	34	2	2	42	10	5	0	12	0	0	4	0	1	6	1	0	0	0	0
V13	4	24	4	2	14	14	4	39	0	15	5	2	1	2	1	3	0	0	4	0
V14	4	23	1	0	9	14	0	0	19	0	0	3	0	8	0	0	0	0	0	0
V15	2	84	80	35	0	0	3	18	2	34	7	0	12	0	0	2	10	0	2	0
V16	40	0	2	2	19	5	0	0	13	0	0	0	0	0	0	1	0	0	4	0
V17	37	52	33	15	0	4	7	2	0	0	0	8	0	6	11	1	8	10	3	0
V18	45	0	2	1	1	0	10	9	0	10	15	5	26	2	3	2	0	0	2	0
V19	68	28	73	56	4	4	16	5	0	6	12	3	0	10	0	4	6	0	1	6
V20	6	25	23	2	20	32	16	105	15	70	53	3	77	0	0	15	3	0	0	0
V21	22	131	2	2	123	191	6	5	19	0	12	0	2	13	7	1	0	8	0	1
V22	3	2	6	11	47	84	0	0	25	0	0	2	3	7	1	0	3	0	0	0
V23	3	7	1	3	2	8	60	27	7	17	32	26	17	21	32	11	7	0	0	21
V24	2	19	41	10	14	6	5	18	0	42	9	1	0	0	7	9	26	0	2	0
V25	0	0	18	9	23	25	0	1	5	2	0	0	2	0	0	1	3	0	0	0
V26	68	12	29	6	33	30	1	2	13	0	7	3	0	11	2	0	3	10	5	0
V27	3	0	1	1	71	46	0	0	61	0	0	0	0	0	0	1	0	0	0	0
V28	0	9	28	25	3	7	22	0	7	1	3	16	0	0	0	1	3	0	0	0
V29	0	20	0	1	83	165	4	0	35	0	0	0	0	3	10	3	0	0	0	0
V30	18	79	5	1	50	42	62	0	25	0	0	35	6	24	25	8	0	5	1	0
V31	40	7	14	19	1	4	20	0	0	0	15	14	0	3	4	12	0	11	24	0
V32	5	0	11	10	12	6	68	0	11	0	0	16	0	19	26	10	3	0	0	0
V33	0	14	234	163	52	42	1	36	32	10	0	1	13	0	0	5	88	0	0	0
V34	5	13	5	85	9	63	3	0	42	0	0	2	4	0	3	3	6	0	2	0
V35	13	9	10	3	34	25	18	0	36	0	7	0	3	4	5	5	0	0	0	0
V36	1	2	8	16	111	87	4	0	0	0	0	5	0	2	8	5	0	0	0	0
V37	72	0	35	18	21	7	12	21	8	35	11	5	3	0	6	1	0	3	5	0
V38	107	8	15	16	0	1	81	18	0	0	20	18	13	7	36	1	0	0	0	0
V39	5	55	21	16	2	4	4	0	2	0	0	4	0	7	11	0	0	0	0	0
V40	2	63	11	3	27	25	1	15	16	5	0	3	5	1	9	1	0	0	3	0
V41	22	7	1	1	17	9	15	19	17	0	13	0	1	35	0	4	0	0	1	0
V42	104	13	8	0	17	8	36	37	0	63	0	1	21	1	7	11	0	19	0	0
V43	59	65	100	37	8	6	31	46	4	2	3	55	28	10	35	17	0	0	7	0
V44	30	49	17	1	36	21	32	43	2	39	18	7	0	34	0	17	0	21	0	21
V45	12	11	4	8	14	9	0	0	5	2	2	0	7	1	1	0	0	0	9	0
V46	0	34	29	42	0	0	1	0	0	0	0	15	0	0	6	0	6	0	0	0
V47	83	29	26	21	20	13	23	22	0	40	9	0	20	19	5	10	12	30	14	0
V48	0	0	5	2	10	14	64	7	0	8	6	10	2	20	32	12	1	0	0	0
V49	521	32	15	24	2	12	5	50	6	6	0	0	31	13	0	6	5	0	9	0
V50	64	0	0	1	0	0	1	1	0	2	0	0	1	0	0	0	0	14	0	0
V51	22	69	52	15	0	2	0	5	0	2	4	2	4	6	0	1	0	5	2	0
V52	9	4	24	13	19	34	16	66	18	18	0	1	19	0	0	5	0	0	0	3
V53	134	1	1	6	13	21	0	0	25	1	0	3	2	0	0	3	0	14	19	0
V54	10	128	13	4	48	71	0	0	93	0	0	10	0	0	0	0	0	0	6	0
V55	244	0	0	11	0	4	103	0	0	0	19	7	0	18	0	17	4	9	0	0
V56	5	188	3	4	5	13	1	0	18	0	0	3	1	9	0	0	0	0	15	0
V57	32	43	83	24	0	7	22	28	14	24	0	10	3	16	5	9	2	7	0	0
V58	50	78	1	2	47	29	1	0	49	0	0	10	0	5	12	0	0	0	0	0
V59	5	1	54	64	2	6	0	18	37	27	35	0	13	2	0	1	2	0	4	0
V60	60	3	13	10	54	91	0	0	76	0	0	5	3	2	0	0	8	0	0	0
V61	0	50	20	4	4	2	25	80	0	30	0	20	7	3	0	14	0	9	1	0
V62	77	45	16	18	2	12	5	13	4	9	0	9	1	6	0	4	13	11	16	0
V63	47	46	9	22	3	6	33	6	0	2	6	13	6	0	18	1	0	0	5	0
V64	77	0	83	19	4	0	1	0	0	0	0	0	3	0	0	0	21	15	1	0
V65	0	353	13	6	2	0	7	0	0	0	0	10	1	8	6	0	3	2	8	11
V66	3	171	2	4	0	0	20	16	0	25	8	5	8	25	16	3	0	1	6	0
V67	2	135	0	1	0	0	74	9	0	8	12	15	0	11	17	2	3	3	0	2
V68	36	1	7	7	39	9	1	0	55	0	0	0	0	1	3	1	7	0	0	0
V69	65	49	39	31	0	0	62	0	0	0	39	42	0	33	8	22	2	0	2	0
V70	51	127	3	3	0	0	4	0	0	0	0	32	0	1	0	1	0	15	6	0
V71	7	6	26	37	0	4	53	29	4	43	45	33	38	8	19	29	16	0	0	0
V72	130	1	1	2	7	8	0	0	23	3	4	2	3	0	2	1	0	16	10	0
V73	20	82	20	11	28	33	5	0	34	0	0	5	0	0	0	3	0	0	0	0
V74	37	5	5	17	2	3	49	3	0	0	16	23	2	11	27	24	3	0	1	0
V75	83	62	13	4	0	1	0	30	0	12	0	3	9	0	4	0	0	12	12	0
V76	45	6	62	59	0	1	3	0	0	0	0	0	0	0	6	2	20	0	0	0
V77	61	0	1	3	7	4	25	10	4	9	10	19	2	2	0	6	4	5	2	1
V78	12	19	11	11	0	0	3	0	0	0	0	0	0	1	4	2	4	0	2	0
V79	42	42	64	91	0	0	42	1	0	2	17	0	1	2	23	51	1	0	4	0
V80	2	23	3	5	2	5	28	0	6	2	0	7	0	7	2	5	0	1	0	0
V81	87	3	7	6	8	15	0	47	29	53	0	0	5	0	0	1	0	9	5	0
V82	7	4	14	10	0	3	5	8	0	2	6	0	2	0	0	1	8	0	0	0
V83	39	4	1	5	26	24	0	8	17	0	1	1	0	0	1	4	0	0	3	0
V84	53	4	73	10	47	10	1	28	13	15	0	0	15	12	0	0	7	23	3	0
V85	258	32	31	13	5	7	11	0	0	0	22	0	2	4	11	0	0	28	10	0
V86	60	188	3	9	20	19	55	46	10	16	55	9	24	23	4	9	7	12	8	0
V87	89	152	82	38	2	0	10	0	3	0	0	7	0	0	4	1	0	18	9	23
V88	4	29	26	42	45	70	13	0	65	20	12	3	2	6	0	1	7	0	0	0
V89	25	0	1	0	15	17	22	1	0	2	7	0	8	10	30	10	0	0	0	0
V90	43	3	128	39	8	1	22	8	0	17	21	11	10	2	1	6	20	0	0	0
V91	19	7	39	34	0	0	0	4	0	6	10	0	1	0	3	3	0	0	0	0
V92	142	0	37	19	5	9	24	4	4	4	5	0	19	3	0	5	18	9	14	0
V93	0	0	114	23	4	10	57	7	12	19	15	17	3	19	26	24	20	0	0	0
V94	67	17	6	20	0	2	0	0	0	0	0	3	0	1	2	0	13	24	0	0
V95	34	146	2	6	69	62	1	4	6	16	7	0	3	21	11	2	0	0	14	0
V96	58	76	7	7	0	3	28	26	4	1	26	7	11	22	0	5	0	0	6	0
V97	29	3	95	25	13	8	6	11	1	15	0	0	10	5	0	0	0	11	8	0
V98	8	27	9	8	7	5	83	41	4	28	3	28	18	16	4	18	0	0	0	31
V99	0	169	5	3	0	0	4	15	0	16	0	10	16	14	0	1	0	0	3	0
V100	3	44	26	6	20	9	1	71	0	40	20	1	18	5	2	2	0	0	0	0
