NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	53.637	19.535	12.944	12.137	0.098	0.989	60000.0
2	51.794	18.626	12.292	11.391	0.096	0.991	70000.0
3	55.702	20.073	13.38	12.14	0.104	0.991	80000.0
4	55.014	20.324	13.298	12.541	0.103	0.989	40000.0
5	52.784	19.042	12.775	11.814	0.097	0.99	80000.0
6	53.614	19.194	12.92	11.547	0.096	0.991	40000.0
7	52.338	18.563	12.505	10.983	0.095	0.992	50000.0
8	53.582	19.637	12.77	11.902	0.103	0.99	60000.0
9	53.856	19.355	12.993	11.841	0.1	0.991	40000.0
10	53.024	19.093	12.741	11.625	0.097	0.991	70000.0
