NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	49.47	18.0	11.81	11.125	0.106	0.991	50000.0
2	49.242	18.789	11.915	12.321	0.11	0.987	100000.0
3	47.306	17.915	10.809	11.075	0.108	0.991	70000.0
4	46.851	17.637	10.868	10.656	0.106	0.992	30000.0
5	48.739	18.327	11.806	11.736	0.104	0.989	30000.0
6	47.363	17.317	10.977	10.667	0.101	0.992	40000.0
7	47.534	18.086	11.125	11.187	0.106	0.99	50000.0
8	49.718	18.813	11.987	12.317	0.105	0.986	50000.0
9	46.801	17.713	10.975	11.519	0.102	0.988	50000.0
10	49.541	18.357	12.027	11.707	0.106	0.99	50000.0
