Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	24	27	82	156	10	7	0	25	4	14	12	0	0	0
V2	47	88	87	5	405	134	37	63	12	8	0	2	0	0
V3	37	14	4	32	16	98	24	1	11	14	0	30	0	1
V4	23	31	56	15	10	17	4	40	14	1	0	0	0	0
V5	12	31	9	38	55	80	30	7	14	31	0	13	0	48
V6	2	59	40	9	5	0	4	15	14	13	85	19	0	0
V7	22	356	21	10	18	13	0	15	132	0	0	0	0	0
V8	0	14	24	24	0	0	43	2	13	10	0	6	0	20
V9	2	49	190	101	0	6	14	76	14	20	137	0	0	0
V10	4	185	0	0	66	76	9	0	115	0	0	0	11	3
V11	0	11	61	70	0	0	0	36	10	0	13	0	15	0
V12	290	41	4	3	15	90	23	0	0	16	0	48	9	0
V13	19	105	0	0	4	0	56	39	25	47	30	0	10	0
V14	0	0	9	50	17	3	84	21	0	20	147	26	0	0
V15	68	479	0	1	11	4	1	0	18	0	0	0	5	12
V16	21	71	13	0	3	0	12	28	11	25	10	2	5	0
V17	11	59	4	6	5	36	2	4	6	2	0	5	0	0
V18	25	24	1	40	0	0	0	1	2	0	0	0	5	0
V19	8	2	13	0	20	7	61	8	3	17	52	0	0	7
V20	7	36	55	0	0	0	8	29	10	1	0	0	0	0
V21	7	47	10	7	46	26	4	7	28	0	0	0	3	3
V22	32	4	0	25	17	31	79	0	0	31	0	15	14	0
V23	46	0	139	69	23	3	43	48	10	14	0	21	10	0
V24	192	0	44	118	2	1	0	20	0	0	0	5	0	5
V25	1	41	30	10	1	2	0	4	9	0	0	1	0	0
V26	1	6	88	3	0	0	20	22	6	106	0	33	0	4
V27	84	182	9	17	0	4	3	19	113	0	6	0	13	6
V28	521	2	7	0	0	0	1	2	4	0	0	0	2	3
V29	15	80	87	63	0	0	45	38	61	47	7	0	4	0
V30	5	24	4	5	0	0	3	0	17	5	0	0	0	0
V31	0	0	79	70	0	0	20	42	0	10	66	10	0	0
V32	0	29	47	1	1	2	0	37	4	0	0	6	0	0
V33	0	4	0	37	0	0	38	17	0	6	11	13	9	0
V34	153	0	105	23	58	43	14	27	0	0	59	0	3	9
V35	18	2	11	101	12	26	8	12	0	11	0	23	0	18
V36	22	0	287	51	12	5	10	44	0	13	21	0	6	0
V37	4	17	6	2	8	97	1	6	3	0	0	0	0	0
V38	16	25	51	0	14	2	5	15	24	0	0	0	0	0
V39	2	55	19	15	0	3	20	34	33	6	0	10	0	0
V40	13	22	38	62	2	1	18	11	3	0	0	8	8	15
V41	1	79	6	12	27	55	91	0	32	54	4	0	0	0
