Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83D	ID83E
V1	1:Del:C:0	0.0	0.007092356296520733	0.0	0.9848490238932475	0.0048206463067730675	0.0032379735034587065
V1	1:Del:C:1	0.0	0.00010849022564743142	0.0	0.9817553069846384	0.013132585414899218	0.005003617374814901
V1	1:Del:C:2	0.0	0.0005432003601031537	0.0	0.939913032098618	0.05912787424378059	0.0004158932974983402
V1	1:Del:C:3	0.0	0.0811207178777427	0.0	0.6973421316089419	0.0	0.22153715051331535
V1	1:Del:C:4	0.0	0.1213463670992788	0.0	0.7863433206199425	0.0	0.09231031228077874
V1	1:Del:C:5	0.0	0.8029874062483704	0.0	0.0049227221598123995	0.003848286377604274	0.18824158521421291
V1	1:Del:T:0	0.0	0.03517675074564788	0.0	0.9353102474888835	0.011018916697491823	0.018494085067976836
V1	1:Del:T:1	0.0	4.322494734867622e-17	0.0	0.9694128101803374	0.0021354972637413483	0.02845169255592134
V1	1:Del:T:2	0.0	0.03845900864684148	0.0	0.9385928204489054	0.0	0.022948170904253253
V1	1:Del:T:3	0.0	0.07940851243485637	0.0	0.8888738227207758	0.00016417177332244364	0.031553493071045484
V1	1:Del:T:4	0.0	0.14585054472059117	0.0	0.5844724549120955	0.020554800199666122	0.2491222001676471
V1	1:Del:T:5	0.0	0.9977158269196394	0.0	0.0022774377159475046	1.6794575177264094e-06	5.05590689535975e-06
V1	1:Ins:C:0	0.0	5.2669947398898046e-11	0.0	1.442756533812853e-10	0.9999999998030543	4.2041572636411556e-39
V1	1:Ins:C:1	0.0	0.007972532217609615	0.0	0.0001355526431332672	0.018665347637512174	0.973226567501745
V1	1:Ins:C:2	0.0	0.03580447327930261	0.0	0.96377715886775	0.00019023012690080565	0.00022813772604662002
V1	1:Ins:C:3	0.0	0.0007756500058456612	0.0	1.9515249536681905e-17	0.0028165592342221392	0.9964077907599322
V1	1:Ins:C:4	0.0	0.8033091204462433	0.0	0.0011917853486509147	0.1954990942051058	0.0
V1	1:Ins:C:5	0.0	0.006307227511963558	0.0	0.00010309749085153954	0.9935860950151352	3.5799820497288994e-06
V1	1:Ins:T:0	0.0	0.0485881782672696	0.0	0.9226781518304386	0.007410727316358055	0.02132294258593388
V1	1:Ins:T:1	0.0	1.9006729538181883e-16	0.0	0.9994435144198093	0.0005564855801906261	0.0
V1	1:Ins:T:2	0.0	0.12262869148971858	0.0	0.8773713085102814	0.0	0.0
V1	1:Ins:T:3	0.0	0.1921218220103906	0.0	0.5680504341281052	0.15734823394844696	0.08247950991305726
V1	1:Ins:T:4	0.0	0.2887107212518516	0.0	0.26248837506153	0.1444274148833495	0.3043734888032689
V1	1:Ins:T:5	0.0	0.21336557273657553	0.0	0.7863464208060931	2.705493635411237e-05	0.00026095152097728013
V1	2:Del:R:0	0.0	0.005949560169771424	0.0	0.957016403225898	0.0	0.03703403660433059
V1	2:Del:R:1	0.0	0.19435293982163812	0.0	0.3483697829938719	0.004223286243416915	0.4530539909410731
V1	2:Del:R:2	0.0	0.43735823964617376	0.0	0.5626417603538263	0.0	0.0
V1	2:Del:R:3	0.0	0.778845796748755	0.0	0.20212954007665473	0.01902466317459027	0.0
V1	2:Del:R:4	0.0	0.8250054821258158	0.0	1.0121595901499579e-14	1.6999795988271533e-05	0.17497751807818585
V1	2:Del:R:5	0.0	4.450814468954715e-16	0.0	1.031216542914133e-15	0.012500310108335558	0.987499689891663
V1	3:Del:R:0	0.0	0.0021819947521107873	0.0	0.9978157265654528	2.2786824362826677e-06	0.0
V1	3:Del:R:1	0.0	0.30968936363596855	0.0	0.5325552950973983	0.02021390817956232	0.13754143308707084
V1	3:Del:R:2	0.0	0.33433896452998735	0.0	0.3725259419014284	0.0	0.2931350935685841
V1	3:Del:R:3	0.0	0.3998612106216142	0.0	0.6001290172851874	9.772093198484104e-06	0.0
V1	3:Del:R:4	0.0	3.4111186162578497e-12	0.0	9.29680187101006e-12	0.5590726063221625	0.44092739366512945
V1	3:Del:R:5	0.0	3.3939341396016977e-12	0.0	9.29680187101022e-12	0.5590726063221721	0.4409273936651371
V1	4:Del:R:0	0.0	0.00404624364738989	0.0	0.958240114982711	3.7577098703409605e-06	0.037709883660028684
V1	4:Del:R:1	0.0	0.13879959210241796	0.0	0.6027784891673825	0.010505118467418997	0.2479168002627806
V1	4:Del:R:2	0.0	0.23263821907087784	0.0	0.7673568821361781	4.898792944059939e-06	0.0
V1	4:Del:R:3	0.0	0.01709015354416107	0.0	0.11189701632765708	0.001705385493943954	0.8693074446342379
