MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Del:C:0	2.80E-46	1.60E-02	9.66E-04	2.90E-02	1.47E-02	2.55E-02	1.95E-02	6.03E-03	1.19E-02	7.75E-03	1.73E-02	2.22E-03	4.25E-02	3.54E-02	2.34E-02	1.32E-02	3.95E-02	1.93E-02
1:Del:C:1	2.17E-04	9.60E-08	0.00E+00	9.70E-04	8.33E-04	2.54E-02	9.47E-03	3.30E-03	7.68E-03	1.22E-02	3.41E-03	1.16E-02	4.74E-02	2.01E-02	2.29E-02	1.40E-46	2.08E-02	1.86E-02
1:Del:C:2	0.00E+00	1.58E-07	9.39E-05	8.03E-04	0.00E+00	1.95E-03	9.08E-04	1.19E-03	4.59E-04	3.51E-04	0.00E+00	6.17E-04	8.10E-03	1.79E-03	6.16E-04	3.39E-03	3.34E-06	2.69E-03
1:Del:C:3	7.03E-04	2.99E-03	8.34E-04	0.00E+00	3.17E-04	2.04E-03	3.16E-03	2.39E-03	2.37E-03	3.48E-02	0.00E+00	8.56E-07	7.37E-03	1.08E-02	1.15E-02	3.62E-03	1.90E-03	8.56E-03
1:Del:C:4	0.00E+00	1.12E-04	2.35E-04	5.29E-04	7.82E-04	5.66E-03	5.94E-03	0.00E+00	2.33E-03	8.81E-03	3.65E-03	1.77E-03	1.19E-02	3.72E-03	5.11E-03	5.24E-03	1.03E-03	2.50E-03
1:Del:C:5	7.09E-05	3.61E-07	6.66E-04	1.36E-07	3.22E-08	6.37E-05	1.32E-04	8.85E-04	8.93E-05	2.87E-07	2.55E-07	2.59E-02	5.43E-03	2.31E-07	1.52E-02	4.62E-02	3.59E-02	1.65E-02
1:Del:T:0	0.00E+00	9.91E-05	1.07E-03	3.68E-04	2.63E-03	9.86E-03	1.62E-02	1.26E-02	7.52E-03	1.28E-02	9.81E-03	2.33E-02	2.46E-02	4.21E-02	1.10E-02	1.28E-02	1.79E-02	2.39E-02
1:Del:T:1	3.69E-07	9.57E-04	3.48E-04	4.67E-08	5.19E-03	1.18E-02	1.11E-02	2.86E-03	1.04E-03	4.60E-03	0.00E+00	9.99E-03	1.17E-02	2.92E-02	5.25E-03	3.24E-06	4.01E-03	1.78E-03
1:Del:T:2	3.28E-04	1.09E-07	1.88E-03	1.40E-46	2.97E-07	1.62E-02	2.78E-02	2.20E-03	2.22E-07	5.25E-03	6.10E-03	5.15E-02	9.92E-03	3.67E-02	5.87E-03	2.64E-02	5.97E-07	2.55E-03
1:Del:T:3	1.40E-04	0.00E+00	2.94E-03	1.79E-04	4.84E-03	1.71E-02	1.54E-02	1.63E-03	1.41E-03	1.86E-02	6.11E-03	3.81E-02	4.28E-02	2.29E-02	1.25E-02	2.38E-02	1.74E-02	2.08E-02
1:Del:T:4	6.10E-04	1.24E-03	4.56E-03	8.84E-03	1.78E-03	1.75E-02	1.82E-02	0.00E+00	0.00E+00	1.32E-02	4.29E-03	1.53E-02	1.08E-02	2.18E-02	6.59E-03	5.93E-02	1.71E-02	7.67E-03
1:Del:T:5	1.27E-08	9.41E-09	1.25E-02	3.21E-06	1.28E-06	2.84E-06	1.69E-07	1.50E-03	1.65E-02	5.05E-03	8.39E-03	1.06E-06	6.84E-03	6.90E-08	5.99E-03	7.93E-02	2.27E-06	1.09E-01
1:Ins:C:0	5.66E-08	9.08E-05	5.87E-08	0.00E+00	1.94E-07	3.24E-04	1.43E-06	1.84E-03	1.12E-03	2.19E-03	9.40E-05	2.21E-06	3.18E-03	3.51E-07	4.27E-08	9.94E-08	5.83E-07	5.05E-04
1:Ins:C:1	2.73E-08	1.24E-03	8.20E-06	5.83E-05	2.56E-08	1.10E-04	8.12E-08	1.08E-03	9.94E-04	1.18E-03	1.23E-07	1.29E-04	4.59E-07	2.45E-04	4.47E-08	1.87E-07	2.82E-04	1.90E-03
1:Ins:C:2	5.14E-08	5.20E-08	3.71E-08	3.81E-08	5.72E-08	3.58E-07	1.35E-04	8.80E-05	2.36E-04	4.93E-04	1.84E-07	5.83E-04	1.00E-03	5.36E-07	7.14E-04	3.56E-07	2.93E-07	1.74E-03
1:Ins:C:3	7.60E-08	1.67E-07	2.36E-08	1.46E-07	1.45E-02	8.27E-08	1.13E-07	1.41E-07	1.27E-07	3.22E-02	4.92E-02	1.03E-06	3.80E-06	1.04E-07	3.99E-04	7.09E-07	2.97E-02	3.86E-07
1:Ins:C:4	2.51E-04	3.35E-04	3.49E-04	0.00E+00	1.61E-08	0.00E+00	0.00E+00	5.10E-09	8.78E-04	3.78E-03	1.90E-03	7.40E-04	0.00E+00	8.41E-04	4.18E-04	1.72E-03	2.03E-03	3.27E-03
1:Ins:C:5	3.79E-03	3.23E-04	1.67E-03	3.83E-04	0.00E+00	2.57E-07	0.00E+00	5.88E-08	2.18E-04	2.91E-03	3.79E-03	5.41E-03	0.00E+00	1.23E-03	2.99E-02	4.35E-02	2.65E-02	1.62E-03
1:Ins:T:0	4.32E-04	2.60E-04	1.30E-07	2.64E-03	2.15E-07	1.40E-46	2.64E-03	3.54E-03	1.24E-03	1.28E-03	4.00E-03	2.65E-02	5.84E-03	2.13E-02	4.16E-03	2.22E-03	2.24E-02	2.97E-03
