Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	30	21	1	7	2	8	0	5	8	6	7	0	0	4	0	4	24	0	8
V2	11	125	264	36	7	5	5	6	54	2	0	16	26	3	18	25	12	0	1
V3	9	32	4	62	0	3	14	1	23	9	0	53	12	10	0	0	0	3	0
V4	0	26	2	22	10	6	28	0	11	13	0	15	0	0	1	9	16	0	0
V5	0	111	10	38	0	4	32	0	14	0	3	27	13	0	0	18	0	0	0
V6	28	10	9	22	12	15	0	8	3	4	5	7	0	11	2	7	19	3	7
V7	11	145	156	13	5	6	4	8	6	1	14	4	0	0	2	14	0	8	1
V8	55	6	30	9	0	38	2	35	0	26	53	0	8	0	0	2	0	7	0
V9	13	137	2	1	4	0	0	0	0	5	0	0	4	0	3	8	25	0	0
V10	16	10	16	1	59	18	17	7	0	0	19	0	2	65	1	3	0	3	0
V11	46	40	1	0	12	4	0	16	0	0	9	0	0	10	15	6	0	0	1
V12	163	37	147	5	12	4	30	0	55	20	10	10	1	0	20	4	15	14	15
V13	180	0	12	185	0	18	52	1	0	0	6	71	84	0	0	0	0	3	14
V14	41	1	10	49	9	41	23	49	0	0	35	25	43	11	0	0	0	6	1
V15	10	4	2	92	0	1	30	2	0	0	0	14	37	0	0	0	0	0	0
V16	118	27	29	27	16	1	21	1	7	27	0	23	8	2	7	0	0	6	0
V17	24	13	1	6	0	5	5	3	0	0	2	0	2	0	3	7	10	3	2
V18	9	19	12	2	17	39	0	75	0	18	33	0	3	3	14	0	27	0	0
V19	155	83	47	0	18	7	4	0	14	3	6	0	0	0	0	8	0	27	1
V20	5	223	92	6	7	12	6	6	0	0	10	0	28	13	2	0	9	0	2
V21	0	98	0	313	53	38	78	33	0	17	22	63	88	0	1	22	0	0	0
V22	27	47	40	15	19	6	47	5	62	2	0	30	0	15	0	8	0	5	0
V23	14	196	2	0	0	0	0	0	0	0	0	0	0	10	4	12	0	0	2
V24	26	50	4	11	1	6	0	14	0	0	7	5	7	2	0	0	0	0	3
V25	35	25	4	58	0	1	31	1	0	0	0	13	24	0	0	0	0	0	0
V26	0	52	7	0	125	0	4	0	118	41	0	0	0	0	5	4	9	1	2
V27	10	142	7	32	5	5	1	7	6	2	22	7	8	4	0	7	0	0	0
V28	277	0	147	9	24	6	15	0	0	32	0	0	0	17	36	0	9	16	29
V29	14	2	21	19	18	0	12	0	65	56	0	3	0	8	5	0	1	15	0
V30	2	16	0	59	4	20	5	10	0	0	2	39	1	0	1	5	0	0	0
