MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	3.83E-04	3.36E-04	3.21E-04	1.07E-03	2.01E-02	3.09E-03	1.43E-03	2.91E-02	2.45E-03	2.26E-02	3.32E-02	3.43E-02	1.02E-02
1:Del:C:1	0.00E+00	1.66E-03	0.00E+00	0.00E+00	7.25E-03	3.10E-03	1.14E-03	3.04E-02	2.08E-03	9.78E-03	9.60E-03	1.81E-02	3.28E-03
1:Del:C:2	0.00E+00	1.19E-08	2.71E-04	6.17E-05	6.34E-04	1.38E-03	1.48E-04	2.02E-03	2.92E-04	1.21E-03	3.58E-03	7.35E-04	3.17E-03
1:Del:C:3	6.34E-04	5.29E-04	4.93E-04	6.27E-04	9.42E-04	1.44E-03	3.73E-04	4.30E-03	1.64E-03	1.82E-03	1.78E-03	3.96E-03	3.69E-03
1:Del:C:4	4.70E-04	3.97E-04	2.21E-04	5.52E-04	3.40E-03	4.79E-04	0.00E+00	7.42E-03	9.64E-09	4.11E-04	4.55E-03	4.11E-03	2.00E-03
1:Del:C:5	2.81E-03	4.06E-04	0.00E+00	0.00E+00	2.72E-04	5.63E-04	1.72E-08	8.16E-03	8.90E-05	7.01E-08	7.32E-08	1.46E-07	2.51E-02
1:Del:T:0	9.01E-04	6.48E-04	6.97E-04	8.36E-04	1.08E-02	6.43E-03	1.40E-46	3.05E-02	0.00E+00	1.58E-02	1.23E-02	2.11E-02	8.58E-03
1:Del:T:1	1.65E-04	0.00E+00	2.21E-04	3.43E-08	2.08E-03	1.19E-03	2.91E-04	8.03E-03	4.75E-04	4.28E-03	9.18E-03	6.39E-03	2.61E-03
1:Del:T:2	1.02E-03	1.39E-03	6.79E-04	1.05E-03	5.01E-03	6.31E-04	0.00E+00	1.87E-02	6.63E-04	2.28E-03	4.73E-03	2.38E-02	1.85E-02
1:Del:T:3	2.61E-03	9.87E-08	0.00E+00	0.00E+00	9.98E-03	1.28E-03	1.33E-03	3.92E-02	4.46E-07	5.46E-04	4.83E-02	1.21E-02	1.90E-02
