NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.684	19.196	9.991	10.941	0.12	0.991	40000.0
2	40.737	18.007	9.272	10.198	0.119	0.992	40000.0
3	45.428	20.136	11.071	11.771	0.124	0.989	30000.0
4	45.591	21.371	11.08	12.696	0.132	0.987	40000.0
5	44.314	19.692	10.252	11.28	0.12	0.99	60000.0
6	43.675	19.781	10.193	11.447	0.126	0.989	30000.0
7	44.536	19.831	10.605	11.711	0.119	0.989	40000.0
8	43.343	19.479	10.36	11.526	0.124	0.989	40000.0
9	42.854	19.355	10.239	11.241	0.117	0.989	30000.0
10	43.427	19.494	10.427	11.467	0.118	0.989	60000.0
