NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.371	21.343	11.131	12.577	0.123	0.986	50000.0
2	46.172	20.885	10.908	12.097	0.121	0.988	30000.0
3	46.266	20.548	10.684	11.659	0.117	0.99	100000.0
4	45.565	20.434	10.547	11.64	0.115	0.99	40000.0
5	47.065	20.983	11.145	12.07	0.115	0.989	40000.0
6	43.421	19.186	9.935	10.715	0.113	0.991	40000.0
7	44.783	19.987	10.527	11.552	0.109	0.99	70000.0
8	47.786	20.845	11.335	11.992	0.114	0.99	70000.0
9	46.312	20.098	11.029	11.693	0.111	0.99	40000.0
10	45.886	20.907	10.551	11.755	0.124	0.99	50000.0
