Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	141	80	15	27	52	52	21	31	13	0	0	0
V2	29	48	75	139	2	0	0	0	36	0	5	0
V3	138	0	0	0	131	0	9	0	9	28	0	17
V4	24	26	0	74	143	0	65	0	0	0	0	38
V5	0	127	0	19	57	0	27	9	2	8	29	0
V6	240	76	22	71	430	0	77	21	0	0	171	11
V7	5	2	15	0	4	43	0	0	7	9	0	7
V8	32	39	18	152	0	43	0	0	0	0	113	4
V9	48	113	1	20	14	0	11	0	0	0	0	0
V10	15	5	4	0	56	26	0	0	110	31	0	1
V11	20	34	0	59	0	2	6	0	0	9	12	0
V12	3	17	62	189	118	61	36	0	0	0	32	3
V13	360	71	35	6	70	0	0	30	0	37	0	25
V14	125	184	4	29	0	7	0	0	20	0	0	15
V15	2	89	8	11	43	57	11	24	0	0	47	15
V16	158	159	1	0	0	8	0	0	0	47	0	24
V17	63	0	36	0	0	82	18	25	44	23	0	5
V18	8	79	232	42	9	111	16	0	0	9	13	0
V19	0	228	105	63	0	2	0	0	0	0	19	9
V20	169	237	11	11	30	8	18	0	0	0	0	10
V21	14	27	103	6	46	0	4	0	0	0	0	1
V22	3	0	24	0	107	4	40	0	0	8	0	0
V23	123	30	40	11	0	0	0	0	0	13	0	11
V24	88	3	28	41	110	18	97	0	0	66	0	2
V25	27	1	160	35	67	0	21	10	51	0	36	0
V26	0	15	375	42	15	0	0	0	1	7	0	0
V27	0	197	27	50	0	21	0	22	0	0	0	0
V28	20	22	13	0	10	28	5	0	0	0	0	2
V29	168	66	0	0	4	9	0	0	22	8	0	0
V30	148	139	41	38	0	17	0	0	0	73	0	0
V31	20	93	26	4	0	30	1	23	0	12	0	14
V32	32	261	57	3	45	0	3	0	0	23	0	29
V33	14	40	76	1	18	20	10	18	0	0	0	0
V34	0	1	4	26	24	0	0	2	6	0	4	11
V35	135	17	47	22	0	27	0	28	0	0	0	0
V36	6	0	94	0	0	133	26	47	23	5	6	0
V37	0	3	36	0	0	1	13	20	12	1	0	0
V38	123	14	94	200	32	69	34	39	102	1	0	0
V39	1	1	30	84	0	7	0	43	3	0	0	0
V40	137	3	90	1	105	62	98	40	0	17	0	0
V41	0	16	9	188	33	0	0	0	24	5	0	12
V42	4	0	29	25	7	7	7	0	0	0	0	0
V43	49	66	112	63	0	41	25	8	111	0	0	0
V44	0	15	112	0	43	0	0	17	0	2	1	8
V45	71	263	5	0	41	24	15	95	98	13	0	2
V46	0	62	16	111	0	17	15	11	0	0	68	0
V47	22	237	5	35	0	8	4	0	0	14	0	23
V48	7	55	21	11	30	174	6	0	0	0	2	0
V49	98	8	176	4	16	0	36	4	0	0	0	0
V50	7	13	32	180	9	20	0	6	35	62	1	0
V51	8	160	0	0	15	3	18	9	0	0	0	1
V52	0	27	59	4	6	0	12	0	0	0	0	7
V53	0	245	6	29	140	0	0	0	15	4	0	0
V54	0	0	1	16	19	0	24	2	0	4	4	2
V55	33	40	26	21	128	0	10	12	104	0	52	0
V56	0	9	30	161	0	5	10	0	0	0	5	0
V57	34	135	74	6	0	0	0	0	4	0	16	0
V58	0	0	19	86	59	195	32	0	55	0	77	9
V59	232	32	53	99	0	97	3	26	0	5	27	0
V60	8	7	128	0	14	73	32	58	0	0	7	0
V61	321	1	38	1	0	0	2	0	0	39	0	0
V62	3	6	44	33	64	0	0	33	31	5	0	1
V63	161	19	17	37	0	219	2	105	0	45	0	0
V64	283	1	288	6	9	89	0	32	11	0	0	16
V65	100	0	23	59	6	1	0	0	0	44	0	0
V66	0	196	68	5	8	0	17	14	0	7	0	10
V67	7	0	29	59	0	2	0	0	1	0	9	22
V68	70	122	0	187	8	96	0	62	105	5	0	7
V69	26	0	30	110	2	0	0	10	9	7	5	2
V70	51	73	59	81	5	0	0	0	12	0	68	9
V71	24	0	69	4	143	99	47	0	0	0	0	0
V72	67	73	16	2	0	0	0	1	0	0	1	0
V73	45	22	1	0	15	7	11	0	0	0	0	8
V74	73	21	45	8	226	0	4	107	26	23	18	13
V75	38	0	34	0	3	0	0	0	0	0	0	3
V76	4	38	306	229	55	42	50	0	0	0	88	24
V77	1	159	11	11	0	0	16	0	0	0	0	28
V78	24	50	6	1	16	92	20	51	12	7	0	0
V79	78	14	68	0	35	0	39	4	0	4	3	6
V80	196	72	25	13	17	33	24	2	0	91	20	2
V81	106	45	44	0	4	0	17	0	0	31	0	0
V82	0	0	39	40	12	0	0	0	8	3	29	6
V83	32	61	0	0	74	6	0	16	47	7	0	0
V84	0	0	375	30	3	4	4	13	0	0	0	0
V85	0	26	115	97	30	119	26	0	23	0	0	12
V86	23	47	21	4	86	14	37	0	30	25	0	0
V87	119	95	0	39	8	207	13	94	8	1	0	0
V88	95	0	7	2	6	21	17	12	0	0	0	4
V89	77	74	7	50	33	41	18	50	0	0	0	0
V90	171	213	22	22	3	157	38	4	0	23	0	0
V91	0	5	73	42	15	52	0	19	32	7	0	0
V92	23	227	0	16	0	2	0	0	0	17	0	8
V93	47	101	4	0	38	0	0	0	1	9	0	15
V94	218	3	93	48	13	28	46	32	0	38	0	10
V95	8	26	90	67	18	7	23	28	0	0	0	10
V96	80	0	23	0	27	116	4	41	13	13	2	7
V97	168	203	102	29	8	0	0	7	0	5	0	0
V98	189	56	0	11	8	0	62	0	0	0	9	4
V99	0	155	0	0	21	0	43	22	0	1	10	0
V100	261	7	34	0	65	0	96	0	0	24	7	7
